steps,seed,time,action,state,area,config_id,reward,frame,experiment.update_freq,experiment.checkpoint,compatibility_mode,experiment.step_duration,filepath,environment.zone,environment.path,experiment.image_save_keys,environment,algorithm
156,0,1744385537.135905,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422786e+09],"[44.3125 13.0625 18.75   43.0625 59.9375 36.375  51.5625 59.625  42.75
 55.375  44.875  59.     36.375  35.     56.8125 64.6875 16.5    65.75
 28.1875 12.0625 49.375  52.75   25.375  31.5    29.875  11.     13.25
 24.125  31.75   23.6875 31.125  35.     36.875  19.1875 18.5625 17.1875]",1199781358078754189,-0.009561618784078693,155,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
157,0,1744385539.432208,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422792e+09],"[46.6875 13.4375 20.125  42.6875 57.9375 40.75   52.5    58.25   43.375
 52.1875 42.3125 58.6875 35.625  39.5625 56.3125 63.875  20.0625 62.5625
 35.3125 11.3125 44.5    51.8125 27.3125 31.625  29.5625 11.3125 15.6875
 26.4375 31.4375 24.125  32.9375 34.6875 35.4375 20.875  18.1875 20.25  ]",1199781358078754189,0.019217105679201558,156,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
158,0,1744385541.5053227,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422797e+09],"[46.9375 12.     18.625  45.     64.9375 39.125  53.125  58.9375 42.75
 53.375  42.625  59.125  40.25   34.5    55.9375 60.5    20.     64.125
 32.875  14.1875 43.625  52.5625 29.1875 35.875  28.5625 12.375  15.625
 26.875  34.125  14.1875 31.4375 30.6875 37.5625 21.625  17.875  32.875 ]",1199781358078754189,0.007792590605656777,157,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
159,0,1744385543.6640618,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422803e+09],"[48.4375 13.3125 17.9375 43.9375 62.1875 37.8125 52.0625 59.125  42.625
 55.0625 42.6875 57.5625 40.8125 34.625  55.375  59.8125 19.75   65.4375
 31.0625 11.875  46.1875 53.1875 28.875  37.25   29.1875 11.     16.375
 24.0625 31.4375  0.     34.75   30.     37.6875 19.875  17.875  16.8125]",1199781358078754189,-0.019004132584784103,158,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
160,0,1744385545.779966,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422808e+09],"[46.75   13.625  18.9375 43.6875 58.6875 39.625  52.     61.625  41.75
 54.0625 40.3125 58.4375 35.8125 35.9375 60.0625 63.125  18.9375 65.8125
 31.125  11.75   45.     55.     28.875  32.625  29.0625 13.     14.
 23.5    30.625  25.9375 32.3125 32.6875 37.75   21.4375 19.     40.625 ]",1199781358078754189,0.026735486093659857,159,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
161,0,1744385548.1249924,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422814e+09],"[44.5625 13.5625 17.6875 47.375  61.125  38.625  52.     57.6875 42.875
 53.9375 43.1875 56.25   40.25   37.6875 56.4375 66.75   20.75   66.5
 30.9375 12.875  44.0625 54.3125 25.75   31.8125 28.125  11.125  19.5
 25.375  42.0625  0.     29.4375 32.0625 38.125  22.625  18.     17.3125]",1199781358078754189,-0.01897994786933621,160,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
162,0,1744385550.6764152,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422819e+09],"[45.     13.5625 19.     44.4375 65.5    35.6875 52.     61.6875 42.5625
 55.5    45.1875 55.5625 40.75   36.     55.125  64.3125 25.8125 64.125
 32.6875 13.25   44.6875 54.25   28.1875 32.     29.25   12.0625 15.375
 24.875  31.1875  0.     30.3125 33.9375 36.625  19.8125 18.8125 15.625 ]",1199781358078754189,-0.010813512498945228,161,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
163,0,1744385553.1090035,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422825e+09],"[45.25   12.6875 16.9375 43.8125 62.0625 39.75   52.0625 60.25   42.0625
 54.125  43.4375 57.875  33.375  36.1875 55.375  62.875  21.9375 65.6875
 30.75   13.25   45.75   53.25   30.5    35.125  31.375   9.4375 14.375
 24.875  30.4375 22.     30.1875 33.375  38.9375 19.3125 19.25   22.625 ]",1199781358078754189,0.009638388537780996,162,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
164,0,1744385555.2262342,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.7442283e+09],"[44.8125 12.875  19.6875 44.1875 60.3125 37.5625 52.5625 58.75   42.875
 52.75   41.0625 61.4375 39.6875 39.     57.375  61.9375 21.875  67.6875
 31.875  11.375  44.     52.3125 27.0625 33.1875 29.4375 10.875  14.875
 25.25   30.6875 23.625  28.5    34.75   38.875  19.375  17.125  18.9375]",1199781358078754189,-0.0027266225686529907,163,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
165,0,1744385557.476603,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422836e+09],"[45.3125 12.25   20.4375 44.125  62.625  38.6875 56.     60.1875 41.5
 53.1875 44.3125 56.25   36.1875 35.625  55.5    62.9375 17.625  65.375
 30.9375 11.625  42.625  52.5    28.75   32.25   28.0625 10.     14.125
 26.25   44.5    30.3125 31.6875 32.125  38.75   22.     19.375  10.8125]",1199781358078754189,0.011659828058865094,164,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
166,0,1744385559.680555,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422842e+09],"[49.625  12.8125 17.3125 44.     63.375  39.75   50.4375 58.625  42.1875
 54.3125 45.875  59.6875 38.8125 36.625  55.4375 63.5    16.3125 66.4375
 33.1875 10.25   47.     52.5625 28.625  39.125  29.     12.3125 13.625
 23.8125 31.625  23.75   31.0625 32.3125 35.9375 19.5    18.6875 43.8125]",1199781358078754189,0.019736996076544104,165,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
167,0,1744385562.0385556,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422847e+09],"[ 46.625   12.75    19.3125  44.3125  59.625   37.      51.625   60.125
  42.625   53.6875  44.3125  58.125   39.0625  35.0625  55.375   61.8125
  20.6875  68.0625  36.3125  12.3125  44.25    53.5     28.6875  34.0625
  29.3125  12.125   14.9375  24.25    47.      25.3125  28.4375  32.4375
  38.75    20.75    20.     208.75  ]",1199781358078754189,0.029564208743851718,166,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
168,0,1744385564.2459743,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422853e+09],"[45.125  12.4375 19.25   44.     65.9375 38.     50.875  57.3125 42.
 53.0625 45.125  56.75   38.8125 35.25   54.5    63.0625 18.1875 65.4375
 31.125  13.25   43.9375 51.125  29.0625 40.4375 30.5625 11.75   17.1875
 24.3125 32.0625  0.     32.625  33.     37.875  20.4375 18.4375 15.    ]",1199781358078754189,-0.06997396971837593,167,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
169,0,1744385566.5297306,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422858e+09],"[45.375  12.875  18.6875 46.4375 60.0625 40.9375 52.875  60.5    44.3125
 52.875  42.375  57.1875 37.9375 37.25   54.8125 66.5625 21.25   67.625
 29.625  14.     45.4375 53.25   26.0625 32.5625 30.125  11.5    16.8125
 23.5625 33.0625 27.125  30.6875 32.8125 38.6875 20.5625 18.625  18.375 ]",1199781358078754189,0.014669347984481046,168,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
170,0,1744385568.7891672,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422864e+09],"[44.8125 13.5625 16.9375 47.4375 66.3125 38.1875 53.0625 57.9375 43.0625
 51.75   42.375  60.8125 37.875  40.3125 57.9375 68.625  18.3125 67.1875
 32.8125 11.8125 46.0625 53.4375 29.     34.25   28.5625 12.4375 14.5
 25.8125 31.875  64.875  30.3125 35.375  36.3125 21.5625 18.3125 22.3125]",1199781358078754189,0.042458053506405816,169,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
171,0,1744385571.3195422,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422869e+09],"[45.5625 14.3125 17.625  45.4375 61.25   38.4375 52.8125 57.6875 42.0625
 55.8125 42.5    55.6875 37.5    36.1875 54.1875 63.4375 24.5    67.125
 32.     13.0625 43.75   53.625  27.1875 46.6875 29.3125 11.625  13.8125
 23.5    31.375  23.     33.1875 33.75   38.125  20.3125 18.6875 20.125 ]",1199781358078754189,-0.03257598460085824,170,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
172,0,1744385573.8772707,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422875e+09],"[47.375  14.0625 17.8125 44.25   59.625  41.9375 52.875  61.75   41.1875
 54.4375 41.5625 58.1875 37.5625 34.625  55.4375 61.6875 20.5625 63.9375
 33.375  11.625  45.375  54.4375 29.375  32.3125 29.5625 16.0625 13.25
 23.25   31.5    27.5625 31.75   34.4375 37.3125 20.25   21.9375 30.3125]",1199781358078754189,0.007426300183792789,171,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
173,0,1744385576.2731524,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442288e+09],"[ 45.5     12.5625  20.375   46.125   59.875   37.0625  56.25    58.875
  43.9375  53.4375  42.      57.5625  36.4375  36.125   55.5625  65.4375
  24.      62.5625  32.0625  11.      49.25    51.0625  29.6875  32.8125
  29.      10.875   14.375   23.8125  44.25    25.75    31.1875  33.875
  37.3125  19.4375  17.5625 187.8125]",1199781358078754189,0.037841388219518914,172,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
174,0,1744385578.941352,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422886e+09],"[44.875  12.875  17.625  43.9375 62.6875 39.125  52.25   57.1875 44.1875
 52.375  43.1875 57.5    39.5625 34.8125 55.5625 64.4375 22.125  63.375
 33.0625 11.1875 45.375  51.875  33.5625 33.4375 28.3125 10.3125 13.0625
 25.5    33.     15.9375 29.25   31.25   40.     20.75   17.5    18.1875]",1199781358078754189,-0.0641234217669783,173,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
175,0,1744385580.417525,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422891e+09],"[625.25     0.       0.       0.      50.6875  18.375   31.      37.4375
  15.5     75.625   38.75     0.      40.3125  32.4375  45.6875  48.3125
  33.625   59.5625  23.125   11.375   35.5625  50.75    22.75    24.4375
  22.75     0.       9.875   21.875   23.8125   0.      24.75    27.125
  31.125   12.3125   0.       0.    ]",1199781358078754189,-0.507278673759344,174,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
176,0,1744385582.2575197,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422898e+09],"[41.8125  0.      0.     44.8125 56.8125 32.875  45.875  55.3125 18.9375
 49.4375 40.0625 65.0625 39.125  30.375  54.5    56.0625 32.625  56.625
 24.9375 10.125  45.     54.5625 26.0625 36.75   30.8125 14.25   10.875
 25.5625 42.375   0.     35.3125 29.3125 35.4375 21.5    19.0625 68.9375]",1199781358078754189,0.49772200316584975,175,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
177,0,1744385584.2120185,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422904e+09],"[38.75   13.5625 16.4375 44.375  58.     34.25   48.125  52.875  17.9375
 51.125  43.8125 60.9375 37.     35.4375 53.125  55.375  15.0625 64.8125
 25.375  11.125  41.3125 54.0625 25.9375 36.25   29.6875 15.     12.3125
 24.8125 30.6875 58.6875 31.625  36.5    34.1875 18.625  18.1875  0.    ]",1199781358078754189,-0.028258935129402973,176,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
178,0,1744385586.4634411,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422911e+09],"[41.0625  9.5    13.75   43.875  62.625  39.125  39.625  56.5625 18.75
 51.8125 43.5625 54.1875 33.4375 31.625  57.875  51.75   40.125  59.125
 28.125  11.5625 43.6875 52.0625 28.75   37.3125 30.1875  0.     12.3125
 25.5625 35.5     0.     33.25   33.6875 40.1875 21.75   21.5625  0.    ]",1199781358078754189,-0.008055529943057728,177,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
179,0,1744385588.5286815,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422917e+09],"[ 36.125   11.4375  18.0625  42.4375  67.75    42.      44.0625  59.
  18.4375  50.4375  43.5     60.375   34.75    31.25    57.375   56.6875
 140.125   64.4375  25.6875  10.6875  42.75    53.6875  24.125   34.25
  19.3125  11.5     10.6875  27.      34.3125   0.      36.6875  31.0625
  39.      34.3125  21.875    0.    ]",1199781358078754189,0.0236552413284154,178,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
180,0,1744385590.5769196,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422924e+09],"[40.     10.8125 16.625  44.4375 60.0625 43.25   50.5    50.1875 18.5
 51.1875 46.6875 61.     34.75   34.75   53.125  58.375  23.6875 57.5
 34.625  12.5625 43.625  55.875  25.0625 39.125  27.25    0.     14.3125
 26.4375 38.4375  0.     29.3125 26.3125 32.875  20.5    21.3125  0.    ]",1199781358078754189,-0.02665977990987277,179,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
181,0,1744385592.6083999,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422931e+09],"[38.375   9.     14.625  40.25   54.5625 36.875  45.6875 55.4375 21.75
 54.125  47.125  57.9375 39.6875 33.8125 57.4375 55.25   20.25   57.9375
 28.1875 71.3125 39.75   59.4375 24.75   41.625  31.1875  0.     12.4375
 28.0625 49.75    0.     33.3125 34.875  34.625  27.875  17.3125  0.    ]",1199781358078754189,0.06451617091660342,180,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
182,0,1744385594.6823635,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422938e+09],"[39.8125 12.0625 15.8125 41.5    47.6875 46.625  42.4375 52.5625 42.125
 48.3125 45.375  53.5625 37.375  30.8125 51.75   57.625  24.9375 58.9375
 21.75   13.0625 46.1875 56.6875 28.125  39.9375 32.875   0.     12.125
 26.75   36.0625 22.125  32.6875 32.375  37.375  19.6875 25.4375  0.    ]",1199781358078754189,-0.03742701685796659,181,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
183,0,1744385596.6847093,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422944e+09],"[45.4375 11.5    14.0625 40.8125 62.0625 36.875  44.3125 52.1875 18.6875
 52.1875 44.125  50.1875 45.5    34.125  53.4375 54.5    53.5    62.25
 20.3125 10.875  38.375  56.1875 25.25   39.     28.875  28.625  11.375
 26.6875 34.625   0.     32.4375 40.6875 43.875  18.25   17.6875  0.    ]",1199781358078754189,0.010199233000529514,182,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
184,0,1744385598.7153032,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422951e+09],"[40.375  12.1875 16.8125 41.25   64.3125 37.375  45.5625 55.375  18.3125
 55.0625 43.375  59.1875 34.0625 34.6875 55.     57.1875 30.875  70.375
 27.0625 11.0625 45.375  54.625  26.8125 31.5    28.4375  0.     12.5
 26.9375 37.5625  0.     31.75   34.5    37.4375 20.75   21.875  59.75  ]",1199781358078754189,0.010844725133408438,183,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
185,0,1744385601.262738,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422957e+09],"[36.8125  9.75   11.8125 47.9375 60.4375 45.9375 44.625  54.75   17.25
 52.25   44.9375 38.75   39.     29.875  52.9375 58.25   24.875  71.4375
 31.125  21.125  42.8125 32.625  26.6875 39.25   30.1875 18.8125 12.375
 29.4375 36.     15.8125 32.3125 32.0625 40.25   21.375  16.25    0.    ]",1199781358078754189,-0.06289391812613557,184,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
186,0,1744385603.6646943,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422964e+09],"[35.1875 13.625  13.3125 43.     57.     36.6875 46.0625 52.6875 20.1875
 53.9375 44.125  55.875  41.5    31.5625 52.625  60.5    67.5625 60.25
 27.5    10.25   39.625  53.8125 25.0625 44.9375 32.0625 29.     12.375
 28.0625 33.      0.     31.375  35.3125 38.625  17.5    19.3125 31.6875]",1199781358078754189,0.07428717207457168,185,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
187,0,1744385605.7263913,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422971e+09],"[ 41.0625   9.25   108.0625  40.4375  55.625   38.125   46.6875  50.9375
  39.9375  51.1875  43.6875  58.1875  33.75    30.3125  52.75    56.875
  17.625   60.5625  32.875   12.3125  44.8125  32.75    33.4375  41.1875
  33.0625   0.      19.8125  27.125   31.5625   0.      33.9375  24.5
  37.9375   0.      18.1875  42.75  ]",1199781358078754189,-0.005501158055143411,186,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
188,0,1744385607.7001476,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422977e+09],"[ 36.4375   9.4375  16.125   42.6875  66.3125  37.      47.8125  54.4375
  18.4375  51.75    44.      63.8125  38.4375  32.8125  57.875   50.375
 187.5     64.75    28.6875  14.3125  43.5     54.3125  25.      43.1875
  30.8125  10.5     13.6875  26.5625  44.8125  41.4375  32.6875  35.3125
  41.3125   0.      17.875    0.    ]",1199781358078754189,0.013115419288598258,187,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
189,0,1744385609.704035,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422984e+09],"[37.75   10.0625 24.125  39.375  50.125  38.75   41.0625 54.0625 18.9375
 56.125  46.6875 36.75   42.125  31.1875 53.5625 50.5625 35.     59.125
 29.8125  8.5625 40.0625 57.4375 24.5    17.6875 34.5625  0.     12.4375
 24.625  47.0625  0.     31.4375 28.125  36.25   20.8125 15.9375  0.    ]",1199781358078754189,-0.10541907642874512,188,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
190,0,1744385611.579239,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442299e+09],"[37.4375 38.     19.5    47.6875 65.1875 36.1875 48.4375 49.9375 42.75
 51.625  42.875  59.625  39.375  33.25   55.3125 58.75   29.9375 63.6875
 30.625  68.5    41.8125 56.75   23.125  40.6875 28.5625  0.     12.375
 24.75   44.5625 34.625  33.625  34.625  42.4375 15.25   17.9375 48.4375]",1199781358078754189,0.19293020808763503,189,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
191,0,1744385613.6155062,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422997e+09],"[42.625   9.5     0.     45.4375 62.4375 35.1875 46.875  52.125  42.8125
 54.     46.5    55.125  41.5625 34.6875 58.25   56.3125  0.     73.125
 26.9375 22.     43.0625 55.5625 24.     34.5    29.9375 19.0625 13.875
 28.875  43.9375 44.9375 29.1875 31.6875 40.     20.75   20.5625 24.625 ]",1199781358078754189,-0.0735277120112421,190,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
192,0,1744385615.4111893,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423004e+09],"[41.8125  0.      0.     42.75   63.4375 42.125  44.375  53.375  24.3125
 50.     48.1875 60.75   43.3125 33.5625 58.0625 61.25   20.625  43.5625
 30.125   9.4375 44.5    57.5    28.0625 40.8125 30.375   9.3125 13.875
 25.5625 34.5     0.     30.375  32.875  40.375  22.875  15.0625 40.4375]",1199781358078754189,-0.051266252683217904,191,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
193,0,1744385617.341051,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442301e+09],"[36.     11.1875 14.3125 43.875  62.25   35.9375 45.75   57.75   18.5
 51.25   45.8125 55.5    42.625  33.25   56.5625 58.     19.3125 65.25
 31.0625 15.8125 44.5    37.0625 26.875  38.     30.125  10.0625 13.25
 22.9375 36.875  19.9375 35.6875 32.8125 38.875  26.25   16.6875 10.75  ]",1199781358078754189,-0.033622616053467703,192,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
194,0,1744385619.2615328,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423017e+09],"[ 39.125   10.3125  14.5     40.3125  58.6875  44.3125  48.75    51.75
  18.25    55.3125  42.25    61.      36.9375  31.9375  53.625   54.25
 133.875   61.8125  23.625   11.0625  40.9375  32.75    23.6875  34.3125
  30.625   16.9375  16.4375  25.625   32.125   50.6875  33.      28.125
  36.      21.      18.875    0.    ]",1199781358078754189,0.03038136586287881,193,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
195,0,1744385621.4937515,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423024e+09],"[36.4375 10.5625 15.125  43.3125 60.1875 39.5    44.75   53.3125 20.625
 51.875  46.375  54.875  42.1875 31.5    54.125  52.4375 47.     62.1875
 27.5     9.75   39.3125 31.6875 25.0625 36.      0.      8.5625 13.5
 25.5    36.1875 30.5625 33.375  32.     40.0625  0.     19.3125  0.    ]",1199781358078754189,-0.04879004724816016,194,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
196,0,1744385623.5898247,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442303e+09],"[35.125  14.625  17.3125 43.5    46.75   43.3125 41.6875 53.1875 18.6875
 52.3125 44.125  49.875  37.0625 32.0625 55.6875 56.0625 27.8125 60.875
 35.25   12.5625 44.375  55.5625 31.     47.     30.8125 12.8125 15.6875
 27.3125 32.75    0.     31.75   36.5    36.9375  0.     20.875   0.    ]",1199781358078754189,0.02710637879162046,195,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
197,0,1744385625.4131212,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423037e+09],"[34.875  13.1875 16.4375 44.6875 62.375  35.8125 43.25   50.25   48.125
 51.25   43.625  64.3125 37.1875 29.3125 52.875  59.25    0.     59.125
 29.9375 13.5625 41.5625 53.6875 25.6875 31.875  32.875  20.375  16.8125
 27.0625 29.25    0.     36.     32.5    35.9375 16.8125 21.5     0.    ]",1199781358078754189,-0.007707899768390154,196,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
198,0,1744385627.4341881,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423044e+09],"[35.8125 13.8125 14.     38.     56.3125 42.1875 45.625  59.125  18.5625
 50.8125 50.     55.125  35.     30.75   52.5625 53.0625 36.3125 62.875
 34.25   13.3125 42.     57.875  26.75   35.125  29.625  12.0625 13.375
 27.625  33.25   46.875  33.25   29.625  37.6875 18.8125 18.5625  0.    ]",1199781358078754189,0.032956046297266825,197,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,2,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
