S17176_1:101		Capture_1:201		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		Capture_6:206		Capture_7:207		Capture_8:208		Capture_9:209		Capture_11:211		Capture_12:212		Capture_13:213		Capture_14:214		
375.053	-1	375.053	-2	375.053	2	375.053	-4	375.053	-3	375.053	2	375.053	-1	375.053	0	375.053	0	375.053	-2	375.053	0	375.053	-1	375.053	-4	375.053	-1	
375.508	0	375.508	-1	375.508	3	375.508	3	375.508	-3	375.508	-1	375.508	0	375.508	-2	375.508	6	375.508	1	375.508	3	375.508	0	375.508	1	375.508	-1	
375.964	-1	375.964	-2	375.964	-5	375.964	-4	375.964	0	375.964	-2	375.964	-3	375.964	-4	375.964	-1	375.964	0	375.964	-4	375.964	2	375.964	-4	375.964	-4	
376.42	-4	376.42	0	376.42	-3	376.42	-6	376.42	1	376.42	3	376.42	-4	376.42	-4	376.42	0	376.42	-2	376.42	-2	376.42	-5	376.42	-2	376.42	-7	
376.876	-11	376.876	-10	376.876	-11	376.876	-11	376.876	-12	376.876	-12	376.876	-13	376.876	-15	376.876	-8	376.876	-13	376.876	-14	376.876	-14	376.876	-11	376.876	-9	
377.332	-3	377.332	-4	377.332	5	377.332	3	377.332	-1	377.332	1	377.332	-2	377.332	3	377.332	-1	377.332	6	377.332	-1	377.332	0	377.332	6	377.332	-2	
377.788	-4	377.788	-1	377.788	-1	377.788	0	377.788	3	377.788	4	377.788	3	377.788	3	377.788	2	377.788	3	377.788	0	377.788	2	377.788	-2	377.788	1	
378.244	3	378.244	0	378.244	-2	378.244	-1	378.244	-2	378.244	-6	378.244	-1	378.244	-3	378.244	-5	378.244	-3	378.244	-2	378.244	-2	378.244	-1	378.244	-2	
378.701	2	378.701	3	378.701	0	378.701	-1	378.701	3	378.701	1	378.701	-1	378.701	-1	378.701	6	378.701	1	378.701	2	378.701	4	378.701	-2	378.701	0	
379.157	1	379.157	-1	379.157	-2	379.157	1	379.157	1	379.157	1	379.157	0	379.157	-1	379.157	-1	379.157	0	379.157	1	379.157	2	379.157	-1	379.157	1	
379.614	1	379.614	1	379.614	-1	379.614	0	379.614	1	379.614	0	379.614	-2	379.614	0	379.614	0	379.614	2	379.614	0	379.614	4	379.614	4	379.614	-3	
380.07	0	380.07	4	380.07	0	380.07	0	380.07	3	380.07	0	380.07	1	380.07	-2	380.07	-3	380.07	-2	380.07	2	380.07	-4	380.07	-4	380.07	-2	
380.527	1	380.527	1	380.527	3	380.527	1	380.527	-2	380.527	0	380.527	1	380.527	0	380.527	0	380.527	1	380.527	3	380.527	-1	380.527	2	380.527	0	
380.983	-4	380.983	-1	380.983	0	380.983	-2	380.983	-1	380.983	-2	380.983	-2	380.983	-4	380.983	0	380.983	-3	380.983	0	380.983	-6	380.983	-1	380.983	-7	
381.44	1	381.44	2	381.44	0	381.44	0	381.44	1	381.44	0	381.44	0	381.44	1	381.44	1	381.44	5	381.44	1	381.44	-1	381.44	5	381.44	4	
381.897	-6	381.897	-3	381.897	-3	381.897	-2	381.897	-1	381.897	-3	381.897	-2	381.897	-4	381.897	-3	381.897	-4	381.897	-2	381.897	-3	381.897	-2	381.897	-3	
382.354	-2	382.354	-5	382.354	-3	382.354	-2	382.354	1	382.354	-4	382.354	-1	382.354	-2	382.354	-2	382.354	-5	382.354	-2	382.354	-2	382.354	-2	382.354	-2	
382.811	0	382.811	0	382.811	0	382.811	-2	382.811	-2	382.811	1	382.811	-4	382.811	1	382.811	-2	382.811	-2	382.811	-1	382.811	2	382.811	-1	382.811	-2	
383.268	2	383.268	6	383.268	1	383.268	4	383.268	1	383.268	4	383.268	3	383.268	2	383.268	2	383.268	1	383.268	0	383.268	4	383.268	5	383.268	6	
383.725	2	383.725	3	383.725	3	383.725	-3	383.725	5	383.725	2	383.725	-1	383.725	3	383.725	4	383.725	-2	383.725	0	383.725	-2	383.725	1	383.725	2	
384.182	-1	384.182	1	384.182	0	384.182	-2	384.182	0	384.182	2	384.182	1	384.182	0	384.182	-2	384.182	0	384.182	1	384.182	0	384.182	1	384.182	-3	
384.639	2	384.639	1	384.639	2	384.639	-2	384.639	3	384.639	-3	384.639	1	384.639	2	384.639	3	384.639	1	384.639	1	384.639	2	384.639	3	384.639	-1	
385.097	3	385.097	-4	385.097	4	385.097	-1	385.097	2	385.097	0	385.097	-1	385.097	1	385.097	-1	385.097	2	385.097	1	385.097	0	385.097	-1	385.097	2	
385.554	-4	385.554	2	385.554	0	385.554	1	385.554	3	385.554	6	385.554	2	385.554	3	385.554	1	385.554	-2	385.554	2	385.554	-3	385.554	2	385.554	3	
386.011	-7	386.011	-11	386.011	-9	386.011	-8	386.011	-6	386.011	-8	386.011	-8	386.011	-8	386.011	-8	386.011	-11	386.011	-8	386.011	-10	386.011	-5	386.011	-17	
386.469	0	386.469	-4	386.469	-3	386.469	0	386.469	2	386.469	-2	386.469	0	386.469	-3	386.469	0	386.469	-5	386.469	0	386.469	-4	386.469	-1	386.469	-1	
386.927	0	386.927	2	386.927	2	386.927	-1	386.927	-2	386.927	-2	386.927	1	386.927	3	386.927	3	386.927	1	386.927	1	386.927	1	386.927	1	386.927	1	
387.384	4	387.384	-3	387.384	3	387.384	-2	387.384	1	387.384	3	387.384	0	387.384	-1	387.384	-1	387.384	-1	387.384	2	387.384	-1	387.384	1	387.384	-1	
387.842	0	387.842	2	387.842	-1	387.842	1	387.842	-3	387.842	-4	387.842	-3	387.842	-2	387.842	1	387.842	0	387.842	1	387.842	1	387.842	2	387.842	-7	
388.3	2	388.3	1	388.3	0	388.3	-3	388.3	3	388.3	-1	388.3	-1	388.3	3	388.3	0	388.3	1	388.3	0	388.3	-1	388.3	3	388.3	1	
388.758	-1	388.758	-3	388.758	0	388.758	-7	388.758	3	388.758	-2	388.758	-1	388.758	-3	388.758	-1	388.758	1	388.758	2	388.758	-7	388.758	0	388.758	-1	
389.216	1	389.216	4	389.216	-2	389.216	2	389.216	1	389.216	-2	389.216	0	389.216	-4	389.216	-1	389.216	-4	389.216	0	389.216	-4	389.216	-3	389.216	-8	
389.674	3	389.674	3	389.674	0	389.674	2	389.674	1	389.674	-7	389.674	-3	389.674	0	389.674	2	389.674	5	389.674	5	389.674	3	389.674	3	389.674	2	
390.132	0	390.132	-2	390.132	0	390.132	3	390.132	0	390.132	2	390.132	0	390.132	2	390.132	0	390.132	1	390.132	0	390.132	-2	390.132	2	390.132	-3	
390.59	1	390.59	5	390.59	-2	390.59	-2	390.59	0	390.59	-1	390.59	1	390.59	2	390.59	2	390.59	1	390.59	-1	390.59	1	390.59	2	390.59	2	
391.049	-4	391.049	0	391.049	-3	391.049	-2	391.049	1	391.049	3	391.049	-1	391.049	-3	391.049	0	391.049	-4	391.049	2	391.049	3	391.049	-2	391.049	-4	
391.507	2	391.507	-3	391.507	-1	391.507	4	391.507	-5	391.507	-3	391.507	-1	391.507	-1	391.507	0	391.507	-2	391.507	-1	391.507	-3	391.507	-1	391.507	-2	
391.965	0	391.965	0	391.965	-1	391.965	2	391.965	1	391.965	-4	391.965	0	391.965	-3	391.965	1	391.965	-1	391.965	2	391.965	2	391.965	3	391.965	1	
392.424	0	392.424	-1	392.424	-1	392.424	-5	392.424	-1	392.424	-2	392.424	-1	392.424	-4	392.424	0	392.424	-4	392.424	-6	392.424	-3	392.424	2	392.424	-7	
392.882	3	392.882	1	392.882	1	392.882	3	392.882	4	392.882	-2	392.882	2	392.882	3	392.882	0	392.882	1	392.882	3	392.882	1	392.882	2	392.882	2	
393.341	0	393.341	-2	393.341	-2	393.341	-3	393.341	-2	393.341	-6	393.341	-9	393.341	-6	393.341	1	393.341	-6	393.341	3	393.341	-2	393.341	-1	393.341	-5	
393.8	-5	393.8	-1	393.8	-3	393.8	-3	393.8	-1	393.8	-1	393.8	-1	393.8	-1	393.8	-1	393.8	-4	393.8	3	393.8	-2	393.8	2	393.8	-2	
394.259	-2	394.259	-3	394.259	1	394.259	-2	394.259	-1	394.259	-1	394.259	2	394.259	2	394.259	1	394.259	-1	394.259	-1	394.259	0	394.259	-2	394.259	-1	
394.718	1	394.718	2	394.718	3	394.718	-4	394.718	3	394.718	0	394.718	0	394.718	3	394.718	-5	394.718	3	394.718	5	394.718	0	394.718	0	394.718	-2	
395.176	3	395.176	-2	395.176	-2	395.176	0	395.176	-1	395.176	1	395.176	0	395.176	-1	395.176	1	395.176	0	395.176	2	395.176	1	395.176	2	395.176	-1	
395.635	-4	395.635	3	395.635	-4	395.635	0	395.635	1	395.635	3	395.635	-1	395.635	2	395.635	0	395.635	-3	395.635	-2	395.635	-1	395.635	2	395.635	1	
396.095	-3	396.095	1	396.095	3	396.095	0	396.095	3	396.095	2	396.095	6	396.095	3	396.095	2	396.095	4	396.095	3	396.095	4	396.095	5	396.095	5	
396.554	1	396.554	2	396.554	1	396.554	0	396.554	4	396.554	-3	396.554	-3	396.554	2	396.554	2	396.554	-1	396.554	2	396.554	1	396.554	0	396.554	3	
397.013	-6	397.013	-4	397.013	-5	397.013	-3	397.013	-6	397.013	-4	397.013	-8	397.013	-3	397.013	-5	397.013	-7	397.013	-5	397.013	-3	397.013	-6	397.013	-9	
397.472	-2	397.472	-1	397.472	0	397.472	5	397.472	1	397.472	-1	397.472	3	397.472	1	397.472	2	397.472	-1	397.472	-2	397.472	0	397.472	2	397.472	-3	
397.932	-2	397.932	-5	397.932	-3	397.932	-7	397.932	-4	397.932	-3	397.932	-1	397.932	-2	397.932	-3	397.932	-6	397.932	-5	397.932	-9	397.932	-3	397.932	-2	
398.391	0	398.391	-2	398.391	1	398.391	-3	398.391	-2	398.391	-1	398.391	2	398.391	-2	398.391	1	398.391	-2	398.391	4	398.391	2	398.391	-1	398.391	0	
398.851	1	398.851	1	398.851	1	398.851	-3	398.851	-2	398.851	-2	398.851	-4	398.851	-2	398.851	-2	398.851	-3	398.851	-1	398.851	1	398.851	-2	398.851	-5	
399.31	0	399.31	-1	399.31	1	399.31	-1	399.31	1	399.31	2	399.31	-3	399.31	-5	399.31	-3	399.31	0	399.31	-3	399.31	-2	399.31	-3	399.31	-4	
399.77	-6	399.77	-7	399.77	-8	399.77	-6	399.77	-6	399.77	-9	399.77	-7	399.77	-9	399.77	-4	399.77	-7	399.77	-6	399.77	-8	399.77	-7	399.77	-6	
400.23	3	400.23	0	400.23	-1	400.23	1	400.23	2	400.23	-7	400.23	0	400.23	1	400.23	0	400.23	-1	400.23	5	400.23	-2	400.23	-5	400.23	1	
400.689	5	400.689	1	400.689	1	400.689	-3	400.689	-4	400.689	1	400.689	-2	400.689	-1	400.689	1	400.689	-1	400.689	3	400.689	-1	400.689	-2	400.689	-2	
401.149	1	401.149	0	401.149	2	401.149	2	401.149	1	401.149	4	401.149	2	401.149	0	401.149	3	401.149	3	401.149	1	401.149	1	401.149	2	401.149	2	
401.609	-2	401.609	-1	401.609	-1	401.609	-3	401.609	1	401.609	-2	401.609	-1	401.609	-4	401.609	-2	401.609	0	401.609	-2	401.609	-2	401.609	-1	401.609	2	
402.069	6	402.069	3	402.069	2	402.069	0	402.069	4	402.069	2	402.069	2	402.069	5	402.069	0	402.069	-1	402.069	9	402.069	0	402.069	3	402.069	2	
402.529	5	402.529	5	402.529	2	402.529	0	402.529	1	402.529	3	402.529	2	402.529	3	402.529	5	402.529	-1	402.529	8	402.529	1	402.529	0	402.529	2	
402.989	0	402.989	-2	402.989	-2	402.989	3	402.989	-1	402.989	1	402.989	-1	402.989	-1	402.989	0	402.989	-3	402.989	0	402.989	0	402.989	-1	402.989	-4	
403.45	-8	403.45	-8	403.45	-5	403.45	-5	403.45	-6	403.45	-7	403.45	-7	403.45	-7	403.45	-5	403.45	-4	403.45	-5	403.45	-6	403.45	-5	403.45	-7	
403.91	3	403.91	5	403.91	2	403.91	1	403.91	2	403.91	3	403.91	3	403.91	4	403.91	1	403.91	2	403.91	3	403.91	3	403.91	2	403.91	-1	
404.37	-3	404.37	1	404.37	-7	404.37	-5	404.37	-2	404.37	-5	404.37	-3	404.37	-2	404.37	-5	404.37	-4	404.37	-1	404.37	-2	404.37	0	404.37	-2	
