S17176_1:101		Capture_1:201		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		Capture_6:206		Capture_7:207		Capture_8:208		Capture_9:209		Capture_10:210		Capture_11:211		Capture_12:212		Capture_13:213		Capture_14:214		
467.604	-2	467.604	-2	467.604	-2	467.604	0	467.604	-2	467.604	-2	467.604	-3	467.604	-2	467.604	0	467.604	-1	467.604	-6	467.604	-3	467.604	-2	467.604	-2	467.604	-6	
468.073	0	468.073	5	468.073	1	468.073	6	468.073	0	468.073	2	468.073	6	468.073	7	468.073	-1	468.073	-2	468.073	3	468.073	-2	468.073	1	468.073	-1	468.073	2	
468.542	-4	468.542	-3	468.542	-2	468.542	-2	468.542	1	468.542	-4	468.542	-5	468.542	-1	468.542	-2	468.542	1	468.542	-1	468.542	-5	468.542	-1	468.542	-2	468.542	-2	
469.012	0	469.012	0	469.012	0	469.012	0	469.012	-1	469.012	0	469.012	6	469.012	4	469.012	2	469.012	5	469.012	4	469.012	3	469.012	0	469.012	1	469.012	-2	
469.481	2	469.481	2	469.481	3	469.481	2	469.481	1	469.481	3	469.481	1	469.481	0	469.481	1	469.481	2	469.481	0	469.481	3	469.481	0	469.481	1	469.481	1	
469.95	6	469.95	5	469.95	7	469.95	4	469.95	2	469.95	0	469.95	4	469.95	3	469.95	1	469.95	4	469.95	-1	469.95	5	469.95	1	469.95	5	469.95	1	
470.42	0	470.42	-1	470.42	0	470.42	-3	470.42	-1	470.42	-2	470.42	-7	470.42	-3	470.42	-3	470.42	-4	470.42	0	470.42	-1	470.42	-1	470.42	-5	470.42	0	
470.89	-1	470.89	4	470.89	-2	470.89	-2	470.89	-3	470.89	-4	470.89	1	470.89	-1	470.89	-1	470.89	1	470.89	-2	470.89	2	470.89	-2	470.89	3	470.89	-3	
471.359	-2	471.359	1	471.359	-1	471.359	-3	471.359	-5	471.359	-2	471.359	-4	471.359	0	471.359	-6	471.359	-3	471.359	-2	471.359	-2	471.359	-1	471.359	-4	471.359	-3	
471.829	-1	471.829	-4	471.829	-1	471.829	1	471.829	1	471.829	-3	471.829	1	471.829	0	471.829	-2	471.829	-1	471.829	-2	471.829	0	471.829	2	471.829	-2	471.829	-1	
472.299	3	472.299	2	472.299	3	472.299	8	472.299	3	472.299	3	472.299	4	472.299	2	472.299	1	472.299	3	472.299	4	472.299	5	472.299	0	472.299	0	472.299	2	
472.769	0	472.769	-1	472.769	0	472.769	-3	472.769	0	472.769	1	472.769	4	472.769	1	472.769	6	472.769	1	472.769	4	472.769	1	472.769	2	472.769	6	472.769	0	
473.239	3	473.239	10	473.239	3	473.239	2	473.239	0	473.239	2	473.239	0	473.239	2	473.239	2	473.239	-2	473.239	3	473.239	1	473.239	4	473.239	0	473.239	4	
473.709	4	473.709	7	473.709	4	473.709	5	473.709	7	473.709	2	473.709	8	473.709	2	473.709	3	473.709	3	473.709	1	473.709	2	473.709	2	473.709	5	473.709	5	
474.179	2	474.179	2	474.179	4	474.179	4	474.179	3	474.179	2	474.179	0	474.179	2	474.179	1	474.179	1	474.179	1	474.179	-3	474.179	-2	474.179	0	474.179	1	
474.649	-1	474.649	-1	474.649	-1	474.649	-3	474.649	-2	474.649	-1	474.649	-2	474.649	-1	474.649	1	474.649	1	474.649	-3	474.649	-1	474.649	-2	474.649	-1	474.649	2	
475.119	0	475.119	1	475.119	0	475.119	-2	475.119	-2	475.119	-3	475.119	-1	475.119	-2	475.119	0	475.119	-2	475.119	-2	475.119	-1	475.119	0	475.119	-2	475.119	0	
475.589	-2	475.589	-2	475.589	-3	475.589	3	475.589	3	475.589	2	475.589	0	475.589	-2	475.589	-4	475.589	-2	475.589	0	475.589	5	475.589	-3	475.589	1	475.589	-11	
476.059	-5	476.059	-2	476.059	-5	476.059	0	476.059	-3	476.059	-7	476.059	0	476.059	-3	476.059	-1	476.059	-1	476.059	-4	476.059	-3	476.059	-3	476.059	-3	476.059	-3	
476.529	5	476.529	-2	476.529	1	476.529	2	476.529	4	476.529	2	476.529	2	476.529	1	476.529	4	476.529	3	476.529	1	476.529	5	476.529	6	476.529	4	476.529	1	
477	-1	477	3	477	3	477	2	477	3	477	3	477	3	477	7	477	2	477	1	477	3	477	3	477	3	477	1	477	3	
477.47	1	477.47	-1	477.47	3	477.47	3	477.47	-3	477.47	-3	477.47	0	477.47	-2	477.47	0	477.47	-3	477.47	-2	477.47	1	477.47	-2	477.47	-2	477.47	-3	
477.941	-1	477.941	3	477.941	5	477.941	2	477.941	4	477.941	4	477.941	8	477.941	2	477.941	2	477.941	4	477.941	5	477.941	8	477.941	7	477.941	5	477.941	5	
478.411	-2	478.411	0	478.411	-6	478.411	-2	478.411	2	478.411	-1	478.411	-3	478.411	0	478.411	-1	478.411	0	478.411	-3	478.411	3	478.411	1	478.411	0	478.411	-1	
478.882	-10	478.882	-11	478.882	-14	478.882	-14	478.882	-10	478.882	-6	478.882	-14	478.882	-7	478.882	-9	478.882	-9	478.882	-11	478.882	-10	478.882	-11	478.882	-12	478.882	-10	
479.353	2	479.353	1	479.353	2	479.353	2	479.353	1	479.353	-1	479.353	0	479.353	1	479.353	-4	479.353	-3	479.353	1	479.353	1	479.353	3	479.353	2	479.353	2	
479.823	4	479.823	3	479.823	4	479.823	4	479.823	4	479.823	1	479.823	5	479.823	5	479.823	2	479.823	5	479.823	6	479.823	6	479.823	7	479.823	5	479.823	2	
480.294	-1	480.294	-4	480.294	-2	480.294	-3	480.294	-1	480.294	-1	480.294	-3	480.294	-5	480.294	-3	480.294	0	480.294	-4	480.294	-2	480.294	-4	480.294	-6	480.294	-7	
480.765	0	480.765	0	480.765	-1	480.765	-1	480.765	-2	480.765	0	480.765	-2	480.765	-1	480.765	1	480.765	-2	480.765	-2	480.765	0	480.765	1	480.765	-1	480.765	-1	
481.236	-1	481.236	0	481.236	-2	481.236	-5	481.236	-2	481.236	0	481.236	-1	481.236	2	481.236	-3	481.236	-6	481.236	-4	481.236	0	481.236	1	481.236	-1	481.236	0	
481.707	-3	481.707	-1	481.707	-2	481.707	5	481.707	-1	481.707	-8	481.707	-3	481.707	-6	481.707	-1	481.707	-2	481.707	-2	481.707	-2	481.707	-1	481.707	0	481.707	-4	
482.178	-2	482.178	2	482.178	-2	482.178	-3	482.178	-2	482.178	-4	482.178	-3	482.178	-4	482.178	2	482.178	2	482.178	-1	482.178	0	482.178	-3	482.178	-1	482.178	1	
482.649	-2	482.649	5	482.649	-3	482.649	1	482.649	1	482.649	0	482.649	2	482.649	3	482.649	1	482.649	3	482.649	-3	482.649	2	482.649	3	482.649	-2	482.649	0	
483.12	-1	483.12	1	483.12	-2	483.12	0	483.12	1	483.12	-1	483.12	3	483.12	1	483.12	2	483.12	-1	483.12	3	483.12	-2	483.12	2	483.12	2	483.12	-1	
483.591	-1	483.591	3	483.591	3	483.591	4	483.591	3	483.591	3	483.591	7	483.591	-1	483.591	4	483.591	3	483.591	3	483.591	1	483.591	2	483.591	1	483.591	4	
484.062	3	484.062	0	484.062	5	484.062	-2	484.062	0	484.062	3	484.062	-1	484.062	2	484.062	2	484.062	0	484.062	8	484.062	0	484.062	3	484.062	4	484.062	0	
484.533	0	484.533	2	484.533	1	484.533	3	484.533	0	484.533	3	484.533	-1	484.533	6	484.533	1	484.533	-4	484.533	1	484.533	2	484.533	4	484.533	4	484.533	-1	
485.005	-2	485.005	0	485.005	-2	485.005	-0.5	485.005	-2.5	485.005	0	485.005	-2.5	485.005	1	485.005	-2	485.005	-4	485.005	0	485.005	-0.5	485.005	0	485.005	-0.5	485.005	-3	
485.476	-4	485.476	-2	485.476	-5	485.476	-4	485.476	-5	485.476	-3	485.476	-4	485.476	-4	485.476	-5	485.476	-4	485.476	-1	485.476	-3	485.476	-4	485.476	-5	485.476	-5	
485.948	3	485.948	2	485.948	5	485.948	6	485.948	-1	485.948	3	485.948	3	485.948	2	485.948	9	485.948	3	485.948	4	485.948	2	485.948	9	485.948	1	485.948	2	
486.419	1	486.419	1	486.419	1	486.419	0	486.419	1	486.419	0	486.419	0	486.419	2	486.419	0	486.419	-1	486.419	2	486.419	2	486.419	0	486.419	-1	486.419	0	
486.891	2	486.891	1	486.891	4	486.891	4	486.891	-4	486.891	-1	486.891	-3	486.891	-1	486.891	0	486.891	2	486.891	1	486.891	2	486.891	4	486.891	1	486.891	4	
487.362	1	487.362	0	487.362	-2	487.362	-1	487.362	-2	487.362	-1	487.362	2	487.362	0	487.362	2	487.362	-3	487.362	-1	487.362	-2	487.362	-4	487.362	-3	487.362	-3	
487.834	-2	487.834	3	487.834	1	487.834	1	487.834	0	487.834	0	487.834	3	487.834	0	487.834	2	487.834	0	487.834	1	487.834	0	487.834	-2	487.834	0	487.834	0	
488.306	2	488.306	2	488.306	3	488.306	5	488.306	0	488.306	9	488.306	-4	488.306	3	488.306	1	488.306	-1	488.306	-2	488.306	0	488.306	1	488.306	-3	488.306	1	
488.777	0	488.777	4	488.777	1	488.777	2	488.777	5	488.777	2	488.777	2	488.777	2	488.777	4	488.777	3	488.777	3	488.777	4	488.777	2	488.777	4	488.777	-1	
489.249	-1	489.249	-1	489.249	1	489.249	6	489.249	0	489.249	3	489.249	4	489.249	-2	489.249	0	489.249	2	489.249	3	489.249	-2	489.249	0	489.249	-3	489.249	-1	
489.721	-1	489.721	-1	489.721	-5	489.721	-1	489.721	5	489.721	-2	489.721	0	489.721	2	489.721	1	489.721	1	489.721	7	489.721	-2	489.721	2	489.721	-3	489.721	-2	
490.193	0	490.193	5	490.193	2	490.193	3	490.193	3	490.193	4	490.193	3	490.193	2	490.193	2	490.193	-2	490.193	3	490.193	4	490.193	3	490.193	-2	490.193	4	
490.665	1	490.665	-1	490.665	-2	490.665	1	490.665	0	490.665	-3	490.665	2	490.665	0	490.665	0	490.665	0	490.665	-2	490.665	-3	490.665	1	490.665	1	490.665	0	
491.137	2	491.137	0	491.137	4	491.137	2	491.137	4	491.137	2	491.137	2	491.137	6	491.137	1	491.137	2	491.137	-1	491.137	1	491.137	2	491.137	1	491.137	2	
491.609	-1	491.609	6	491.609	4	491.609	3	491.609	3	491.609	-1	491.609	1	491.609	6	491.609	-1	491.609	-1	491.609	4	491.609	3	491.609	2	491.609	1	491.609	2	
492.081	-3	492.081	-1	492.081	1	492.081	-5	492.081	-1	492.081	-2	492.081	-5	492.081	-4	492.081	2	492.081	-3	492.081	-3	492.081	-10	492.081	-1	492.081	-4	492.081	-4	
492.554	0	492.554	0	492.554	0	492.554	-1	492.554	5	492.554	-4	492.554	2	492.554	0	492.554	0	492.554	3	492.554	-1	492.554	1	492.554	0	492.554	-3	492.554	-2	
493.026	-1	493.026	-2	493.026	-3	493.026	-1	493.026	-1	493.026	-3	493.026	2	493.026	-1	493.026	0	493.026	-1	493.026	-4	493.026	-2	493.026	-4	493.026	2	493.026	-1	
493.498	2	493.498	3	493.498	1	493.498	3	493.498	3	493.498	0	493.498	6	493.498	6	493.498	5	493.498	1	493.498	3	493.498	3	493.498	7	493.498	2	493.498	8	
493.971	-1	493.971	2	493.971	0	493.971	2	493.971	2	493.971	1	493.971	-1	493.971	-2	493.971	0	493.971	3	493.971	0	493.971	2	493.971	1	493.971	1	493.971	2	
494.443	-4	494.443	-2	494.443	-3	494.443	-3	494.443	-1	494.443	-5	494.443	-4	494.443	-3	494.443	2	494.443	-3	494.443	-1	494.443	1	494.443	-4	494.443	2	494.443	-5	
494.915	-3	494.915	-8	494.915	-1	494.915	0	494.915	1	494.915	-2	494.915	-1	494.915	0	494.915	-3	494.915	-1	494.915	-1	494.915	-1	494.915	-4	494.915	-1	494.915	-2	
495.388	-2	495.388	3	495.388	3	495.388	0	495.388	0	495.388	-5	495.388	-1	495.388	2	495.388	4	495.388	1	495.388	1	495.388	1	495.388	-2	495.388	2	495.388	1	
495.861	2	495.861	3	495.861	-1	495.861	-3	495.861	1	495.861	-1	495.861	-3	495.861	1	495.861	1	495.861	-1	495.861	2	495.861	-1	495.861	-3	495.861	0	495.861	1	
496.333	1.5	496.333	1.5	496.333	-0.5	496.333	-1	496.333	0	496.333	-0.5	496.333	-1.5	496.333	0.5	496.333	0.5	496.333	2	496.333	1.5	496.333	-1	496.333	-3	496.333	0.5	496.333	-1	
496.806	1	496.806	0	496.806	0	496.806	1	496.806	-1	496.806	0	496.806	0	496.806	0	496.806	0	496.806	5	496.806	1	496.806	-1	496.806	-3	496.806	1	496.806	-3	
497.279	2	497.279	-1	497.279	-2	497.279	1	497.279	-1	497.279	-2	497.279	1	497.279	4	497.279	3	497.279	0	497.279	3	497.279	2	497.279	1	497.279	2	497.279	3	
497.752	-2	497.752	-2	497.752	1	497.752	-1	497.752	1	497.752	1	497.752	3	497.752	-3	497.752	5	497.752	3	497.752	2	497.752	1	497.752	1	497.752	-3	497.752	5	
498.224	3	498.224	6	498.224	7	498.224	3	498.224	3	498.224	2	498.224	3	498.224	3	498.224	4	498.224	6	498.224	3	498.224	-1	498.224	5	498.224	-2	498.224	-1	
498.697	2	498.697	5	498.697	2	498.697	3	498.697	6	498.697	5	498.697	7	498.697	7	498.697	4	498.697	1	498.697	4	498.697	3	498.697	5	498.697	5	498.697	3	
499.17	2	499.17	4	499.17	2	499.17	0	499.17	-1	499.17	-2	499.17	6	499.17	4	499.17	4	499.17	-1	499.17	0	499.17	1	499.17	1	499.17	1	499.17	-2	
499.643	5	499.643	6	499.643	2	499.643	-1	499.643	0	499.643	-4	499.643	-1	499.643	0	499.643	3	499.643	2	499.643	3	499.643	4	499.643	0	499.643	3	499.643	2	
500.116	-2	500.116	1	500.116	0	500.116	-2	500.116	-4	500.116	-1	500.116	2	500.116	-3	500.116	-1	500.116	-1	500.116	-3	500.116	-1	500.116	-1	500.116	-3	500.116	-1	
500.59	-8	500.59	-6	500.59	-4	500.59	-8	500.59	-6	500.59	-4	500.59	-3	500.59	-4	500.59	-3	500.59	-5	500.59	-4	500.59	-4	500.59	-7	500.59	-7	500.59	-8	
501.063	0	501.063	4	501.063	1	501.063	-4	501.063	-4	501.063	0	501.063	1	501.063	3	501.063	-1	501.063	0	501.063	-2	501.063	-1	501.063	0	501.063	2	501.063	-1	
501.536	0	501.536	4	501.536	-2	501.536	0	501.536	-3	501.536	3	501.536	-2	501.536	-1	501.536	-2	501.536	0	501.536	2	501.536	1	501.536	-2	501.536	1	501.536	1	
502.009	0	502.009	0	502.009	0	502.009	0	502.009	4	502.009	1	502.009	8	502.009	-1	502.009	4	502.009	3	502.009	0	502.009	2	502.009	-2	502.009	1	502.009	2	
502.483	-5	502.483	-3	502.483	0	502.483	1	502.483	-5	502.483	-2	502.483	0	502.483	-1	502.483	0	502.483	-4	502.483	-2	502.483	-5	502.483	-4	502.483	-4	502.483	-2	
502.956	-4	502.956	1	502.956	1	502.956	-2	502.956	3	502.956	-2	502.956	1	502.956	1	502.956	-2	502.956	0	502.956	3	502.956	1	502.956	2	502.956	0	502.956	3	
503.429	-1	503.429	5	503.429	3	503.429	1	503.429	0	503.429	1	503.429	-1	503.429	-1	503.429	4	503.429	1	503.429	-1	503.429	3	503.429	-4	503.429	2	503.429	1	
503.903	1	503.903	-2	503.903	1	503.903	7	503.903	1	503.903	0	503.903	3	503.903	-3	503.903	0	503.903	-6	503.903	-2	503.903	2	503.903	-2	503.903	-2	503.903	1	
504.376	1	504.376	-1	504.376	-3	504.376	-1	504.376	-2	504.376	2	504.376	5	504.376	-3	504.376	1	504.376	0	504.376	3	504.376	5	504.376	0	504.376	1	504.376	0	
504.85	1	504.85	-4	504.85	-3	504.85	-4	504.85	-3	504.85	-5	504.85	0	504.85	0	504.85	1	504.85	0	504.85	-4	504.85	-5	504.85	0	504.85	2	504.85	-1	
505.324	3	505.324	4	505.324	5	505.324	3	505.324	-1	505.324	4	505.324	4	505.324	2	505.324	4	505.324	4	505.324	6	505.324	7	505.324	4	505.324	4	505.324	4	
505.797	0	505.797	-5	505.797	-3	505.797	-2	505.797	-5	505.797	-4	505.797	1	505.797	-3	505.797	-5	505.797	-2	505.797	-6	505.797	-5	505.797	3	505.797	-3	505.797	-5	
506.271	1	506.271	6	506.271	3	506.271	7	506.271	4	506.271	1	506.271	6	506.271	5	506.271	-1	506.271	3	506.271	3	506.271	1	506.271	2	506.271	0	506.271	7	
506.745	-3	506.745	0	506.745	-1	506.745	-5	506.745	-6	506.745	-3	506.745	-4	506.745	-2	506.745	0	506.745	-3	506.745	-5	506.745	-3	506.745	-5	506.745	-4	506.745	-5	
507.219	-1	507.219	-1	507.219	0	507.219	-2	507.219	1	507.219	0	507.219	-2	507.219	-3	507.219	-5	507.219	0	507.219	-3	507.219	-2	507.219	-5	507.219	-3	507.219	-3	
507.693	-6	507.693	-3	507.693	-6	507.693	-1	507.693	-7	507.693	-9	507.693	-4	507.693	-7	507.693	-4	507.693	-4	507.693	-4	507.693	-5	507.693	-6	507.693	-2	507.693	-3	
508.167	-4	508.167	-4	508.167	-1	508.167	-3	508.167	-5	508.167	-4	508.167	4	508.167	-2	508.167	-2	508.167	0	508.167	2	508.167	-2	508.167	-5	508.167	-6	508.167	-3	
508.641	-1	508.641	4	508.641	0	508.641	2	508.641	3	508.641	-2	508.641	3	508.641	1	508.641	-3	508.641	4	508.641	-2	508.641	2	508.641	0	508.641	3	508.641	0	
509.115	3	509.115	6	509.115	3	509.115	1	509.115	4	509.115	-1	509.115	-1	509.115	4	509.115	1	509.115	1	509.115	2	509.115	4	509.115	3	509.115	4	509.115	5	
509.589	3	509.589	2	509.589	2	509.589	6	509.589	1	509.589	3	509.589	5	509.589	2	509.589	4	509.589	4	509.589	0	509.589	0	509.589	1	509.589	3	509.589	1	
510.063	3	510.063	3	510.063	-2	510.063	5	510.063	4	510.063	3	510.063	3	510.063	5	510.063	2	510.063	3	510.063	2	510.063	3	510.063	0	510.063	3	510.063	0	
510.537	1	510.537	1	510.537	2	510.537	4	510.537	4	510.537	2	510.537	4	510.537	3	510.537	4	510.537	1	510.537	2	510.537	0	510.537	2	510.537	5	510.537	-1	
511.012	-1	511.012	-1	511.012	3	511.012	-1	511.012	2	511.012	1	511.012	3	511.012	3	511.012	1	511.012	4	511.012	2	511.012	0	511.012	2	511.012	6	511.012	5	
511.486	0	511.486	8	511.486	6	511.486	5	511.486	2	511.486	4	511.486	5	511.486	2	511.486	6	511.486	3	511.486	3	511.486	6	511.486	2	511.486	4	511.486	1	
511.96	-7	511.96	-4	511.96	-5	511.96	-6	511.96	-4	511.96	-2	511.96	0	511.96	-6	511.96	-3	511.96	-7	511.96	-5	511.96	-3	511.96	-5	511.96	-3	511.96	-5	
512.435	1	512.435	5	512.435	-1	512.435	2	512.435	4	512.435	-1	512.435	1	512.435	4	512.435	-1	512.435	1	512.435	-2	512.435	4	512.435	0	512.435	1	512.435	1	
512.909	-1	512.909	0	512.909	-4	512.909	3	512.909	-1	512.909	-7	512.909	-2	512.909	-1	512.909	-4	512.909	0	512.909	0	512.909	-3	512.909	-2	512.909	-3	512.909	-4	
513.384	-4	513.384	-4	513.384	-3	513.384	-5	513.384	-1	513.384	-5	513.384	-6	513.384	-3	513.384	-5	513.384	-6	513.384	-6	513.384	-2	513.384	-2	513.384	-7	513.384	-4	
513.858	-2	513.858	-1	513.858	1	513.858	0	513.858	3	513.858	3	513.858	5	513.858	3	513.858	1	513.858	2	513.858	4	513.858	5	513.858	6	513.858	0	513.858	-2	
514.333	2	514.333	0	514.333	1	514.333	-1	514.333	1	514.333	2	514.333	0	514.333	1	514.333	1	514.333	0	514.333	2	514.333	2	514.333	-2	514.333	-1	514.333	2	
514.808	-4	514.808	-2	514.808	-4	514.808	-2	514.808	-4	514.808	-6	514.808	-5	514.808	-5	514.808	-6	514.808	-1	514.808	-3	514.808	-5	514.808	-6	514.808	2	514.808	-3	
515.283	2	515.283	0	515.283	-1	515.283	0	515.283	0	515.283	-1	515.283	2	515.283	-2	515.283	1	515.283	1	515.283	1	515.283	-2	515.283	2	515.283	0	515.283	3	
515.757	-4	515.757	2	515.757	0	515.757	1	515.757	-5	515.757	2	515.757	0	515.757	1	515.757	5	515.757	1	515.757	0	515.757	5	515.757	-1	515.757	-4	515.757	-1	
516.232	-3	516.232	0	516.232	-5	516.232	-2	516.232	0	516.232	-2	516.232	-4	516.232	0	516.232	-3	516.232	0	516.232	-3	516.232	1	516.232	-4	516.232	-1	516.232	0	
516.707	3	516.707	3	516.707	6	516.707	2	516.707	3	516.707	2	516.707	3	516.707	3	516.707	0	516.707	1	516.707	0	516.707	3	516.707	0	516.707	3	516.707	5	
517.182	-6	517.182	-5	517.182	-2	517.182	-7	517.182	-7	517.182	-6	517.182	-6	517.182	-4	517.182	-5	517.182	-3	517.182	-4	517.182	-1	517.182	-3	517.182	-5	517.182	-6	
517.657	3	517.657	2	517.657	3	517.657	4	517.657	0	517.657	7	517.657	6	517.657	0	517.657	6	517.657	6	517.657	2	517.657	4	517.657	2	517.657	0	517.657	1	
518.132	0	518.132	5	518.132	0	518.132	2	518.132	5	518.132	2	518.132	5	518.132	1	518.132	-1	518.132	0	518.132	0	518.132	5	518.132	-2	518.132	-1	518.132	0	
518.607	3	518.607	0	518.607	0	518.607	0	518.607	1	518.607	-2	518.607	-1	518.607	2	518.607	-1	518.607	0	518.607	2	518.607	0	518.607	-4	518.607	2	518.607	-1	
519.082	-3	519.082	-2	519.082	0	519.082	2	519.082	-9	519.082	-3	519.082	-1	519.082	2	519.082	0	519.082	-1	519.082	-4	519.082	1	519.082	-6	519.082	0	519.082	-1	
519.557	-1	519.557	3	519.557	-2	519.557	0	519.557	-1	519.557	3	519.557	3	519.557	-1	519.557	0	519.557	3	519.557	1	519.557	-2	519.557	0	519.557	-1	519.557	5	
520.033	2	520.033	1	520.033	-1	520.033	3	520.033	3	520.033	0	520.033	3	520.033	3	520.033	4	520.033	2	520.033	4	520.033	0	520.033	2	520.033	1	520.033	3	
520.508	3	520.508	6	520.508	2	520.508	7	520.508	4	520.508	1	520.508	0	520.508	5	520.508	4	520.508	3	520.508	4	520.508	2	520.508	3	520.508	6	520.508	4	
520.983	0	520.983	-1	520.983	1	520.983	0	520.983	-2	520.983	1	520.983	1	520.983	0	520.983	1	520.983	3	520.983	-1	520.983	-2	520.983	1	520.983	0	520.983	1	
521.459	-2	521.459	5	521.459	1	521.459	3	521.459	2	521.459	4	521.459	6	521.459	1	521.459	2	521.459	7	521.459	6	521.459	2	521.459	0	521.459	1	521.459	2	
521.934	3	521.934	5	521.934	0	521.934	0	521.934	0	521.934	-1	521.934	6	521.934	5	521.934	0	521.934	5	521.934	-1	521.934	0	521.934	3	521.934	0	521.934	-1	
522.41	-5	522.41	-4	522.41	-3	522.41	-5	522.41	-3	522.41	-5	522.41	-1	522.41	2	522.41	-4	522.41	-1	522.41	-2	522.41	-2	522.41	-5	522.41	-1	522.41	-3	
522.885	-4	522.885	1	522.885	4	522.885	2	522.885	-1	522.885	3	522.885	1	522.885	4	522.885	2	522.885	1	522.885	4	522.885	1	522.885	3	522.885	1	522.885	4	
523.361	-1	523.361	3	523.361	-1	523.361	0	523.361	2	523.361	0	523.361	1	523.361	-2	523.361	4	523.361	4	523.361	2	523.361	1	523.361	0	523.361	2	523.361	3	
523.836	0	523.836	-3	523.836	-4	523.836	-6	523.836	3	523.836	-1	523.836	-2	523.836	-1	523.836	0	523.836	0	523.836	1	523.836	-4	523.836	0	523.836	0	523.836	0	
524.312	-3	524.312	-3	524.312	2	524.312	-2	524.312	-1	524.312	-1	524.312	-2	524.312	4	524.312	1	524.312	-5	524.312	1	524.312	2	524.312	2	524.312	0	524.312	4	
524.788	0	524.788	2	524.788	-2	524.788	4	524.788	0	524.788	-1	524.788	4	524.788	1	524.788	2	524.788	3	524.788	1	524.788	0	524.788	4	524.788	4	524.788	2	
525.264	5	525.264	2	525.264	3	525.264	3	525.264	6	525.264	2	525.264	3	525.264	2	525.264	2	525.264	-1	525.264	5	525.264	-4	525.264	4	525.264	0	525.264	2	
525.739	1	525.739	-1	525.739	-3	525.739	2	525.739	1	525.739	-1	525.739	4	525.739	2	525.739	-2	525.739	-4	525.739	-4	525.739	0	525.739	-4	525.739	-2	525.739	2	
526.215	1	526.215	-2	526.215	2	526.215	0	526.215	0	526.215	1	526.215	0	526.215	-1	526.215	2	526.215	0	526.215	4	526.215	0	526.215	-2	526.215	0	526.215	0	
526.691	-1	526.691	1	526.691	4	526.691	0	526.691	-2	526.691	1	526.691	3	526.691	2	526.691	2	526.691	2	526.691	-1	526.691	5	526.691	4	526.691	4	526.691	-1	
527.167	4	527.167	3	527.167	1	527.167	0	527.167	3	527.167	7	527.167	4	527.167	2	527.167	4	527.167	4	527.167	6	527.167	0	527.167	4	527.167	2	527.167	2	
527.643	-3	527.643	-6	527.643	-5	527.643	0	527.643	-3	527.643	0	527.643	-1	527.643	-1	527.643	-1	527.643	-4	527.643	-3	527.643	-2	527.643	-4	527.643	-2	527.643	-6	
528.119	-2	528.119	-4	528.119	-2	528.119	-1	528.119	0	528.119	-5	528.119	-2	528.119	0	528.119	0	528.119	-1	528.119	-3	528.119	3	528.119	-1	528.119	0	528.119	-3	
528.595	-1	528.595	0	528.595	4	528.595	2	528.595	4	528.595	-1	528.595	-1	528.595	4	528.595	0	528.595	2	528.595	-1	528.595	0	528.595	1	528.595	-1	528.595	2	
529.072	0	529.072	-3	529.072	3	529.072	0	529.072	-3	529.072	2	529.072	3	529.072	0	529.072	0	529.072	3	529.072	0	529.072	1	529.072	-2	529.072	2	529.072	-3	
529.548	2	529.548	3	529.548	-1	529.548	2	529.548	3	529.548	3	529.548	1	529.548	1	529.548	4	529.548	4	529.548	1	529.548	1	529.548	-2	529.548	2	529.548	3	
530.024	3	530.024	0	530.024	4	530.024	3	530.024	2	530.024	1	530.024	0	530.024	3	530.024	-2	530.024	2	530.024	3	530.024	1	530.024	0	530.024	4	530.024	-1	
530.5	2	530.5	6	530.5	4	530.5	4	530.5	-2	530.5	1	530.5	5	530.5	2	530.5	2	530.5	5	530.5	2	530.5	6	530.5	2	530.5	-1	530.5	2	
530.977	-2	530.977	5	530.977	2	530.977	-2	530.977	-1	530.977	5	530.977	4	530.977	1	530.977	3	530.977	7	530.977	0	530.977	4	530.977	4	530.977	-1	530.977	4	
531.453	-3	531.453	1	531.453	-1	531.453	1	531.453	0	531.453	4	531.453	3	531.453	3	531.453	4	531.453	3	531.453	0	531.453	2	531.453	0	531.453	0	531.453	0	
531.93	6	531.93	4	531.93	4	531.93	2	531.93	0	531.93	3	531.93	3	531.93	5	531.93	2	531.93	0	531.93	1	531.93	5	531.93	0	531.93	1	531.93	2	
532.406	0	532.406	-3	532.406	6	532.406	2	532.406	5	532.406	2	532.406	6	532.406	-2	532.406	3	532.406	2	532.406	0	532.406	6	532.406	5	532.406	2	532.406	-2	
532.883	3	532.883	1	532.883	-2	532.883	1	532.883	3	532.883	2	532.883	2	532.883	1	532.883	3	532.883	3	532.883	-1	532.883	-2	532.883	3	532.883	-2	532.883	-1	
533.359	3	533.359	1	533.359	2	533.359	-3	533.359	-1	533.359	0	533.359	6	533.359	3	533.359	-2	533.359	2	533.359	3	533.359	-2	533.359	3	533.359	-1	533.359	2	
533.836	0	533.836	0	533.836	3	533.836	0	533.836	0	533.836	-1	533.836	0	533.836	6	533.836	1	533.836	-2	533.836	1	533.836	-1	533.836	-1	533.836	4	533.836	1	
534.313	2	534.313	1	534.313	0	534.313	0	534.313	2	534.313	0	534.313	2	534.313	1	534.313	3	534.313	4	534.313	2	534.313	3	534.313	0	534.313	7	534.313	-1	
534.789	-5	534.789	-1	534.789	-2	534.789	-5	534.789	2	534.789	-1	534.789	-3	534.789	-1	534.789	0	534.789	0	534.789	0	534.789	0	534.789	-2	534.789	-2	534.789	1	
