S17176_1:101		Capture_1:201		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		Capture_6:206		Capture_7:207		Capture_8:208		Capture_9:209		Capture_10:210		Capture_11:211		Capture_12:212		Capture_13:213		Capture_14:214		
674.684	30	674.684	-4	674.684	-5	674.684	-8	674.684	-3	674.684	2	674.684	4	674.684	12	674.684	14	674.684	18	674.684	24	674.684	27	674.684	29	674.684	34	674.684	31	
675.171	34	675.171	2	675.171	2	675.171	0	675.171	-2	675.171	3	675.171	4	675.171	12	675.171	14	675.171	20	675.171	29	675.171	32	675.171	33	675.171	31	675.171	33	
675.658	36	675.658	4	675.658	0	675.658	3	675.658	0	675.658	3	675.658	9	675.658	11	675.658	16	675.658	23	675.658	26	675.658	28	675.658	31	675.658	29	675.658	33	
676.145	32	676.145	-1	676.145	-2	676.145	3	676.145	-1	676.145	2	676.145	4	676.145	9	676.145	17	676.145	22	676.145	26	676.145	31	676.145	32	676.145	34	676.145	35	
676.632	38	676.632	2	676.632	-2	676.632	-2	676.632	3	676.632	4	676.632	6	676.632	11	676.632	14	676.632	25	676.632	28	676.632	34	676.632	33	676.632	39	676.632	34	
677.118	36	677.118	3	677.118	1	677.118	1	677.118	0	677.118	6	677.118	9	677.118	19	677.118	19	677.118	24	677.118	34	677.118	36	677.118	34	677.118	40	677.118	40	
677.605	37	677.605	-2	677.605	-6	677.605	0	677.605	-3	677.605	2	677.605	7	677.605	11	677.605	17	677.605	21	677.605	28	677.605	33	677.605	38	677.605	38	677.605	35	
678.092	42	678.092	-3	678.092	-1	678.092	3	678.092	4	678.092	5	678.092	12	678.092	14	678.092	21	678.092	30	678.092	36	678.092	40	678.092	43	678.092	41	678.092	47	
678.579	39	678.579	0	678.579	-2	678.579	-7	678.579	1	678.579	4	678.579	4	678.579	13	678.579	17	678.579	24	678.579	31	678.579	39	678.579	42	678.579	47	678.579	44	
679.066	44	679.066	3	679.066	-1	679.066	1	679.066	0	679.066	9	679.066	10	679.066	18	679.066	22	679.066	31	679.066	34	679.066	42	679.066	41	679.066	46	679.066	50	
679.554	48	679.554	-2	679.554	-1	679.554	3	679.554	-4	679.554	1	679.554	10	679.554	10	679.554	20	679.554	26	679.554	37	679.554	39	679.554	43	679.554	46	679.554	45	
680.041	52	680.041	1	680.041	2	680.041	1	680.041	3	680.041	5	680.041	9	680.041	15	680.041	24	680.041	37	680.041	36	680.041	46	680.041	45	680.041	46	680.041	48	
680.528	54	680.528	1	680.528	5	680.528	-1	680.528	-1	680.528	4	680.528	2	680.528	12	680.528	24	680.528	34	680.528	39	680.528	42	680.528	45	680.528	48	680.528	49	
681.015	50	681.015	1	681.015	-3	681.015	-5	681.015	0	681.015	1	681.015	5	681.015	11	681.015	25	681.015	32	681.015	41	681.015	45	681.015	46	681.015	51	681.015	49	
681.502	56	681.502	3	681.502	0	681.502	0	681.502	0	681.502	5	681.502	9	681.502	18	681.502	26	681.502	37	681.502	44	681.502	49	681.502	53	681.502	50	681.502	53	
681.989	49	681.989	0	681.989	1	681.989	-1	681.989	2	681.989	9	681.989	11	681.989	13	681.989	26	681.989	32	681.989	42	681.989	51	681.989	52	681.989	55	681.989	54	
682.476	61	682.476	1	682.476	6	682.476	2	682.476	1	682.476	7	682.476	11	682.476	21	682.476	30	682.476	37	682.476	48	682.476	51	682.476	55	682.476	57	682.476	63	
682.963	62	682.963	5	682.963	1	682.963	4	682.963	3	682.963	7	682.963	12	682.963	18	682.963	30	682.963	40	682.963	51	682.963	55	682.963	58	682.963	63	682.963	63	
683.451	61	683.451	-1	683.451	1	683.451	-2	683.451	2	683.451	2	683.451	10	683.451	18	683.451	30	683.451	39	683.451	50	683.451	56	683.451	62	683.451	65	683.451	62	
683.938	72	683.938	0	683.938	4	683.938	-3	683.938	6	683.938	7	683.938	16	683.938	20	683.938	31	683.938	45	683.938	50	683.938	61	683.938	68	683.938	64	683.938	70	
684.425	68	684.425	-1	684.425	-7	684.425	1	684.425	3	684.425	4	684.425	9	684.425	24	684.425	32	684.425	41	684.425	53	684.425	59	684.425	63	684.425	66	684.425	68	
684.912	73	684.912	-3	684.912	0	684.912	-3	684.912	1	684.912	6	684.912	8	684.912	19	684.912	31	684.912	43	684.912	56	684.912	62	684.912	69	684.912	67	684.912	73	
685.4	72	685.4	6	685.4	4	685.4	4	685.4	6	685.4	13	685.4	14	685.4	25	685.4	35	685.4	47	685.4	59	685.4	69	685.4	72	685.4	76	685.4	74	
685.887	77	685.887	-1	685.887	-3	685.887	-1	685.887	1	685.887	4	685.887	10	685.887	23	685.887	38	685.887	46	685.887	59	685.887	63	685.887	70	685.887	74	685.887	70	
686.374	81	686.374	2	686.374	-7	686.374	2	686.374	6	686.374	4	686.374	11	686.374	27	686.374	39	686.374	48	686.374	64	686.374	69	686.374	76	686.374	76	686.374	79	
686.862	81	686.862	-3	686.862	-3	686.862	-1	686.862	0	686.862	6	686.862	9	686.862	28	686.862	35	686.862	48	686.862	66	686.862	71	686.862	76	686.862	79	686.862	78	
687.349	83	687.349	2	687.349	0	687.349	2	687.349	3	687.349	9	687.349	12	687.349	22	687.349	39	687.349	51	687.349	69	687.349	74	687.349	80	687.349	83	687.349	85	
687.837	88	687.837	-1	687.837	3	687.837	-1	687.837	3	687.837	4	687.837	17	687.837	25	687.837	43	687.837	52	687.837	68	687.837	72	687.837	80	687.837	89	687.837	84	
688.324	84	688.324	-3	688.324	-3	688.324	-2	688.324	-1	688.324	8	688.324	8	688.324	28	688.324	42	688.324	53	688.324	71	688.324	78	688.324	83	688.324	87	688.324	83	
688.811	88	688.811	-4	688.811	0	688.811	0	688.811	0	688.811	1	688.811	11	688.811	28	688.811	42	688.811	62	688.811	75	688.811	82	688.811	90	688.811	89	688.811	89	
689.299	93	689.299	-2	689.299	-4	689.299	0	689.299	0	689.299	6	689.299	16	689.299	29	689.299	43	689.299	63	689.299	76	689.299	85	689.299	92	689.299	90	689.299	92	
689.786	102	689.786	2	689.786	-4	689.786	-3	689.786	0	689.786	9	689.786	18	689.786	35	689.786	50	689.786	66	689.786	80	689.786	86	689.786	99	689.786	98	689.786	100	
690.274	99	690.274	-1	690.274	-7	690.274	-4	690.274	0	690.274	7	690.274	14	690.274	22	690.274	48	690.274	65	690.274	80	690.274	90	690.274	97	690.274	99	690.274	100	
690.761	106	690.761	0	690.761	2	690.761	3	690.761	4	690.761	11	690.761	20	690.761	38	690.761	50	690.761	67	690.761	87	690.761	92	690.761	104	690.761	110	690.761	102	
691.249	102	691.249	-2	691.249	-5	691.249	2	691.249	4	691.249	11	691.249	17	691.249	32	691.249	50	691.249	72	691.249	85	691.249	95	691.249	108	691.249	104	691.249	107	
691.736	114	691.736	3	691.736	6	691.736	3	691.736	7	691.736	15	691.736	23	691.736	38	691.736	56	691.736	78	691.736	93	691.736	103	691.736	111	691.736	113	691.736	113	
692.224	115	692.224	3	692.224	0	692.224	-1	692.224	4	692.224	11	692.224	21	692.224	35	692.224	58	692.224	73	692.224	94	692.224	103	692.224	108	692.224	112	692.224	118	
692.712	121	692.712	-1	692.712	-3	692.712	-3	692.712	4	692.712	8	692.712	22	692.712	40	692.712	55	692.712	76	692.712	99	692.712	110	692.712	114	692.712	114	692.712	118	
693.199	119	693.199	2	693.199	-1	693.199	-1	693.199	7	693.199	12	693.199	23	693.199	38	693.199	61	693.199	80	693.199	104	693.199	107	693.199	119	693.199	122	693.199	127	
693.687	128	693.687	0	693.687	1	693.687	-4	693.687	3	693.687	11	693.687	22	693.687	38	693.687	64	693.687	92	693.687	106	693.687	112	693.687	124	693.687	128	693.687	132	
694.175	134	694.175	3	694.175	-1	694.175	8	694.175	6	694.175	14	694.175	23	694.175	44	694.175	64	694.175	87	694.175	110	694.175	120	694.175	128	694.175	132	694.175	127	
694.662	133	694.662	1	694.662	-1	694.662	0	694.662	-1	694.662	15	694.662	24	694.662	44	694.662	67	694.662	92	694.662	114	694.662	125	694.662	136	694.662	138	694.662	136	
695.15	141	695.15	0	695.15	1	695.15	6	695.15	6	695.15	15	695.15	28	695.15	45	695.15	74	695.15	96	695.15	117	695.15	131	695.15	137	695.15	134	695.15	141	
695.638	144	695.638	-2	695.638	-4	695.638	0	695.638	7	695.638	10	695.638	22	695.638	45	695.638	72	695.638	98	695.638	118	695.638	130	695.638	137	695.638	144	695.638	144	
696.125	149	696.125	-3	696.125	-3	696.125	-3	696.125	0	696.125	13	696.125	24	696.125	45	696.125	71	696.125	99	696.125	119	696.125	129	696.125	141	696.125	145	696.125	146	
696.613	156	696.613	-4	696.613	-3	696.613	0	696.613	4	696.613	15	696.613	31	696.613	54	696.613	78	696.613	106	696.613	129	696.613	139	696.613	148	696.613	150	696.613	150	
697.101	148	697.101	-7	697.101	-6	697.101	-6	697.101	0	697.101	12	697.101	26	697.101	44	697.101	69	697.101	100	697.101	124	697.101	137	697.101	146	697.101	146	697.101	152	
697.589	161	697.589	-6	697.589	-2	697.589	-4	697.589	3	697.589	13	697.589	24	697.589	48	697.589	83	697.589	106	697.589	134	697.589	146	697.589	153	697.589	160	697.589	158	
698.076	162	698.076	-6	698.076	-8	698.076	-6	698.076	-4	698.076	8	698.076	21	698.076	43	698.076	74	698.076	102	698.076	137	698.076	143	698.076	153	698.076	157	698.076	162	
698.564	178	698.564	5	698.564	0	698.564	4	698.564	10	698.564	21	698.564	32	698.564	64	698.564	92	698.564	121	698.564	152	698.564	163	698.564	170	698.564	176	698.564	177	
699.052	178	699.052	2	699.052	0	699.052	-7	699.052	3	699.052	18	699.052	28	699.052	56	699.052	89	699.052	121	699.052	152	699.052	163	699.052	170	699.052	175	699.052	182	
699.54	186	699.54	3	699.54	6	699.54	4	699.54	13	699.54	22	699.54	38	699.54	70	699.54	102	699.54	133	699.54	158	699.54	174	699.54	186	699.54	187	699.54	190	
700.028	190	700.028	-2	700.028	-5	700.028	0	700.028	6	700.028	16	700.028	33	700.028	69	700.028	95	700.028	132	700.028	161	700.028	176	700.028	181	700.028	191	700.028	189	
700.516	196	700.516	0	700.516	-2	700.516	0	700.516	8	700.516	22	700.516	37	700.516	72	700.516	108	700.516	139	700.516	170	700.516	184	700.516	193	700.516	196	700.516	199	
701.004	205	701.004	1	701.004	1	701.004	-1	701.004	7	701.004	23	701.004	38	701.004	77	701.004	107	701.004	141	701.004	175	701.004	190	701.004	200	701.004	205	701.004	207	
701.492	206	701.492	-9	701.492	-2	701.492	-6	701.492	4	701.492	15	701.492	38	701.492	67	701.492	105	701.492	140	701.492	176	701.492	188	701.492	203	701.492	203	701.492	206	
701.98	209	701.98	-9	701.98	-7	701.98	-2	701.98	4	701.98	21	701.98	32	701.98	70	701.98	108	701.98	140	701.98	180	701.98	194	701.98	205	701.98	209	701.98	215	
702.468	219	702.468	-4	702.468	-2.5	702.468	-1.5	702.468	8	702.468	22	702.468	38	702.468	74.5	702.468	117.5	702.468	152.5	702.468	188	702.468	203.5	702.468	216	702.468	221	702.468	223.5	
702.956	229	702.956	1	702.956	2	702.956	-1	702.956	12	702.956	23	702.956	44	702.956	79	702.956	127	702.956	165	702.956	196	702.956	213	702.956	227	702.956	233	702.956	232	
703.444	243	703.444	1	703.444	0	703.444	3	703.444	10	703.444	27	703.444	47	703.444	85	703.444	131	703.444	166	703.444	202	703.444	222	703.444	237	703.444	240	703.444	248	
703.932	247	703.932	-2	703.932	-2	703.932	2	703.932	11	703.932	25	703.932	44	703.932	89	703.932	129	703.932	175	703.932	214	703.932	225	703.932	241	703.932	241	703.932	247	
704.42	254	704.42	2	704.42	4	704.42	4	704.42	10	704.42	30	704.42	49	704.42	95	704.42	134	704.42	177	704.42	215	704.42	240	704.42	247	704.42	255	704.42	255	
704.908	260	704.908	4	704.908	2	704.908	-2	704.908	12	704.908	29	704.908	52	704.908	98	704.908	139	704.908	182	704.908	223	704.908	240	704.908	252	704.908	260	704.908	261	
705.396	278	705.396	0	705.396	4	705.396	4	705.396	12	705.396	31	705.396	53	705.396	106	705.396	148	705.396	195	705.396	240	705.396	256	705.396	269	705.396	273	705.396	278	
705.884	282	705.884	-2	705.884	2	705.884	0	705.884	10	705.884	30	705.884	53	705.884	100	705.884	149	705.884	197	705.884	240	705.884	256	705.884	273	705.884	275	705.884	277	
706.372	296	706.372	2	706.372	0	706.372	0	706.372	11	706.372	33	706.372	56	706.372	108	706.372	152	706.372	205	706.372	242	706.372	270	706.372	283	706.372	289	706.372	286	
706.86	294	706.86	-6	706.86	-4	706.86	-4	706.86	6	706.86	25	706.86	57	706.86	98	706.86	152	706.86	211	706.86	250	706.86	271	706.86	283	706.86	292	706.86	292	
707.348	308	707.348	0	707.348	4	707.348	-2	707.348	18	707.348	33	707.348	59	707.348	117	707.348	170	707.348	218	707.348	265	707.348	285	707.348	301	707.348	308	707.348	309	
707.836	320	707.836	3	707.836	1	707.836	3	707.836	15	707.836	40	707.836	66	707.836	120	707.836	174	707.836	227	707.836	273	707.836	294	707.836	309	707.836	314	707.836	313	
708.325	326	708.325	4	708.325	2	708.325	-1	708.325	16	708.325	38	708.325	63	708.325	122	708.325	176	708.325	231	708.325	279	708.325	298	708.325	316	708.325	321	708.325	321	
708.813	336	708.813	3	708.813	0	708.813	4	708.813	13	708.813	40	708.813	70	708.813	121	708.813	183	708.813	241	708.813	290	708.813	314	708.813	330	708.813	338	708.813	339	
709.301	347	709.301	2	709.301	0	709.301	3	709.301	17	709.301	43	709.301	70	709.301	131	709.301	184	709.301	249	709.301	298	709.301	324	709.301	338	709.301	344	709.301	345	
709.789	350	709.789	-2	709.789	2	709.789	1	709.789	14	709.789	45	709.789	68	709.789	135	709.789	192	709.789	249	709.789	301	709.789	323	709.789	346	709.789	348	709.789	351	
710.277	362	710.277	1	710.277	-5	710.277	-3	710.277	13	710.277	37	710.277	71	710.277	129	710.277	197	710.277	255	710.277	310	710.277	328	710.277	344	710.277	359	710.277	360	
710.766	376	710.766	0	710.766	-5	710.766	2	710.766	13	710.766	37	710.766	77	710.766	134	710.766	201	710.766	264	710.766	322	710.766	352	710.766	361	710.766	368	710.766	372	
711.254	386	711.254	2	711.254	0	711.254	1	711.254	21	711.254	44	711.254	81	711.254	146	711.254	214	711.254	275	711.254	335	711.254	360	711.254	377	711.254	382	711.254	386	
711.742	399	711.742	0	711.742	3	711.742	3	711.742	18	711.742	49	711.742	84	711.742	150	711.742	220	711.742	281	711.742	341	711.742	365	711.742	389	711.742	399	711.742	401	
712.231	411	712.231	2	712.231	-3	712.231	2	712.231	21	712.231	48	712.231	86	712.231	153	712.231	226	712.231	294	712.231	355	712.231	383	712.231	397	712.231	407	712.231	408	
712.719	409	712.719	-1	712.719	-5	712.719	2	712.719	18	712.719	44	712.719	81	712.719	149	712.719	224	712.719	295	712.719	360	712.719	380	712.719	397	712.719	403	712.719	415	
713.207	428	713.207	-2	713.207	-2	713.207	0	713.207	18	713.207	46	713.207	86	713.207	158	713.207	235	713.207	302	713.207	368	713.207	394	713.207	417	713.207	426	713.207	422	
713.696	434	713.696	-2	713.696	-3	713.696	-2	713.696	17	713.696	53	713.696	89	713.696	164	713.696	242	713.696	314	713.696	376	713.696	399	713.696	423	713.696	435	713.696	431	
714.184	445	714.184	0	714.184	-5	714.184	-1	714.184	18	714.184	53	714.184	93	714.184	169	714.184	245	714.184	322	714.184	384	714.184	419	714.184	437	714.184	448	714.184	448	
714.672	460	714.672	3	714.672	-1	714.672	4	714.672	24	714.672	59	714.672	98	714.672	177	714.672	256	714.672	331	714.672	399	714.672	429	714.672	448	714.672	464	714.672	462	
715.161	461	715.161	-6	715.161	-7	715.161	-4	715.161	14	715.161	50	715.161	89	715.161	171	715.161	252	715.161	325	715.161	396	715.161	427	715.161	452	715.161	450	715.161	454	
715.649	480	715.649	2	715.649	3	715.649	-1	715.649	24	715.649	55	715.649	98	715.649	183	715.649	264	715.649	347	715.649	419	715.649	449	715.649	470	715.649	482	715.649	483	
716.138	494	716.138	1	716.138	0	716.138	1	716.138	25	716.138	61	716.138	103	716.138	191	716.138	274	716.138	355	716.138	430	716.138	458	716.138	484	716.138	493	716.138	494	
716.626	502	716.626	0	716.626	0	716.626	7	716.626	28	716.626	62	716.626	104	716.626	188	716.626	283	716.626	364	716.626	437	716.626	464	716.626	488	716.626	503	716.626	503	
717.114	512	717.114	-1	717.114	1	717.114	-3	717.114	20	717.114	60	717.114	104	717.114	196	717.114	287	717.114	364	717.114	442	717.114	471	717.114	499	717.114	508	717.114	514	
717.603	521	717.603	-5	717.603	-3	717.603	-2	717.603	26	717.603	62	717.603	102	717.603	197	717.603	282	717.603	372	717.603	448	717.603	480	717.603	504	717.603	513	717.603	518	
718.091	528	718.091	2	718.091	0	718.091	2	718.091	30	718.091	67	718.091	112	718.091	207	718.091	290	718.091	378	718.091	455	718.091	488	718.091	516	718.091	523	718.091	530	
718.58	544	718.58	1	718.58	-4	718.58	-3	718.58	24	718.58	65	718.58	116	718.58	209	718.58	302	718.58	389	718.58	467	718.58	503	718.58	531	718.58	543	718.58	542	
719.068	553	719.068	-3	719.068	0	719.068	0	719.068	26	719.068	62	719.068	112	719.068	210	719.068	310	719.068	394	719.068	481	719.068	510	719.068	538	719.068	548	719.068	551	
719.557	556	719.557	2	719.557	-2	719.557	2	719.557	25	719.557	66	719.557	118	719.557	217	719.557	306	719.557	395	719.557	480	719.557	517	719.557	538	719.557	551	719.557	559	
720.046	570	720.046	0	720.046	-1	720.046	-1	720.046	24	720.046	71	720.046	119	720.046	220	720.046	316	720.046	405	720.046	489	720.046	525	720.046	548	720.046	565	720.046	569	
720.534	584	720.534	3	720.534	-3	720.534	1	720.534	29	720.534	80	720.534	126	720.534	227	720.534	329	720.534	416	720.534	505	720.534	542	720.534	566	720.534	584	720.534	584	
721.023	584	721.023	-2	721.023	-3	721.023	0	721.023	30	721.023	69	721.023	126	721.023	230	721.023	329	721.023	423	721.023	505	721.023	537	721.023	570	721.023	580	721.023	583	
721.511	602	721.511	-3	721.511	2	721.511	-3	721.511	30	721.511	76	721.511	131	721.511	230	721.511	338	721.511	437	721.511	524	721.511	556	721.511	585	721.511	595	721.511	594	
722	602	722	-3	722	-4	722	-1	722	28	722	77	722	131	722	235	722	341	722	436	722	521	722	558	722	583	722	597	722	605	
722.488	615	722.488	0	722.488	-3	722.488	1	722.488	29	722.488	82	722.488	136	722.488	241	722.488	352	722.488	446	722.488	531	722.488	568	722.488	598	722.488	610	722.488	617	
722.977	620	722.977	1	722.977	0	722.977	5	722.977	28	722.977	79	722.977	140	722.977	248	722.977	351	722.977	450	722.977	540	722.977	575	722.977	604	722.977	619	722.977	624	
723.466	630	723.466	0	723.466	0	723.466	1	723.466	28	723.466	81	723.466	136	723.466	252	723.466	355	723.466	454	723.466	538	723.466	582	723.466	609	723.466	625	723.466	626	
723.954	625	723.954	-1	723.954	-2	723.954	-1	723.954	32	723.954	82	723.954	140	723.954	254	723.954	364	723.954	457	723.954	544	723.954	583	723.954	619	723.954	622	723.954	634	
724.443	642	724.443	-1	724.443	-4	724.443	1	724.443	35	724.443	85	724.443	148	724.443	257	724.443	371	724.443	462	724.443	557	724.443	594	724.443	629	724.443	641	724.443	639	
724.932	649	724.932	1	724.932	1	724.932	4	724.932	34	724.932	90	724.932	157	724.932	268	724.932	377	724.932	475	724.932	563	724.932	607	724.932	636	724.932	646	724.932	650	
725.421	645	725.421	-5	725.421	-3	725.421	-1	725.421	30	725.421	86	725.421	145	725.421	262	725.421	375	725.421	472	725.421	567	725.421	602	725.421	626	725.421	644	725.421	646	
725.909	658	725.909	-5	725.909	-2	725.909	-7	725.909	30	725.909	89	725.909	150	725.909	269	725.909	383	725.909	485	725.909	573	725.909	613	725.909	645	725.909	658	725.909	660	
726.398	661	726.398	-1	726.398	-6	726.398	-1	726.398	37	726.398	91	726.398	158	726.398	271	726.398	387	726.398	491	726.398	582	726.398	616	726.398	647	726.398	662	726.398	666	
726.887	665	726.887	-5	726.887	-3	726.887	-3	726.887	35	726.887	93	726.887	153	726.887	277	726.887	388	726.887	496	726.887	584	726.887	618	726.887	644	726.887	669	726.887	669	
727.375	679	727.375	-1	727.375	7	727.375	4	727.375	46	727.375	103	727.375	163	727.375	292	727.375	402	727.375	505	727.375	598	727.375	638	727.375	662	727.375	679	727.375	683	
727.864	684	727.864	-2	727.864	0	727.864	-1	727.864	42	727.864	96	727.864	167	727.864	288	727.864	406	727.864	512	727.864	605	727.864	641	727.864	671	727.864	686	727.864	681	
728.353	694	728.353	-6	728.353	-5	728.353	0	728.353	37	728.353	100	728.353	174	728.353	301	728.353	416	728.353	517	728.353	618	728.353	646	728.353	676	728.353	690	728.353	690	
728.842	697	728.842	4	728.842	2	728.842	4	728.842	49	728.842	110	728.842	179	728.842	305	728.842	420	728.842	523	728.842	619	728.842	657	728.842	684	728.842	699	728.842	699	
729.331	707	729.331	-2	729.331	2	729.331	9	729.331	45	729.331	113	729.331	179	729.331	313	729.331	429	729.331	537	729.331	630	729.331	665	729.331	686	729.331	703	729.331	705	
729.819	708	729.819	-1	729.819	-2	729.819	4	729.819	40	729.819	108	729.819	182	729.819	311	729.819	432	729.819	534	729.819	628	729.819	665	729.819	693	729.819	702	729.819	707	
730.308	707	730.308	-2	730.308	-2	730.308	-4	730.308	45	730.308	112	730.308	182	730.308	315	730.308	438	730.308	543	730.308	631	730.308	667	730.308	696	730.308	711	730.308	716	
730.797	727	730.797	0	730.797	1	730.797	4	730.797	50	730.797	115	730.797	190	730.797	324	730.797	451	730.797	555	730.797	646	730.797	683	730.797	710	730.797	721	730.797	728	
731.286	723	731.286	5	731.286	4	731.286	4	731.286	49	731.286	120	731.286	187	731.286	329	731.286	451	731.286	554	731.286	650	731.286	681	731.286	709	731.286	725	731.286	727	
731.775	718	731.775	-2	731.775	-1	731.775	1	731.775	46	731.775	118	731.775	196	731.775	335	731.775	450	731.775	558	731.775	646	731.775	683	731.775	710	731.775	728	731.775	731	
732.264	740	732.264	0	732.264	5	732.264	6	732.264	52	732.264	126	732.264	203	732.264	337	732.264	461	732.264	571	732.264	662	732.264	698	732.264	729	732.264	734	732.264	740	
732.753	741	732.753	-4	732.753	1	732.753	3	732.753	53	732.753	124	732.753	200	732.753	343	732.753	466	732.753	572	732.753	665	732.753	702	732.753	727	732.753	737	732.753	743	
733.242	748	733.242	1	733.242	2	733.242	5	733.242	54	733.242	127	733.242	208	733.242	345	733.242	475	733.242	580	733.242	670	733.242	706	733.242	733	733.242	751	733.242	751	
733.73	741	733.73	-2	733.73	-1	733.73	0	733.73	48	733.73	125	733.73	202	733.73	344	733.73	470	733.73	575	733.73	663	733.73	707	733.73	730	733.73	743	733.73	738	
734.219	756	734.219	-5	734.219	-2	734.219	2	734.219	55	734.219	128	734.219	204	734.219	351	734.219	477	734.219	583	734.219	679	734.219	712	734.219	740	734.219	756	734.219	753	
734.708	756	734.708	-3	734.708	-2	734.708	6	734.708	59	734.708	129	734.708	208	734.708	353	734.708	483	734.708	591	734.708	677	734.708	714	734.708	739	734.708	753	734.708	754	
735.197	773	735.197	4	735.197	2	735.197	13	735.197	64	735.197	133	735.197	214	735.197	362	735.197	484	735.197	600	735.197	691	735.197	726	735.197	753	735.197	765	735.197	772	
735.686	759	735.686	1	735.686	0	735.686	5	735.686	51	735.686	132	735.686	214	735.686	362	735.686	484	735.686	591	735.686	691	735.686	718	735.686	747	735.686	758	735.686	768	
736.175	769	736.175	6	736.175	2	736.175	5	736.175	57	736.175	133	736.175	215	736.175	359	736.175	490	736.175	604	736.175	695	736.175	730	736.175	760	736.175	770	736.175	771	
736.664	769	736.664	-4	736.664	0	736.664	-1	736.664	51	736.664	130	736.664	210	736.664	350	736.664	483	736.664	593	736.664	690	736.664	726	736.664	760	736.664	768	736.664	771	
737.153	772	737.153	5	737.153	1	737.153	9	737.153	57	737.153	136	737.153	209	737.153	361	737.153	488	737.153	597	737.153	697	737.153	734	737.153	761	737.153	769	737.153	779	
737.642	774	737.642	-1	737.642	3	737.642	3	737.642	48	737.642	123	737.642	208	737.642	353	737.642	483	737.642	596	737.642	689	737.642	734	737.642	759	737.642	778	737.642	774	
738.131	776	738.131	-7	738.131	-2	738.131	-2	738.131	41	738.131	122	738.131	202	738.131	351	738.131	483	738.131	596	738.131	697	738.131	737	738.131	766	738.131	775	738.131	784	
738.62	771	738.62	1	738.62	2	738.62	3	738.62	49	738.62	120	738.62	200	738.62	341	738.62	477	738.62	590	738.62	692	738.62	724	738.62	756	738.62	764	738.62	775	
739.109	778	739.109	1	739.109	2	739.109	2	739.109	46	739.109	120	739.109	192	739.109	337	739.109	475	739.109	588	739.109	693	739.109	729	739.109	761	739.109	778	739.109	778	
739.599	779	739.599	0	739.599	0	739.599	4	739.599	49	739.599	114	739.599	191	739.599	340	739.599	467	739.599	585	739.599	682	739.599	732	739.599	755	739.599	776	739.599	781	
740.088	768	740.088	1	740.088	1	740.088	5	740.088	42	740.088	112	740.088	182	740.088	325	740.088	453	740.088	567	740.088	672	740.088	713	740.088	754	740.088	768	740.088	768	
740.577	768	740.577	0	740.577	0	740.577	1	740.577	38	740.577	102	740.577	177	740.577	313	740.577	446	740.577	566	740.577	672	740.577	716	740.577	752	740.577	770	740.577	771	
741.066	762	741.066	4	741.066	1	741.066	5	741.066	40	741.066	103	741.066	172	741.066	307	741.066	438	741.066	558	741.066	668	741.066	708	741.066	746	741.066	760	741.066	765	
741.555	759	741.555	2	741.555	3	741.555	1	741.555	35	741.555	96	741.555	162	741.555	297	741.555	424	741.555	547	741.555	656	741.555	699	741.555	737	741.555	753	741.555	763	
742.044	752	742.044	2	742.044	1	742.044	0	742.044	39	742.044	92	742.044	155	742.044	282	742.044	411	742.044	536	742.044	648	742.044	687	742.044	728	742.044	750	742.044	751	
742.533	733	742.533	-2	742.533	-3	742.533	5	742.533	30	742.533	84	742.533	143	742.533	267	742.533	395	742.533	513	742.533	621	742.533	677	742.533	714	742.533	729	742.533	739	
743.022	722	743.022	1	743.022	4	743.022	1	743.022	28	743.022	76	743.022	131	743.022	252	743.022	376	743.022	501	743.022	607	743.022	656	743.022	696	743.022	715	743.022	725	
743.511	717	743.511	1	743.511	-3	743.511	0	743.511	21	743.511	69	743.511	122	743.511	239	743.511	360	743.511	480	743.511	600	743.511	649	743.511	688	743.511	710	743.511	720	
744.001	699	744.001	2	744.001	1	744.001	1	744.001	25	744.001	64	744.001	115	744.001	232	744.001	347	744.001	462	744.001	581	744.001	636	744.001	673	744.001	697	744.001	701	
744.49	682	744.49	-1	744.49	1	744.49	3	744.49	20	744.49	58	744.49	111	744.49	216	744.49	329	744.49	450	744.49	558	744.49	614	744.49	659	744.49	678	744.49	686	
744.979	664	744.979	-3	744.979	-3	744.979	-4	744.979	14	744.979	53	744.979	102	744.979	197	744.979	305	744.979	421	744.979	537	744.979	593	744.979	635	744.979	651	744.979	660	
745.468	652	745.468	-4	745.468	-4	745.468	-2	745.468	18	745.468	55	745.468	91	745.468	189	745.468	300	745.468	413	745.468	525	745.468	580	745.468	619	745.468	642	745.468	651	
745.957	638	745.957	1	745.957	1	745.957	2	745.957	17	745.957	50	745.957	86	745.957	178	745.957	278	745.957	394	745.957	502	745.957	561	745.957	603	745.957	630	745.957	638	
746.447	610	746.447	1	746.447	0	746.447	-1	746.447	16	746.447	38	746.447	75	746.447	156	746.447	261	746.447	366	746.447	473	746.447	530	746.447	574	746.447	597	746.447	606	
746.936	590	746.936	-3	746.936	1	746.936	-2	746.936	11	746.936	35	746.936	75	746.936	149	746.936	247	746.936	347	746.936	458	746.936	513	746.936	550	746.936	578	746.936	594	
747.425	578	747.425	-2	747.425	3	747.425	3	747.425	12	747.425	41	747.425	66	747.425	143	747.425	232	747.425	332	747.425	436	747.425	493	747.425	533	747.425	559	747.425	573	
