steps,frame,state,reward,area,time,config_id,seed,action,experiment.step_duration,experiment.update_freq,filepath,environment.zone,compatibility_mode,environment,algorithm
150,149,[1.74420585e+09],0.5139794461467967,"[ 56.125   45.6875  63.9375  49.0625  20.5     46.625   39.625   66.875
  21.8125  44.625   28.3125  96.625   33.1875  30.5625  43.375   31.5625
  55.6875  39.9375 188.      87.375  132.5    137.      31.      77.3125
 195.125  761.9375 128.5     78.375  159.8125 140.875  115.4375 167.5
  80.75   214.3125  80.8125  68.5625]",1744205983.7457047,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
151,150,[1.74420615e+09],-0.08690490697225053,"[ 50.4375  96.9375  88.9375  69.4375  23.875  201.0625  39.875   74.1875
  49.25    62.3125  46.9375 101.6875  40.625   78.75    68.4375  36.3125
  33.5     90.625   54.8125  56.5     85.9375  95.125   53.375   68.6875
  95.625   59.1875  87.6875  83.0625 129.125  114.1875  96.75    67.0625
  61.25   223.8125  77.5625  54.4375]",1744206274.2104263,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
152,151,[1.74420645e+09],0.32821428713806755,"[ 95.      52.9375  70.5625  66.25    64.     153.1875 277.      86.9375
 173.5625 121.625  118.5625 211.875  217.375  151.6875 105.4375  85.125
  88.25   150.125   38.4375  68.125  104.625  152.5     33.5     70.1875
  72.3125  65.75   113.375   81.25    62.625  104.0625 141.9375  83.4375
  56.75   192.0625  92.5     64.0625]",1744206603.9115243,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
153,152,[1.74420675e+09],-0.39907051557082684,"[ 80.625   36.5     52.375   47.75    20.4375  59.      33.5625  62.
  24.625   31.8125  17.6875  83.      30.25    28.8125  35.75    27.25
  46.      60.625   41.0625  65.875  133.625  107.6875  43.5    257.25
  90.6875  72.125  126.8125 102.5625  97.6875 120.4375 367.9375  76.9375
  99.875  300.5625  50.9375  88.9375]",1744206863.391225,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
154,153,[1.74420705e+09],0.10289106176298987,"[ 57.1875  63.8125  68.      75.375   44.625  126.125   35.375   64.9375
 156.25    58.625   85.5625 100.75    63.0625  50.5625  42.      32.0625
  54.1875 201.0625  49.6875  50.3125  69.3125  83.625   41.125  234.75
  69.875   59.1875 135.125   77.6875  78.3125 135.8125 104.9375  63.625
  61.5625 657.9375  52.125   72.375 ]",1744207184.8114836,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
155,154,[1.74420735e+09],0.20663968793069115,"[110.5     96.6875  93.25    93.1875  33.25   111.0625 133.1875  74.5
  36.25    83.      41.6875 104.25    88.625   52.9375  42.9375  76.5
 120.6875 105.      36.4375 123.1875 115.125  122.8125  35.6875  92.5625
  88.3125  64.375  110.625  106.875   72.875  119.5    119.375  108.0625
  66.     154.625  102.9375  93.4375]",1744207490.4221675,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
156,155,[1.74420765e+09],-0.38345261323170354,"[ 47.1875 112.1875  63.0625  63.      53.75    82.9375  63.1875  65.
  38.      63.1875  29.5625  99.9375  48.3125  77.      47.25    43.1875
  79.8125  65.5625  41.25    53.      35.6875  70.3125  47.4375  75.875
  52.875   63.375   80.8125  65.0625  64.1875  90.9375  65.1875  63.1875
  64.9375 153.5     46.1875  57.9375]",1744207749.310105,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
157,156,[1.74420795e+09],0.20567582110385246,"[ 39.125   81.875   74.3125  36.625   22.4375  81.875   41.125   68.625
  33.3125  43.25    27.9375  99.875   33.1875  32.75    47.8125  33.
  66.625   58.5625  60.75   236.9375 101.25   138.625   41.6875 178.
  95.875   58.6875 136.3125 904.625   78.625  135.0625 360.25    95.125
  76.875  227.875   68.6875  58.3125]",1744208084.4253333,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
158,157,[1.74420825e+09],0.015691183311401274,"[ 61.0625  45.75    34.4375  34.75    20.5625  34.0625  35.      64.25
  25.0625  28.4375  16.875   80.5625  30.1875  30.125   35.875   26.75
  47.4375  46.1875  62.1875 119.     138.5625  68.0625  60.4375 284.875
  68.375  798.9375 158.4375  89.75   169.0625 176.1875  62.375  153.25
 111.875  260.4375 190.6875 118.0625]",1744208388.8491359,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
159,158,[1.74420855e+09],-0.20628997493348095,"[ 42.0625  48.8125  41.1875  82.9375  30.5625  85.75   126.6875  86.75
  27.125   32.3125  26.25   114.4375  83.4375  42.25    48.875   40.5
  46.9375  45.625   39.25    73.875  165.8125 121.9375  38.75    60.5
  57.5     42.0625 104.8125  73.25    46.9375  75.4375  60.875   56.5625
  80.6875 119.5     68.4375  70.625 ]",1744208637.1797106,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
160,159,[1.74420885e+09],0.39874835554923804,"[200.9375 116.5    115.1875 156.125  171.3125 162.875  345.125   87.375
  32.125  146.5     71.8125 106.9375  68.5625  65.9375  73.5625 106.3125
 109.9375 111.6875  34.      51.1875 114.875  138.0625  41.875   82.5
  77.25    31.5625  96.25    99.875   71.4375 111.6875 102.4375  61.75
  57.5625 133.      41.9375  59.    ]",1744209000.852726,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
161,160,[1.74420915e+09],-0.5362948360696563,"[ 46.125   16.625   34.      44.0625  60.125   54.6875  42.375   76.1875
  46.0625  58.75    23.375   93.9375  46.5625  62.9375  39.1875  39.375
  57.875   36.      38.5625  78.9375  77.0625  74.3125  66.5625  71.
  52.0625  29.25    76.8125  65.625   45.0625  48.25    84.9375  56.3125
  56.1875 109.75    38.1875  44.5   ]",1744209240.6619189,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
162,161,[1.74420945e+09],0.1691778359436841,"[ 46.125   47.1875  41.75    53.4375  22.1875  71.25    35.9375  63.8125
  22.125   29.375   14.3125  83.625   32.1875  29.875   32.8125  26.4375
  36.375   34.8125  97.6875 106.1875 173.4375  60.5     56.1875 207.3125
  44.625   78.9375  92.75    67.8125 106.3125 139.0625  62.75   141.25
  72.5625 104.4375 116.4375  96.125 ]",1744209550.5580802,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
163,162,[1.74420975e+09],0.03379307965543269,"[ 49.6875  64.4375  58.25    58.25    32.4375  85.3125  36.125   67.8125
  31.375   33.8125  27.625   94.      38.4375  36.4375  46.      36.25
  54.1875  75.125   60.3125  73.9375 147.1875  79.6875  53.4375  75.5625
  53.625  372.4375 108.75    59.75    60.8125 129.      87.0625  93.3125
 199.9375 127.3125  54.375   75.5625]",1744209835.0780678,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
164,163,[1.74421005e+09],0.32581512018249764,"[291.75    62.8125  66.625   80.9375  31.8125 170.125  156.5     89.9375
  29.5625  63.375   50.5625 118.1875  67.9375  55.8125  47.375   78.125
 103.25    97.1875  47.875  197.3125 119.4375 114.375   62.3125 261.5
  70.75    72.5    136.375  100.6875 115.     129.1875 200.5625  39.3125
  79.0625 130.8125  60.      89.5   ]",1744210195.9936507,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
165,164,[1.74421035e+09],-0.4976939556523394,"[ 67.5625  24.4375  55.5     63.8125  28.6875  66.75    58.      64.125
  24.5     38.3125  33.9375  88.75    39.25    30.3125  34.5625  41.
  49.      47.4375  37.0625  44.8125 106.125  144.8125  38.      62.5625
  80.125   51.6875  80.75    93.375   59.3125  61.125  153.3125  52.125
  66.8125  86.625   33.625   54.75  ]",1744210418.7958639,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
166,165,[1.74421065e+09],0.37973866286620744,"[ 76.8125 101.875   71.5     68.      30.9375 161.0625  39.8125  76.3125
  36.75    44.8125  34.3125  79.375   80.9375  87.6875  51.9375  54.5625
  77.75    69.875   45.6875  65.75    60.8125 175.0625  31.6875 233.8125
 106.0625  83.1875 230.125   74.5     78.625  129.9375 280.      99.125
  91.1875 163.4375  69.625   77.125 ]",1744210784.8495502,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
167,166,[1.74421095e+09],0.09345693882244076,"[ 81.0625  92.4375 263.25   107.1875  40.     157.375  134.3125  86.4375
  61.75   108.125   35.0625  99.625  140.125   73.9375  59.3125  82.125
  58.875   64.625   51.1875  56.25   133.125  138.3125  34.375  123.125
  97.5625  97.9375 136.      74.125  101.0625 117.5     82.5625  55.25
  62.8125 191.1875  65.9375  60.25  ]",1744211088.9507914,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
168,167,[1.74421125e+09],-0.1657774667537845,"[ 61.9375  51.75    61.5     39.875   22.875   55.3125  36.4375  70.875
  22.      28.6875  21.5625  79.125   31.375   30.      31.125   28.4375
  54.125   50.4375  46.75    56.4375 142.3125 140.875   87.3125  96.5
 141.625  717.8125 121.75    72.6875 115.1875 128.3125 357.5625  73.3125
 252.4375 163.1875  98.25   123.25  ]",1744211375.4568594,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
169,168,[1.74421155e+09],0.0033733034602578113,"[ 77.875   81.1875  79.0625  68.8125  24.9375  53.75    41.3125  69.5
  28.8125  44.9375  26.8125  91.0625  40.6875  33.5     47.25    55.5625
  61.8125  66.5625  65.4375  99.125   99.375   97.5625  55.625   85.9375
  89.25   771.5    133.1875  86.5    136.      91.6875 407.75   116.625
  77.375  150.4375  64.125   93.125 ]",1744211675.106633,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
170,169,[1.74421185e+09],-0.08680502885276783,"[ 78.5625  55.0625  42.3125  89.9375  36.9375  67.5     50.      70.1875
  38.3125  52.75    31.0625  87.6875  51.4375  32.875   60.25    82.875
  55.9375  78.0625  43.75   222.5625 116.      63.5625  40.5     76.3125
  54.125  197.5625 124.25    63.4375  92.75    94.4375  65.9375  97.1875
  72.     179.5     86.625   67.5625]",1744211949.6998947,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
171,170,[1.74421215e+09],0.17624178552885233,"[ 62.6875  64.6875  45.875   50.9375  21.625   51.625   40.      66.4375
  23.3125  23.0625  17.125   82.25    48.625   33.      41.      34.1875
  69.25    42.875  104.3125 292.     171.5     81.0625  56.     235.6875
  65.9375 110.5    189.8125 116.3125 142.5    123.9375 155.6875 148.3125
 137.     751.1875  94.9375  93.5   ]",1744212306.8856804,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
172,171,[1.74421245e+09],0.09875446070160049,"[ 78.1875 101.1875 593.4375 109.8125  37.5625 169.1875 245.75    82.75
  48.9375 104.0625  57.5    120.875   73.0625  94.8125  59.6875  45.5625
 108.4375 121.75    37.6875  62.0625  98.875  126.4375  26.8125  67.625
  95.25    48.5625 116.8125 125.8125 105.     101.0625 218.125   70.5625
  79.3125 255.625   81.625   68.25  ]",1744212599.8908358,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
173,172,[1.74421275e+09],0.08391023365832859,"[171.9375  84.4375 201.1875 164.625  555.125  182.875  447.5     98.625
  89.3125 122.1875 111.5    198.8125 218.4375  98.5625  68.625   57.25
 151.3125 316.125   44.      58.3125  91.1875  72.375   42.125   78.1875
  41.8125  35.1875  98.4375  67.75    43.4375  74.1875  65.125   68.4375
  64.25   112.5625  38.3125  63.75  ]",1744212912.3780713,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
174,173,[1.74421305e+09],-0.4161391233900739,"[ 51.9375  78.75    47.75    54.1875  35.8125  89.125   44.375   66.5625
  32.125   74.375   21.3125  80.375   41.25    42.75    42.      39.5
  74.25    62.75    45.8125 250.9375 190.4375 145.75    28.1875  81.625
  62.3125  51.1875 120.25    91.125   60.25    84.125   86.375   72.625
  67.625  128.6875  56.1875  68.1875]",1744213138.5664015,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
175,174,[1.74421335e+09],0.21370310526942038,"[ 57.8125 134.75   138.125   96.125   25.5625  93.5     45.5625  66.875
  30.      46.9375  56.0625 103.      40.1875  44.625   39.9375  27.125
  56.9375  45.5625 101.25   128.1875 175.5625 100.9375  54.625   90.875
  64.75    50.25   120.      65.8125 121.5625  93.6875  94.4375 133.375
  94.0625 389.3125 101.875  108.4375]",1744213500.2736454,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
176,175,[1.74421365e+09],-0.15721622977279562,"[ 77.875  104.75    64.125   75.0625  33.9375  94.5625  64.875   73.8125
 166.375   41.9375  28.125  110.625   56.      37.5     46.5625  40.3125
  83.     830.5625  41.0625 132.4375  66.3125  61.6875  31.625   71.5625
  57.5     44.6875 106.375   59.3125  66.375   73.0625  96.375   63.4375
  59.125  115.9375  83.375   61.625 ]",1744213746.7763531,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
177,176,[1.74421395e+09],-0.029338975276831113,"[ 43.      13.5     25.4375  34.5     20.6875  47.8125  36.5625  64.8125
  22.75    23.0625  12.5625  76.4375  30.25    30.3125  30.9375  26.5625
  35.      21.      84.125  277.3125 158.3125 109.25    47.75   177.125
 119.875   70.5625 103.8125  98.6875 109.8125 122.4375 473.375   93.4375
  75.9375 171.9375  97.125   70.5625]",1744214057.8937032,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
178,177,[1.74421425e+09],0.26302331477362795,"[ 68.75   125.3125  99.875   97.1875  44.3125 157.875   40.9375  81.125
  26.5625  59.375   64.4375 132.6875  49.75    47.4375  39.375   36.125
  50.875   77.3125  65.5625  90.5625 131.9375 141.875   37.3125  92.9375
 110.125   77.     135.      94.875  114.0625 122.875  100.5625 374.5625
  99.625  292.3125  96.4375  90.3125]",1744214411.9535015,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
179,178,[1.74421455e+09],-0.21896656762672131,"[ 50.125   30.4375  51.5625  50.4375  23.375   62.4375  37.375   67.0625
  31.625   40.625   48.9375  87.8125  38.875   31.375   40.      36.125
  51.      37.75    53.125  109.375  149.125  127.375   56.375   99.875
 619.875   51.3125 117.625   90.      81.4375  92.625  109.125  131.6875
  93.6875 280.375   94.0625  99.375 ]",1744214647.169803,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
180,179,[1.74421485e+09],0.13439571957546378,"[168.8125  62.125   75.      80.4375  32.5625  97.875  119.125   73.125
  37.125  134.5625 105.3125  99.75    83.375   44.0625  46.      50.875
  72.8125 108.375   40.6875 223.5    103.375   81.125   30.5625  69.9375
  80.875   49.5     92.125   76.875   78.625   77.625  113.625   85.625
 101.3125 199.125   65.6875  65.5625]",1744214979.070829,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
181,180,[1.74421515e+09],-0.1445535851424554,"[ 42.9375  12.5     38.5     38.75    21.75    42.3125  33.0625  63.3125
  21.9375  26.0625  12.5625  78.3125  22.1875  31.      31.125   28.5625
  19.5625  24.125   43.375  106.5    141.1875 137.8125  24.4375 244.625
 221.8125 739.75    98.6875 100.6875  95.5    121.75   499.125   99.25
  86.3125 260.3125  92.5625  63.375 ]",1744215253.8065884,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
182,181,[1.74421545e+09],0.17150029511397233,"[ 70.1875  71.      61.1875 121.      74.875  184.9375 114.1875  88.5625
  51.625  130.     126.25   228.625  186.375   56.375   70.875   87.1875
 100.9375  59.      36.9375  69.8125 117.5    114.375   28.9375  56.
  90.375   47.75    79.625   95.5625  49.4375  59.8125  95.3125  47.4375
  50.0625 136.6875 104.      57.125 ]",1744215589.1036124,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
183,182,[1.74421575e+09],-0.19254711783289105,"[ 47.375   76.375   55.4375  68.75    31.     138.6875  45.375   76.
  46.25    45.6875  48.8125 106.0625  53.25    52.3125  54.625   55.25
  85.25    73.25    42.8125 114.875   64.25    95.0625  41.3125  81.9375
  83.      46.625   85.1875  82.875   91.9375  97.5     93.75    72.375
  71.75   100.9375  35.3125  64.125 ]",1744215849.7975526,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
184,183,[1.74421605e+09],0.20462474067974712,"[ 60.1875  79.875  114.9375  71.      82.625   95.6875  42.875   76.875
  44.875   33.375   32.375   89.6875 101.4375  76.5625  55.25    27.5625
  73.25    47.1875  44.3125  78.8125 101.0625 133.9375  51.875   69.9375
 104.1875 424.25   119.625  113.5625 135.8125 140.75   234.625   74.5
  72.     134.8125  87.75    94.9375]",1744216187.1612108,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
185,184,[1.74421635e+09],-0.03297117602755325,"[210.3125  87.25    63.1875  86.75    44.1875 146.1875 254.5625  87.625
  52.0625  54.125   47.1875 143.875   93.5     65.25    50.9375  77.1875
  71.9375  92.3125  47.      63.6875  62.75   125.4375  54.9375 104.6875
  62.      70.4375 133.      71.25    76.0625  80.9375  84.75    74.125
 103.5    114.25    76.625   84.875 ]",1744216479.676189,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
186,185,[1.74421665e+09],0.12542818689783414,"[385.375   74.3125 128.875  168.25    52.3125 186.875  115.      72.375
 151.25    71.125   86.375  120.4375 140.25   160.125   62.      56.125
  81.25    80.6875  47.625   64.3125 131.375  100.125   42.125  221.3125
  46.9375  67.4375  94.375   64.875   96.4375  81.625   68.0625  61.4375
  70.1875 183.875   48.625   57.875 ]",1744216785.5689034,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
187,186,[1.74421695e+09],-0.2469267480765638,"[ 50.625   85.6875  48.8125  59.625   31.5625 115.75    80.5     70.375
  44.4375  41.0625  26.5625  94.4375  45.25    32.9375  39.75    34.5625
  76.375   99.75    40.5     77.8125 110.75   141.625   48.      74.375
 111.875   58.5    133.0625  95.1875  89.3125 104.1875  86.      83.9375
  70.0625 202.625   67.625   57.25  ]",1744217062.652793,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
188,187,[1.74421725e+09],-0.09045454545454545,"[ 60.      51.125   47.3125  83.8125  55.8125  72.1875  38.5     73.1875
  78.25    82.      25.25    83.4375  52.0625  71.875   62.375   34.4375
  32.3125 291.0625  36.      64.125  101.5    109.75    23.75    63.3125
  84.8125  48.875   89.5    103.1875  47.125   77.6875  86.125   54.9375
  67.8125 165.1875  48.1875  56.    ]",1744217355.4497926,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
189,188,[1.74421755e+09],0.35866387980402936,"[ 93.      92.25   113.9375 156.125  231.8125 160.8125 286.6875  92.5
 145.5625  93.5625  64.8125 158.75    80.75    95.9375  65.125   70.4375
  83.25   202.125   48.875   64.375   85.9375  88.5625  52.5    288.4375
  48.1875  59.6875 134.3125  56.5     75.3125  74.5    118.5625  51.1875
  66.9375 128.6875  52.8125  68.1875]",1744217680.754692,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
190,189,[1.74421785e+09],-0.04582150299109992,"[ 84.375   78.3125  48.5625  73.375   59.4375 147.0625 142.0625 108.125
 147.375  124.      62.1875 125.875  105.625   59.4375  85.0625  47.
  91.9375  60.4375  43.75    65.4375  63.0625 116.75    26.875   91.75
  67.625   92.75   121.1875  81.375  124.125  110.375  174.0625 106.5
  70.6875 209.875   87.375   63.625 ]",1744217986.5008502,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
191,190,[1.74421815e+09],-0.24395807367839734,"[ 46.      88.5     54.25    57.875   29.8125  55.375   37.5     74.3125
  25.      31.75    17.625   86.375   28.375   34.125   36.375   29.0625
  48.      38.25   102.5     59.     123.5    136.25    63.25    99.9375
 102.625  869.1875 139.6875  86.5625 131.125  107.5625  99.875   84.25
  73.5    232.9375  64.5625  57.5625]",1744218277.0190358,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
192,191,[1.74421845e+09],0.35890645957226097,"[ 35.5625  28.6875  39.4375  43.0625  21.0625  35.75    38.75    72.1875
  24.5625  33.25    14.3125  83.125   30.25    32.375   37.125   28.9375
  50.375   41.8125  59.6875 139.1875 205.1875 213.8125 308.875  371.5
 105.     852.1875 205.875  105.5    167.25   179.125  343.3125 180.875
  95.75   390.4375 179.3125  90.4375]",1744218653.0786514,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
193,192,[1.74421875e+09],-0.39287499778220664,"[ 39.625   46.0625  43.1875  39.75    22.875   38.4375  38.125   66.625
  23.625   32.625   18.625   85.3125  31.0625  33.5     38.4375  37.375
  53.9375  50.75    94.75    86.5    113.3125  68.375   50.625  274.1875
 102.0625  80.1875 139.0625 122.4375 121.1875 127.4375 223.      56.375
 106.3125 130.875   76.9375  55.75  ]",1744218868.360347,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
194,193,[1.74421905e+09],0.3137872897421636,"[142.6875  99.1875 182.3125 142.1875  89.6875 214.8125 173.625   99.4375
  71.625  122.0625  83.125  125.25    97.0625  64.5     60.6875  89.625
  92.125   50.      48.5     67.1875 123.8125 108.4375  40.75   116.3125
  65.5     64.6875 121.1875  69.25    71.875  111.75   221.      80.125
  61.125  102.0625  59.6875  72.8125]",1744219201.451926,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
195,194,[1.74421935e+09],-0.25363192234350423,"[ 80.625   75.25    90.5     77.      27.3125  48.375   40.875   78.5
  42.5    118.4375  29.625   90.4375  53.0625  46.125   52.25    78.4375
  55.3125  75.75    58.5     57.875  107.6875 114.125   42.8125 229.9375
  84.3125  51.6875 101.5625  75.5625  76.     104.5     88.6875  90.1875
  70.5    113.1875  50.375   64.8125]",1744219459.0936038,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
196,195,[1.74421965e+09],0.0356201715951742,"[ 91.125   60.75    96.875  103.8125  25.4375  95.0625  40.4375  76.4375
  33.75    37.6875  26.6875  95.375   57.625   39.      54.25   104.625
  58.5     95.9375  40.8125  73.9375  95.75    97.0625  40.125  134.5625
  59.1875  53.4375 110.6875  93.375   77.1875 101.875  114.625   86.625
  92.375  196.375   50.0625  68.5625]",1744219767.7537124,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
197,196,[1.74421995e+09],0.2784466778340036,"[447.75    70.75    53.625  145.6875  38.25   135.75   149.1875 113.25
 182.5    131.9375 107.3125  88.8125 170.1875  49.0625  73.8125  50.6875
  86.4375 115.125   45.6875 197.      53.125   85.      35.3125 253.5
  75.8125  56.5     99.5625  72.5     76.0625 110.125  187.625   88.25
  81.8125 169.25    46.9375  87.4375]",1744220077.518686,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
198,197,[1.74422025e+09],-0.3201690368035218,"[535.      68.8125  80.25    56.5     46.4375 165.75   115.75    77.3125
  37.8125  62.8125  36.8125  88.25    44.6875  41.375   53.8125  66.375
  97.125   72.8125  39.375  129.5625 123.5625  71.9375  33.4375  89.3125
  50.25    44.      93.5     68.4375  54.8125  88.75    92.125   72.1875
  73.625  110.4375  54.625   76.125 ]",1744220349.9402587,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
199,198,[1.74422055e+09],0.08930690201674747,"[ 34.6875  46.375   92.25    74.875   21.125   63.625   49.6875  67.25
  24.875   47.      28.625   86.9375  35.625   34.1875  40.4375  26.625
  55.4375  63.3125  93.5625 121.75   169.25   113.4375  80.625  297.8125
  76.8125  64.     127.25    77.125   71.6875 151.5625 105.6875 150.25
 265.9375 264.6875  78.875   96.25  ]",1744220690.3551154,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
