steps,frame,state,reward,area,time,config_id,seed,action,experiment.step_duration,experiment.update_freq,filepath,environment.zone,compatibility_mode,environment,algorithm
119,118,[1.74419651e+09],0.0049175637180306825,"[192.     137.375  113.875  165.0625 124.375  168.5    138.8125 138.75
 148.1875 114.9375 123.6875 235.375  154.4375 135.875  142.6875 121.625
  94.125  129.25    76.5    103.1875 104.0625 140.5    164.1875 152.75
 102.125   96.75   133.6875 133.4375 138.625  164.75   106.75   112.125
 143.0625 116.75   177.     236.0625]",1744196540.0695727,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
120,119,[1.74419681e+09],0.01791850530809209,"[161.75    92.4375  84.125  153.75   130.875  196.4375 141.625  150.
 127.0625 128.5625 168.0625 220.125  155.6875 123.5625  76.75   123.1875
 131.4375 139.3125 100.0625 110.125  112.5625 128.6875 148.375  130.75
  91.375   91.6875 151.625  122.3125 161.4375 151.875  152.     195.8125
 156.625  118.75   201.5    167.    ]",1744196841.242224,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
121,120,[1.74419711e+09],0.018993613483575304,"[186.5625 141.5     87.5625 118.25   103.8125 222.3125 156.5625 148.25
 113.375  175.     134.625  225.5    127.75   128.8125 135.5    152.6875
 112.     229.875  124.125  111.0625 105.9375 126.1875 145.1875 125.5625
 119.5    120.25   136.0625  92.5    125.125  204.75   141.875  162.375
 131.     170.1875 194.0625 149.6875]",1744197141.0883338,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
122,121,[1.74419741e+09],-0.06349338488303004,"[150.6875 120.75    98.875  145.5625 112.75   149.5625 116.375  125.5
 127.625   97.625  176.4375 169.625  145.4375 117.1875 142.3125 116.625
 116.8125 128.4375 109.6875  79.     146.3125 149.125  161.125  119.75
 159.      88.0625 166.25    91.25   127.     143.1875 102.625  133.8125
 109.3125 157.9375 170.5625 138.9375]",1744197441.2233198,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
123,122,[1.74419771e+09],0.026517074632331522,"[183.125   86.1875 113.8125 131.5    140.9375 179.6875 106.25   155.75
 122.      99.1875 149.1875 189.3125 140.8125 114.25    96.25   108.4375
 127.5    157.3125  84.75   120.5     92.8125 160.4375 184.1875 120.
 130.5     76.875  137.     123.5    149.9375 181.4375 131.375  122.3125
 164.     132.0625 164.375  172.125 ]",1744197742.0000699,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
124,123,[1.74419801e+09],0.017643305746682665,"[194.4375 141.      82.625  182.3125 138.375  110.9375 145.4375 149.25
 110.375  154.125  177.875  213.6875 141.125  127.25   160.375  125.0625
 157.     139.75   137.9375  91.0625 108.5625 107.75   149.5    128.3125
 112.0625 133.1875  93.4375 130.3125 197.375  154.     108.9375 121.75
 133.25   124.25   153.9375 164.1875]",1744198040.941801,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
125,124,[1.74419831e+09],0.031115538082182145,"[168.875  112.625  112.125  176.375  137.0625 187.625  122.0625 147.0625
 178.3125 112.375  164.75   233.625  155.9375 126.375  126.5625 118.3125
 160.75   197.8125 121.75   142.5625 102.3125 122.0625 154.25   122.6875
 124.0625 119.1875 126.4375 130.875  132.1875 154.3125 110.125  166.3125
 146.625  138.1875 173.875  167.3125]",1744198342.0007985,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
126,125,[1.74419861e+09],-0.06429019710482278,"[153.5625 136.0625 110.125  125.125  126.9375 198.75   120.75   165.375
 102.9375 137.5    169.125  165.25   134.     118.5625 150.75   112.125
 116.3125 197.9375  98.6875  91.8125 127.5625 167.6875 168.8125 108.625
 117.      82.6875 121.     107.875  102.125  147.125  148.3125 142.8125
 132.0625 114.5625 134.     217.25  ]",1744198641.3711367,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
127,126,[1.74419891e+09],0.02960321690104247,"[165.9375  85.5625 113.9375 123.5     92.6875 121.5625 144.1875 176.
  87.3125 105.125  152.75   208.375  164.25   119.875  140.5625 100.6875
 143.625  289.375   98.3125  74.1875 137.75   215.625  162.6875 156.4375
 153.5     91.3125 155.3125 123.625  155.4375  90.375  122.4375 146.8125
 120.0625 154.125  219.25   181.875 ]",1744198941.5099792,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
128,127,[1.74419921e+09],0.028418610198599224,"[163.75    97.25   117.3125 115.875  203.     205.0625 104.1875 139.9375
 145.0625 125.375  158.25   214.8125 147.3125 135.5625 113.25   135.875
 171.     192.25    84.5    105.     147.625  161.9375 184.375  142.75
 121.875   98.5625 143.1875 100.8125 139.125  126.5    116.625  131.0625
 145.0625 123.125  181.875  191.75  ]",1744199241.8487694,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
129,128,[1.74419951e+09],0.00157141869009563,"[214.0625 103.625  114.125  144.25   115.75   176.875  129.875  157.1875
 114.125  110.1875 140.625  220.3125 154.25   138.1875 115.6875  92.0625
 132.25   205.875  154.0625  53.5    100.5625 142.0625 165.0625 128.6875
 139.     131.25    96.6875 134.375  135.     165.4375 176.8125 165.
 129.125  126.8125 216.     201.125 ]",1744199540.5518568,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
130,129,[1.74419981e+09],-0.04028610776731801,"[163.375   96.9375  92.8125 168.6875 118.375  161.5    139.5625 119.5625
 119.25   129.8125 163.375  182.1875 110.9375 149.9375 128.75   119.5
 138.6875 170.125  145.5     82.6875  98.3125 130.6875 122.5625 120.5
 128.0625  81.25   148.9375 119.875  149.6875 140.125  146.5    119.0625
 139.0625 167.9375 145.75   193.625 ]",1744199841.875631,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
131,130,[1.74420011e+09],-0.006826083908393433,"[169.25    93.5    106.125  171.75   137.75   186.8125 119.625  108.5
 139.3125  82.6875 146.9375 211.6875 112.0625 118.1875 122.8125  94.4375
 163.1875 187.1875 158.875   98.3125 126.375  135.8125 150.8125 150.75
 176.4375 110.125  154.4375 112.9375 126.0625 130.1875 106.5    141.5
  97.1875 120.625  144.1875 178.    ]",1744200139.7307303,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
132,131,[1.74420041e+09],0.006165451841492407,"[156.3125  98.25   100.375  121.5    126.875  106.1875 145.875  153.6875
 121.5625 130.375  146.375  247.5625 165.9375 148.9375 105.4375 215.25
 134.625  217.875  123.8125 116.9375  95.9375 145.75   148.8125  99.0625
 172.375  101.5    121.5625 158.5    167.25   123.0625 160.125   69.625
 156.     113.25   137.5625 144.5   ]",1744200441.5451891,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
133,132,[1.74420071e+09],0.03796153364369881,"[188.125  130.     103.5625 119.75   154.0625 200.4375 165.3125 124.6875
 101.875  128.8125 104.3125 170.8125 173.125  143.3125 132.3125  95.1875
 128.     253.75   123.8125  96.125  120.9375 137.9375 159.6875 129.875
 144.0625 143.9375 110.125  112.875  155.4375 206.375  207.625  146.
 121.75   145.1875 140.3125 174.5   ]",1744200741.6291473,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
134,133,[1.74420101e+09],-0.028066761837200388,"[154.3125 122.75   142.875  137.     146.5    192.6875 139.5625 123.9375
 107.875   96.9375 125.875  248.8125 130.125  157.125  123.5625 122.625
 213.25   132.25    86.5625  53.9375 114.5625 169.9375 157.625  140.4375
  89.5625  98.6875 142.     125.6875 143.5    173.75   159.375   99.
 166.1875 115.     152.625  169.3125]",1744201040.3374183,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
135,134,[1.74420131e+09],0.0011445388229468856,"[167.4375 110.8125 116.0625 172.4375 137.375  169.9375 108.75   134.6875
 166.375  110.875  141.1875 225.0625 149.8125 152.625  114.1875  79.
 133.875  214.0625 139.0625 118.125   85.625  183.5    157.3125 105.375
 131.5625  81.3125 129.75   127.9375 175.25   171.3125 109.25   124.3125
 130.0625 112.625  141.8125 145.125 ]",1744201340.8057606,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
136,135,[1.74420161e+09],0.033642844308628246,"[217.125   88.4375 122.4375 179.4375 144.5    200.5    164.625  133.3125
 128.     134.125  131.75   220.875  144.875  139.1875 153.375  136.
 115.4375 166.1875 105.25   101.4375 151.25   152.0625 156.5625 122.875
 128.6875  89.25   142.5625 113.75   137.875  133.     163.625   96.3125
 142.4375 137.25   178.625  175.9375]",1744201641.3445592,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
137,136,[1.74420191e+09],-0.06858905857939127,"[187.875  129.8125  92.4375 141.3125 155.3125 203.25   128.6875 129.3125
 138.0625 130.3125 135.     231.4375 103.4375 118.9375 108.5    123.4375
 127.5625 181.75    95.8125  95.6875 115.0625 148.8125 125.625  120.3125
 128.4375 126.6875 100.8125  92.125  114.     174.3125 126.3125 160.9375
 162.25   115.125  170.5625 134.3125]",1744201940.8006773,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
138,137,[1.74420221e+09],0.026797052173605382,"[192.25   116.4375  90.375  118.9375 157.375  142.875  163.875  139.6875
  74.75   145.6875 134.25   180.625  180.3125 111.875  130.25    93.625
 135.25   128.9375 112.125  106.      83.375  127.8125 180.25   149.5625
 124.4375 103.8125 116.4375 138.75   126.1875 158.     152.8125 137.25
 150.625  117.375  203.125  166.6875]",1744202242.156142,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
139,138,[1.74420251e+09],-0.006015037593984963,"[186.75   136.5625 102.625  151.1875 118.625  158.6875 110.     150.6875
 136.3125 117.6875 148.5    229.3125 147.125  146.4375 111.5     94.375
 155.625  149.25    72.6875  75.5    116.75   144.625  157.125  109.25
 152.125   74.5625 109.625  119.75   113.125  143.5625 123.75   147.875
 139.25   153.1875 160.8125 197.1875]",1744202541.9348607,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
140,139,[1.74420281e+09],0.045784002468383794,"[194.375   82.125  123.6875 116.6875 138.75   181.6875 102.3125 133.625
 147.9375 130.8125 165.25   199.875  143.5625 127.8125  87.5625 102.125
 128.3125 197.75   138.4375  69.625  131.     184.8125 141.625  126.4375
 159.3125  81.375  148.625  124.1875 137.3125 197.625  148.9375 139.0625
 171.1875 142.375  130.6875 180.9375]",1744202841.9091465,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
141,140,[1.74420311e+09],-0.06467634564546514,"[181.0625  92.625  115.1875 145.375  123.9375 180.0625 106.3125 113.
 141.8125 123.125  129.6875 249.75   103.1875 110.4375 115.0625  98.0625
 121.125  230.3125 112.25   122.4375 117.375  174.5    121.75   190.3125
 127.5625 118.0625 140.5625 117.     146.25   123.25   160.5625 110.5625
 128.4375 142.0625 140.     178.75  ]",1744203142.0885584,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
142,141,[1.74420341e+09],-0.026944703874949724,"[169.25    89.4375 123.4375 119.8125 131.75   161.5625 120.375   84.125
 150.0625 129.8125 155.125  219.875  129.0625 127.4375  92.6875  93.125
 115.1875 148.375  113.9375  77.6875 121.1875 117.5625 130.875  139.625
 116.25    96.     137.625  158.5625 118.375  168.8125 102.4375 112.8125
 129.9375 178.8125 180.4375 132.6875]",1744203442.1622524,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
143,142,[1.74420371e+09],0.02491598138121988,"[144.3125  89.25   110.125  101.6875 123.875  163.8125 126.25   152.6875
 148.3125 109.25   133.4375 159.5    121.5625 153.8125 130.1875 103.8125
 109.625  163.375  134.3125  98.75   112.875  134.1875 180.6875 107.125
 108.3125  98.375   94.0625 121.875  152.5    157.     132.625  139.6875
 152.125  148.625  165.3125 163.    ]",1744203741.2340798,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
144,143,[1.74420401e+09],-0.0039684050914900485,"[162.     150.0625 109.75   168.3125 192.1875 165.5    130.1875 145.25
 121.875  117.     104.25   227.5625  99.4375 125.1875 144.5625 128.1875
  92.9375 113.8125 119.625   76.9375 137.6875 108.125  127.875   98.5625
 156.75   121.4375 156.     135.1875 112.625  130.5625 158.9375 123.5625
 132.5625 147.5    120.75   136.75  ]",1744204042.7038023,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
145,144,[1.74420431e+09],0.08029624309157567,"[153.5625 104.      80.8125 149.125  153.5625 154.5625 127.375  137.5625
 116.5    125.4375 145.9375 243.125  157.125  117.125  124.3125 144.8125
 186.75   179.9375 128.3125 125.5    145.5625 181.6875 167.5625 193.0625
 136.25   105.125  111.875  127.9375 147.5    141.9375 128.75   116.625
 143.375  160.625  152.4375 176.4375]",1744204342.0016346,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
146,145,[1.74420461e+09],-0.07726379040349118,"[139.5    124.8125 131.     148.8125 137.625  132.9375 132.3125 140.25
 155.     119.4375 129.9375 219.1875 127.625  130.875  143.5625  84.
 100.8125 164.625  113.375  106.25   114.125  116.3125 129.375  121.8125
 132.625  121.1875 100.5     96.375  178.25   158.75   137.4375 121.875
 136.875  183.8125 120.9375 172.75  ]",1744204642.510379,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
147,146,[1.74420491e+09],0.038122092277254244,"[184.5    107.3125 101.1875 137.4375 148.6875 135.0625 130.4375 171.
 125.3125 136.25   144.8125 175.0625 132.1875 120.625  135.25   116.3125
  87.75   218.4375 136.      82.125  114.375  123.5    169.875  145.375
 125.5    113.125  127.25   155.875  142.125  160.     144.625  156.3125
 103.375  115.75   162.25   180.875 ]",1744204942.2883587,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
148,147,[1.74420521e+09],0.05125926357183605,"[178.5625  87.3125 149.625  158.5625 170.5625 235.4375 127.5625 137.
 144.8125 135.     113.     192.25   153.6875 142.75   145.0625 115.
  97.625  171.4375 117.25   147.125  145.0625 169.75   121.3125 142.4375
 138.4375 137.625  127.1875 132.25   120.3125 149.5625 163.5625 144.25
 193.625  142.875  166.125  133.0625]",1744205242.727107,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
149,148,[1.74420551e+09],-0.03700167760929296,"[215.6875 148.125  111.1875 182.375  145.1875 146.375  163.5625 136.5625
 115.375  155.75   136.5625 269.75   130.75   113.6875 118.5    111.1875
 142.6875 218.125  106.0625 113.0625 100.1875 127.375  161.625  115.8125
 108.     104.1875 111.8125 136.625  137.5625 167.875  155.5    137.625
 115.375  193.625  165.9375 183.625 ]",1744205542.3835301,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
150,149,[1.74420581e+09],-0.049488554751830005,"[181.8125 139.3125  81.0625 158.375  108.1875 198.1875 142.1875 123.625
 130.25    87.9375 131.75   209.5    162.875  129.25   136.5625  96.375
 103.5625 149.25   112.      94.625  130.125  128.0625 129.375  100.125
 109.5625 126.125  129.     112.5    158.9375 138.5625 164.8125 125.375
 130.25   112.4375 177.5    184.25  ]",1744205841.0043294,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
151,150,[1.74420611e+09],0.03175186890509884,"[151.625  108.75   134.0625 170.     149.25   155.625  108.6875 154.8125
 139.5625 123.0625 146.     243.5625 137.5625 112.25   151.1875 115.875
 159.9375 164.25   126.5     78.75   103.5625 151.9375 148.125  121.8125
 118.8125 107.5     91.625  124.125  155.4375 188.6875 140.3125 172.5625
 111.6875 123.625  120.625  163.8125]",1744206140.9911957,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
152,151,[1.74420641e+09],-0.000703876321880292,"[182.375   98.4375 112.125  166.5625 152.125  153.0625 125.75   148.75
 107.125  125.8125 121.875  222.     130.     161.1875 103.125  122.5625
 123.     123.8125 137.125   94.25   115.625  207.4375 211.5    160.125
 111.6875  83.8125 104.0625 144.     134.625  154.9375 175.25    77.875
 140.875  134.0625 145.     186.5625]",1744206441.7288759,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
153,152,[1.74420671e+09],-0.013817730131123482,"[192.125  112.3125  81.875  119.0625 144.     154.125  105.25   163.8125
 137.625  117.4375 122.1875 183.8125 127.875  157.25   123.8125 119.25
  89.625  209.     120.125   94.9375 133.5    168.4375 121.25   142.75
 109.6875  67.375  116.6875 133.6875 106.75   143.25   127.25   139.9375
 173.375  150.375  173.1875 178.9375]",1744206742.621897,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
154,153,[1.74420701e+09],-0.01182479933405726,"[168.1875 111.1875  71.875  153.0625 105.625  183.     148.8125 143.
 120.0625 113.625  130.5    278.     189.     122.8125 114.75   128.25
 143.     158.625  102.5    112.625  125.8125 139.125  166.9375 109.5
 105.4375 125.8125 141.6875 135.9375 127.5    162.875   83.6875 126.1875
  96.875  130.5    148.5625 222.5   ]",1744207041.6781726,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
155,154,[1.74420731e+09],0.010113267614558155,"[165.0625 116.5625 106.9375 130.375  116.375  150.5625 151.5    123.75
 115.0625 156.6875 107.8125 235.5    132.     117.875  113.625   92.875
 128.6875 147.875  123.375  101.3125 108.125  139.6875 143.0625 115.5
 153.4375 106.625  129.875  129.4375 140.1875 196.875  168.5    133.1875
 146.25   157.9375 208.1875 163.9375]",1744207340.6267745,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
