state,steps,frame,action,reward,config_id,seed,time,area,representation.tilings,environment.zone,representation.tiles,environment.path,representation.which_tc,epsilon,experiment.update_freq,experiment.step_duration,experiment.checkpoint,lambda,alpha,experiment.image_save_keys,representation.wrap_time,environment,algorithm,compatibility_mode,filepath
[1.74371862e+09],281,280,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],-0.009236139119208083,-1218705839273047981,0,1743992543.3143528,"[160.9375 476.     273.125  304.75   484.875  191.375  320.6875 533.75
 461.125  339.1875 328.625  297.0625 249.5    273.875  184.125  383.5
 435.4375 382.4375 138.1875 157.375  242.625  558.1875 592.0625 186.
 219.0625 239.3125 559.5    546.8125 423.1875 310.4375 245.1875 369.25
 499.4375 377.5    486.4375 338.625 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74371892e+09],282,281,[0.398 0.762 0.324 0.    0.332 0.606],0.013057243530686656,-1218705839273047981,0,1743992555.2647955,"[154.3125 484.125  272.1875 297.6875 491.5    195.625  312.0625 519.625
 450.3125 339.875  374.5    301.6875 224.9375 314.125  192.375  384.9375
 431.25   367.875  137.9375 152.625  242.375  569.125  589.6875 180.9375
 220.5    244.4375 569.6875 538.     424.5625 311.     248.125  443.5
 506.3125 395.125  482.5625 326.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74371922e+09],283,282,[0.398 0.762 0.324 0.    0.332 0.606],0.030245081576992155,-1218705839273047981,0,1743992566.850489,"[151.3125 511.125  320.8125 320.0625 505.5    218.875  345.375  526.625
 447.125  326.3125 370.8125 283.6875 251.5    306.125  167.375  350.625
 401.875  292.25   151.5    165.1875 246.25   567.     593.0625 187.75
 242.9375 440.4375 559.9375 525.875  433.     313.8125 268.25   459.25
 517.8125 392.     475.75   345.25  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74371952e+09],284,283,[0.398 0.762 0.324 0.    0.332 0.606],0.005836611733560906,-1218705839273047981,0,1743992578.78289,"[198.9375 512.375  325.25   322.3125 511.125  229.625  344.4375 528.1875
 458.4375 337.625  371.125  290.75   282.375  245.625  169.4375 352.625
 401.     297.25   147.9375 166.0625 243.4375 568.5    605.75   190.1875
 245.9375 429.6875 564.5625 526.6875 435.9375 312.5    268.875  465.875
 526.     404.5    476.1875 343.0625]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74371982e+09],285,284,[0.398 0.762 0.324 0.    0.332 0.606],-0.003339828966350189,-1218705839273047981,0,1743992590.5914903,"[195.1875 514.     342.     320.375  511.5    225.8125 340.25   517.4375
 453.0625 336.3125 355.6875 280.125  245.875  314.1875 169.5625 344.8125
 397.1875 302.     150.75   165.9375 246.8125 572.0625 599.5    188.125
 254.125  427.9375 561.5625 531.0625 437.     313.0625 262.375  469.625
 525.0625 397.375  462.5    334.    ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372012e+09],286,285,[0.398 0.762 0.324 0.    0.332 0.606],-0.009931138778551854,-1218705839273047981,0,1743992602.110279,"[190.125  515.8125 276.1875 325.0625 508.     221.5    353.625  527.375
 453.375  337.25   399.625  285.875  250.5625 235.375  178.0625 348.6875
 403.9375 276.9375 153.     163.3125 244.25   563.8125 608.25   193.625
 250.0625 433.75   568.75   523.1875 431.3125 316.375  263.     467.8125
 507.875  400.8125 468.25   333.5   ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372042e+09],287,286,[0.398 0.762 0.324 0.    0.332 0.606],0.002104943654677876,-1218705839273047981,0,1743992614.2097545,"[198.3125 505.8125 304.25   321.375  500.3125 216.3125 342.875  533.5625
 446.125  336.25   361.6875 280.625  256.75   243.3125 166.     342.625
 399.8125 309.125  153.0625 167.3125 240.9375 573.25   607.75   194.125
 248.5    440.9375 567.8125 525.625  436.6875 320.3125 270.25   453.0625
 505.25   385.3125 467.1875 387.125 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372072e+09],288,287,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],-0.01286626150784155,-1218705839273047981,0,1743992625.7828014,"[176.4375 511.375  295.625  321.5625 512.625  232.75   343.3125 552.875
 444.875  338.0625 368.875  270.1875 260.4375 238.0625 170.4375 352.8125
 401.     287.4375 149.1875 162.4375 246.6875 569.75   597.4375 191.25
 247.25   442.625  553.3125 524.75   436.5625 303.125  246.5625 367.9375
 491.8125 376.3125 467.3125 397.125 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372102e+09],289,288,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],-0.020826741100322215,-1218705839273047981,0,1743992638.2653728,"[140.9375 478.75   243.25   295.6875 484.1875 196.3125 312.6875 526.125
 440.5625 342.5    292.8125 289.6875 223.9375 369.8125 189.1875 381.0625
 432.5    444.4375 148.5625 157.625  246.25   572.25   604.125  218.25
 223.1875 251.3125 571.875  535.4375 427.1875 294.375  235.1875 364.625
 517.75   382.8125 478.3125 320.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372132e+09],290,289,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],-0.010985138173069902,-1218705839273047981,0,1743992650.766585,"[126.6875 480.8125 245.25   296.75   484.6875 188.9375 317.9375 554.8125
 448.9375 338.5    340.8125 293.3125 215.25   259.9375 187.875  380.375
 435.4375 389.3125 136.375  155.     238.125  577.5    604.     189.0625
 220.5    248.5    576.0625 540.25   432.3125 301.875  234.875  355.6875
 512.     382.8125 479.75   355.75  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372162e+09],291,290,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],0.014889284187431536,-1218705839273047981,0,1743992663.2864394,"[123.75   476.5    248.875  294.4375 482.125  178.9375 310.3125 531.9375
 454.875  344.1875 397.125  295.8125 225.375  308.375  203.375  376.75
 447.0625 419.375  139.5625 156.625  238.4375 577.375  602.4375 193.625
 219.5625 251.8125 573.8125 627.0625 426.9375 311.75   230.8125 355.375
 512.9375 381.1875 489.8125 323.125 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372192e+09],292,291,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.06801267863763356,-1218705839273047981,0,1743992676.4096646,"[134.1875 445.3125 243.6875 284.875  435.     194.25   318.0625 478.375
 439.875  313.25   283.375  263.125  221.6875 226.1875 158.1875 335.0625
 383.     307.25   161.8125 147.     229.     568.5625 594.5    189.75
 250.125  240.8125 556.3125 524.     431.     304.375  230.3125 335.3125
 494.5    366.4375 465.5    400.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372222e+09],293,292,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],0.012963670821648747,-1218705839273047981,0,1743992690.0434768,"[135.     428.     227.1875 296.5625 451.3125 200.25   310.375  521.8125
 423.1875 328.1875 279.375  272.     240.     274.     178.5    320.5625
 417.875  310.6875 146.25   144.4375 224.125  547.75   587.5    211.8125
 242.8125 240.25   550.0625 574.75   421.625  308.25   235.0625 340.9375
 477.8125 367.9375 461.875  395.4375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372252e+09],294,293,[0.398 0.762 0.324 0.    0.332 0.606],-0.0016876661239874455,-1218705839273047981,0,1743992704.3534791,"[139.3125 446.6875 221.875  294.8125 431.625  202.1875 325.3125 533.0625
 429.9375 321.0625 386.4375 229.8125 225.4375 265.3125 169.25   347.4375
 408.0625 312.     150.25   156.1875 222.875  546.75   583.25   187.9375
 234.125  245.625  556.625  503.8125 411.9375 314.5    235.5    326.875
 477.6875 358.875  460.875  385.125 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372282e+09],295,294,[0.398 0.762 0.324 0.    0.332 0.606],0.06310484918504992,-1218705839273047981,0,1743992716.9460344,"[165.75   513.75   297.3125 314.875  512.25   208.375  346.8125 568.0625
 456.6875 335.625  343.1875 280.125  262.6875 237.75   160.     350.3125
 395.     279.375  151.8125 163.75   240.6875 569.5625 588.25   179.375
 247.75   369.875  567.5    597.     427.375  315.6875 256.1875 373.125
 510.8125 380.1875 472.25   339.1875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372312e+09],296,295,[0.398 0.762 0.324 0.    0.332 0.606],-0.01748628014927563,-1218705839273047981,0,1743992728.02511,"[193.     516.75   304.5    316.625  511.6875 217.375  340.5625 557.8125
 451.8125 328.25   362.125  270.4375 229.3125 236.625  164.3125 350.1875
 394.625  282.6875 148.25   162.625  237.625  564.9375 588.6875 174.0625
 245.     262.8125 561.5625 528.0625 430.3125 304.4375 273.0625 367.0625
 514.5    378.875  462.1875 333.5   ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372342e+09],297,296,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],0.018860802077782925,-1218705839273047981,0,1743992739.709311,"[183.375  510.5625 323.5    315.5    507.625  208.     338.25   543.625
 444.6875 324.6875 396.8125 280.5    234.5    301.625  158.4375 355.25
 396.125  279.5    150.9375 161.25   237.3125 562.9375 592.8125 178.25
 240.125  363.625  561.25   512.125  432.625  302.5    275.0625 375.375
 520.8125 378.9375 458.5    330.125 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372372e+09],298,297,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.08296522804054972,-1218705839273047981,0,1743992752.5255725,"[131.875  430.1875 254.     289.8125 454.4375 194.5    289.9375 488.3125
 417.9375 299.9375 254.625  243.75   219.5    310.8125 172.3125 342.5625
 373.625  281.0625 145.5625 153.6875 230.     553.9375 580.5625 194.8125
 241.125  247.9375 546.5    503.5625 414.0625 313.25   246.75   346.1875
 528.     366.5    485.625  309.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372403e+09],299,298,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],0.07487468997878577,-1218705839273047981,0,1743992767.056249,"[141.1875 460.6875 276.5    297.875  460.875  191.75   329.4375 485.125
 449.     320.25   311.5625 257.5625 251.4375 332.3125 175.3125 359.25
 401.0625 302.375  141.625  153.75   238.     549.8125 570.625  213.625
 245.5    430.875  548.4375 509.375  406.1875 327.25   262.9375 441.25
 479.6875 369.8125 463.125  383.    ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372433e+09],300,299,[0.398 0.762 0.324 0.    0.332 0.606],-0.03017805526861377,-1218705839273047981,0,1743992781.709923,"[122.5    437.4375 263.75   298.8125 451.4375 198.     326.     498.4375
 434.3125 317.25   423.625  291.     206.0625 260.75   171.375  353.4375
 377.0625 366.375  146.3125 153.3125 233.1875 538.75   564.625  196.5625
 261.625  237.75   546.625  500.625  408.6875 317.375  257.375  351.6875
 479.125  356.5    474.     380.875 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372462e+09],301,300,[0.398 0.762 0.324 0.    0.332 0.606],0.07193792729914932,-1218705839273047981,0,1743992794.180009,"[168.0625 517.375  316.5    318.1875 509.125  210.8125 352.5    529.875
 446.4375 331.125  476.625  259.5625 256.5625 239.     179.3125 358.6875
 393.     302.0625 152.8125 168.125  242.5    574.5625 580.9375 187.8125
 244.25   436.1875 553.5625 524.5625 424.75   319.375  278.9375 472.125
 508.625  394.5625 457.3125 385.75  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372492e+09],302,301,[0.398 0.762 0.324 0.    0.332 0.606],-0.007220248893015962,-1218705839273047981,0,1743992806.3009336,"[169.125  517.25   333.125  319.375  510.625  207.6875 344.125  528.9375
 448.125  320.25   406.4375 276.125  241.875  295.375  167.1875 358.8125
 390.375  299.5    150.0625 164.8125 242.6875 560.8125 576.75   191.25
 242.     437.125  550.75   527.5625 424.3125 309.9375 274.8125 461.0625
 544.0625 391.8125 458.375  332.25  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372522e+09],303,302,[0.398 0.762 0.324 0.    0.332 0.606],0.013484654307969373,-1218705839273047981,0,1743992818.999216,"[154.6875 516.125  345.625  320.8125 516.1875 219.125  349.375  532.1875
 442.8125 330.375  495.25   283.0625 244.     297.3125 163.5    361.125
 395.5625 292.     150.875  162.25   238.3125 559.625  582.9375 190.875
 245.875  436.125  551.6875 525.9375 427.6875 310.9375 274.9375 450.75
 546.375  395.4375 456.75   333.625 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372552e+09],304,303,[0.398 0.762 0.324 0.    0.332 0.606],-0.0032929082975958657,-1218705839273047981,0,1743992830.028571,"[132.9375 503.375  269.4375 321.875  510.375  217.25   361.     519.9375
 442.9375 324.     460.5    273.6875 235.75   296.375  164.125  357.9375
 393.5625 296.5625 152.875  169.375  248.5    577.5    587.4375 188.8125
 248.     440.875  565.5625 535.9375 434.8125 310.0625 271.5625 470.9375
 550.375  401.0625 466.0625 393.375 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372582e+09],305,304,[0.398 0.762 0.324 0.    0.332 0.606],0.0009375722725923312,-1218705839273047981,0,1743992841.5158157,"[187.4375 514.75   315.4375 319.4375 513.0625 224.5625 372.8125 526.9375
 445.5    326.75   381.4375 271.4375 262.5625 300.0625 163.8125 361.625
 395.8125 296.8125 155.125  169.4375 247.9375 577.625  585.25   187.
 292.9375 367.1875 570.4375 537.5    435.1875 306.8125 271.25   479.5
 543.875  388.625  467.5625 393.1875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372612e+09],306,305,[0.398 0.762 0.324 0.    0.332 0.606],-0.011346194779473703,-1218705839273047981,0,1743992852.7683535,"[190.6875 513.     299.     318.0625 510.5    215.375  377.0625 516.375
 444.125  328.8125 390.     267.3125 236.6875 305.5    167.5625 365.125
 403.6875 308.5    154.4375 170.875  243.6875 578.4375 584.6875 186.9375
 243.8125 370.3125 572.5    536.125  431.5625 299.6875 269.4375 476.5
 537.6875 384.0625 466.5    377.5   ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372642e+09],307,306,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],0.0073755881079252935,-1218705839273047981,0,1743992864.5353236,"[196.125  508.5    285.375  319.625  514.6875 217.8125 375.9375 537.1875
 446.8125 328.3125 396.25   269.3125 251.5    293.8125 160.8125 371.5625
 399.875  297.6875 152.9375 164.6875 243.75   580.6875 582.75   183.8125
 249.125  432.6875 705.625  536.75   426.1875 296.25   264.6875 469.6875
 531.5    382.1875 469.0625 388.625 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372672e+09],308,307,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.0807042167718637,-1218705839273047981,0,1743992877.8667328,"[136.     455.8125 247.8125 303.9375 458.875  201.6875 325.625  467.5
 415.6875 317.875  262.     245.75   197.5625 232.375  150.9375 347.9375
 377.3125 309.4375 148.25   150.375  230.3125 565.5    580.0625 202.125
 271.9375 301.5625 706.3125 517.6875 420.5    297.5625 245.25   420.4375
 506.125  480.625  463.9375 367.6875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372703e+09],309,308,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],0.002875717046443736,-1218705839273047981,0,1743992891.6321325,"[143.6875 423.     240.8125 280.9375 453.0625 212.     334.     540.3125
 423.625  320.125  338.4375 258.5625 234.     247.625  155.0625 342.125
 376.3125 287.1875 152.5625 150.0625 237.3125 575.6875 568.375  240.625
 261.     231.3125 673.8125 516.8125 422.8125 335.1875 247.3125 430.375
 484.875  361.5    472.6875 388.625 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372733e+09],310,309,[0.398 0.762 0.324 0.    0.332 0.606],0.00256257456646785,-1218705839273047981,0,1743992906.2075171,"[143.9375 454.625  252.1875 282.6875 438.5625 228.0625 326.625  540.5625
 410.0625 314.875  306.125  267.3125 214.625  316.75   151.0625 355.0625
 380.625  307.875  144.25   161.5    240.3125 577.6875 566.9375 205.375
 232.5    255.3125 681.0625 510.625  411.0625 331.0625 247.0625 441.75
 486.875  360.0625 467.9375 380.375 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372762e+09],311,310,[0.398 0.762 0.324 0.    0.332 0.606],0.03978986589553408,-1218705839273047981,0,1743992917.5959547,"[175.375  511.5625 273.4375 314.3125 514.375  223.625  353.3125 581.0625
 448.125  331.1875 383.6875 274.     230.4375 296.1875 173.6875 357.5
 403.125  285.3125 150.375  171.5625 246.125  594.75   573.3125 184.25
 249.625  267.625  712.75   596.3125 423.875  317.     263.8125 377.3125
 505.8125 383.0625 478.875  338.1875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372792e+09],312,311,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.012566921751100964,-1218705839273047981,0,1743992929.33599,"[174.4375 518.5625 270.625  311.75   512.3125 208.75   351.4375 577.9375
 445.125  322.75   388.3125 270.6875 247.1875 295.75   167.625  362.25
 397.5    281.4375 148.125  163.25   240.5625 584.625  571.5    180.4375
 242.8125 265.     586.375  518.25   418.375  318.6875 258.9375 379.375
 498.875  375.8125 472.25   332.75  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372823e+09],313,312,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.05557892209657682,-1218705839273047981,0,1743992942.8779874,"[134.375  447.875  244.9375 281.75   440.25   188.5    300.25   460.
 399.9375 300.3125 352.0625 256.1875 203.0625 275.125  153.     329.75
 371.5    326.625  150.4375 149.8125 237.0625 576.75   570.4375 204.
 248.1875 246.3125 578.75   516.8125 414.375  316.     249.5625 429.8125
 491.3125 364.875  478.1875 304.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372852e+09],314,313,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],0.01782692783152602,-1218705839273047981,0,1743992956.608897,"[161.4375 452.6875 238.8125 302.4375 429.0625 178.3125 332.75   469.25
 423.5    321.     391.9375 258.25   221.375  317.75   163.625  325.25
 386.3125 312.5    153.625  150.9375 224.9375 571.9375 561.125  183.75
 239.3125 252.0625 564.3125 504.375  404.9375 308.125  259.625  437.8125
 489.25   350.75   451.875  363.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372883e+09],315,314,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.012880526919331324,-1218705839273047981,0,1743992971.0626209,"[149.1875 456.75   225.3125 290.     425.     199.6875 295.625  484.
 430.875  304.     387.125  264.6875 218.     238.5    160.5625 343.3125
 384.     318.     138.6875 146.5625 229.6875 564.3125 571.875  189.875
 256.8125 244.5    555.     518.8125 409.4375 310.8125 264.1875 344.375
 480.5    355.3125 459.3125 398.5   ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372913e+09],316,315,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.005786065774013797,-1218705839273047981,0,1743992985.7281296,"[138.625  440.6875 245.5625 288.9375 440.125  218.8125 310.8125 502.6875
 412.8125 313.5    301.875  246.125  208.5    325.625  190.6875 336.375
 375.75   287.4375 147.5    148.3125 231.375  577.375  571.9375 222.125
 233.25   247.6875 556.6875 511.625  401.3125 324.5    269.375  352.375
 489.4375 356.125  463.5625 308.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372942e+09],317,316,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0.008598829289363811,-1218705839273047981,0,1743993000.3678477,"[126.75   446.8125 231.5625 279.875  453.3125 350.375  311.8125 470.875
 412.6875 319.375  340.625  240.3125 216.3125 249.5    177.0625 326.125
 369.125  311.     133.8125 156.25   218.375  573.375  568.5625 197.
 237.6875 236.875  704.6875 522.9375 403.25   337.375  257.1875 420.4375
 462.25   348.375  475.625  310.    ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74372972e+09],318,317,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0.030197771492923478,-1218705839273047981,0,1743993012.8957114,"[118.6875 482.625  231.0625 291.1875 485.25   184.75   314.25   516.8125
 458.125  336.5625 251.4375 267.     228.375  327.375  204.     403.75
 438.75   342.1875 129.625  150.1875 243.375  605.125  574.125  182.8125
 220.     243.75   719.0625 547.75   420.6875 300.3125 241.125  358.0625
 537.5625 376.0625 487.625  325.1875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373002e+09],319,318,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0.002269662606958792,-1218705839273047981,0,1743993025.0642984,"[148.125  478.875  228.875  289.4375 479.875  181.     317.875  519.8125
 457.1875 341.125  286.0625 275.375  198.625  279.6875 208.5625 404.375
 430.5    380.875  131.5    155.5625 246.0625 607.9375 586.125  170.625
 217.3125 249.6875 707.0625 543.3125 419.875  301.3125 240.125  364.0625
 549.3125 385.5625 484.4375 329.    ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373032e+09],320,319,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.022119539198003677,-1218705839273047981,0,1743993037.260392,"[127.5625 466.375  220.     283.3125 481.5    164.     319.8125 509.5
 453.8125 326.5625 247.875  278.25   218.625  275.4375 188.1875 401.1875
 427.375  310.75   134.0625 158.6875 247.3125 605.1875 585.4375 177.5625
 218.75   248.6875 561.25   543.5    422.9375 297.8125 237.75   346.75
 546.25   378.25   477.0625 325.25  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373062e+09],321,320,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.06302056444511717,-1218705839273047981,0,1743993050.4078677,"[151.1875 480.3125 283.4375 328.     510.6875 268.0625 360.     552.625
 426.6875 323.8125 333.8125 307.5    219.875  286.0625 119.5625 328.4375
 390.6875 290.875  159.8125 169.625  251.125  579.     586.1875 196.8125
 269.0625 273.3125 578.6875 537.3125 427.8125 348.75   251.5625 465.3125
 480.0625 378.5625 481.5625 437.8125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373092e+09],322,321,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.010492073463931183,-1218705839273047981,0,1743993063.2512207,"[150.9375 479.5    270.0625 326.3125 507.375  265.1875 355.8125 542.9375
 434.5625 322.375  335.8125 299.5    216.0625 285.375  120.625  335.125
 390.     289.1875 158.4375 165.     249.8125 588.6875 588.625  191.4375
 270.0625 278.375  576.375  513.3125 423.5    339.0625 421.0625 468.875
 480.8125 377.0625 476.9375 439.5625]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373123e+09],323,322,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.006005219180087829,-1218705839273047981,0,1743993076.864918,"[157.8125 479.375  270.3125 327.1875 510.8125 281.0625 354.375  553.0625
 430.5625 325.4375 385.     290.5625 215.875  282.     119.8125 337.125
 389.25   292.6875 159.6875 160.5    249.4375 586.3125 604.3125 196.0625
 274.875  268.25   583.8125 507.875  423.0625 336.25   315.9375 467.625
 481.5625 377.5625 480.9375 430.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74373152e+09],324,323,[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.0023514084659682554,-1218705839273047981,0,1743993090.0753052,"[148.1875 485.4375 263.9375 332.8125 511.5625 274.4375 356.1875 542.375
 435.5625 325.     386.625  300.875  214.6875 283.5625 126.4375 341.375
 396.25   285.75   155.0625 163.6875 247.875  586.875  606.9375 184.125
 269.8125 273.6875 581.3125 517.5    424.25   343.0625 324.125  464.
 478.5625 376.6875 478.75   429.    ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
