action,reward,area,config_id,time,seed,state,frame,steps,actions,experiment.step_duration,experiment.update_freq,environment.zone,environment,algorithm,filepath,compatibility_mode
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.012724215890593126,"[125.8125  68.5    105.     149.125   91.25   183.75   175.5    212.75
 103.5    128.75   108.0625  94.125   96.4375 124.3125 113.     106.375
 106.4375 372.5    118.625  128.1875  87.      95.625  118.3125 176.5
 175.     102.4375 187.5    187.25   140.75   128.4375 164.5625 164.
 120.8125 114.75   132.375  161.375 ]",8700768564448361811,1744454612.8282962,0,[1.74445458e+09],50,51,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.0017024957367774926,"[131.5     77.875  102.125  163.4375  87.75   222.3125 158.625  210.875
 106.125  147.5    106.25   102.4375  95.625  122.125  111.5    101.375
 120.9375  51.625  121.0625 136.0625 102.875  103.9375 111.4375 189.6875
 167.125  107.875  201.6875 166.6875 151.75   137.625  158.8125 168.8125
 133.6875 141.125  130.9375 160.3125]",8700768564448361811,1744455216.25888,0,[1.74445518e+09],51,52,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.020155141012751406,"[116.125   69.125  101.625  160.0625  89.625  211.0625 182.375  209.375
 101.125  116.5    113.875  115.3125 100.9375 133.0625 116.0625 111.3125
 117.4375  68.5625 128.75   129.     100.     108.     117.125  170.5
 168.3125  92.3125 174.4375 180.5    151.25   121.5625 151.5    154.1875
 141.125  115.875  114.9375 150.75  ]",8700768564448361811,1744455814.509232,0,[1.74445578e+09],52,53,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.05443737151380793,"[130.375   68.875   97.625  170.3125 102.625  199.     199.5625 218.9375
 108.6875 141.125  112.875  109.125   96.5    135.4375 114.4375 215.5625
 128.1875  60.5    126.4375 132.125  105.875  109.6875 128.1875 174.
 184.875  103.3125 171.9375 183.3125 153.0625 133.4375 172.25   157.8125
 128.5625 114.125  122.375  147.6875]",8700768564448361811,1744456413.6569495,0,[1.74445638e+09],53,54,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.030523200762977345,"[126.      62.9375 103.1875 154.375   86.6875 196.5    180.8125 205.9375
  99.6875 114.3125 132.4375 109.3125  92.5    128.8125 115.5    106.125
 104.9375 352.6875 137.     130.0625  93.25   103.375  119.1875 159.5625
 163.      95.8125 184.5625 187.3125 154.25   125.125  155.25   166.
 131.75   128.3125 117.125  142.0625]",8700768564448361811,1744457013.3785443,0,[1.74445698e+09],54,55,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.0100491021516284,"[117.125   63.     104.0625 161.625   92.5    163.3125 187.3125 218.1875
 107.75   112.6875 104.9375 106.125   98.5    128.0625 116.6875 109.375
 105.625  348.375  126.625  132.9375  91.4375 103.25   123.75   167.6875
 172.8125 102.6875 177.5    176.625  151.0625 128.0625 166.1875 140.25
 124.     123.3125 119.6875 154.75  ]",8700768564448361811,1744457613.8619761,0,[1.74445758e+09],55,56,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.042620932347425575,"[138.25    80.1875 120.6875 187.125   91.9375 201.125  165.5625 211.9375
 114.75   119.1875 106.1875 107.75   111.3125 124.8125 111.75   105.4375
 125.875   64.0625 124.3125 138.125  106.625  121.25   117.25   184.5625
 175.5    115.25   212.1875 180.5625 148.5    144.8125 158.4375 182.125
 143.9375 146.     120.5    156.1875]",8700768564448361811,1744458213.2296464,0,[1.74445818e+09],56,57,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.02968234875064155,"[122.75    76.0625  95.75   164.75   100.1875 183.375  183.5    225.3125
  94.125  114.4375 104.     101.625   95.1875 127.625  119.5625 109.0625
 107.5625 342.1875 128.5    128.0625  94.     112.1875 115.875  174.
 169.5625 112.75   190.125  189.25   155.5    135.0625 153.125  162.25
 131.625  123.25   115.0625 147.625 ]",8700768564448361811,1744458814.0005674,0,[1.74445878e+09],57,58,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.00802815485955101,"[130.5625  73.0625 107.9375 191.5625  89.6875 199.25   150.75   220.875
 121.375  124.25   112.     139.8125  93.9375 128.25   118.3125 105.1875
 114.625   62.     122.5    133.625  106.6875 100.375  130.5625 180.75
 169.625   95.75   186.375  177.375  158.875  141.3125 162.8125 165.3125
 140.75   116.625  123.875  148.5625]",8700768564448361811,1744459417.3786886,0,[1.74445938e+09],58,59,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.00839633590159053,"[124.9375  76.75   113.0625 169.25    96.1875 191.0625 177.6875 218.0625
 109.1875 157.5625 115.8125  98.875   95.1875 135.9375 117.375  108.3125
 104.625  391.5    134.875  131.3125  98.875  104.3125 115.5    181.75
 174.5625  93.1875 166.3125 178.6875 151.     140.875  153.25   150.125
 120.125  119.875  124.0625 163.5   ]",8700768564448361811,1744460012.4604023,0,[1.74445998e+09],59,60,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.05278866581044932,"[117.3125  79.5625  95.625  156.5     98.3125 206.     188.9375 217.125
 104.9375 122.6875  95.4375 117.3125  90.0625 131.625  116.125  101.25
 109.0625  62.5625 130.1875 120.1875  94.     103.625  119.5    173.9375
 174.8125  97.8125 177.9375 177.125  146.5625 130.5625 158.5    165.0625
 121.3125 114.375  124.     142.75  ]",8700768564448361811,1744460614.4273024,0,[1.74446058e+09],60,61,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.05197437111293322,"[126.75    69.375  102.0625 185.5625  91.75   177.6875 193.8125 231.25
 116.375  157.1875  94.5625 108.375  100.75   136.5    118.5    114.875
 107.5625 320.75   125.75   124.6875  92.6875 103.9375 121.375  173.
 162.3125 102.9375 192.5625 187.4375 145.0625 127.625  159.0625 158.9375
 129.5    118.25   119.125  145.625 ]",8700768564448361811,1744461212.516692,0,[1.74446118e+09],61,62,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.035557662676306744,"[121.125   60.25   102.875  154.375   99.1875 182.375  178.125  222.375
 109.875  128.5625 102.8125 114.25   100.0625 130.6875 118.25   112.6875
 108.375   68.375  124.125  134.75    87.6875 109.75   112.3125 171.9375
 168.3125 105.75   176.6875 177.75   153.375  129.5625 148.75   151.3125
 130.8125 117.375  134.3125 152.5   ]",8700768564448361811,1744461812.76535,0,[1.74446178e+09],62,63,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.03200891846145408,"[113.625   61.1875 109.4375 170.375   81.6875 199.4375 179.1875 225.25
 103.5    118.0625 125.625  114.75   103.375  129.9375 116.8125 112.125
 111.375  365.875  121.6875 130.6875  98.125  119.8125 125.375  179.1875
 177.75   100.375  181.0625 168.1875 148.1875 140.125  152.6875 160.3125
 126.9375 112.9375 126.3125 145.125 ]",8700768564448361811,1744462413.6158962,0,[1.74446238e+09],63,64,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.01952224272479566,"[123.125   77.375  106.875  175.3125  93.625  212.4375 182.25   214.9375
 109.6875 105.6875 109.0625 107.625   92.625  136.75   117.6875 111.9375
 111.6875  86.75   129.125  139.625   91.75   105.3125 117.1875 191.
 169.625  100.25   199.1875 188.9375 143.1875 133.125  155.5    168.75
 139.875  111.875  131.4375 146.    ]",8700768564448361811,1744463015.2666488,0,[1.74446298e+09],64,65,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.042849539291176984,"[119.25    66.625  114.0625 181.875  101.6875 196.1875 196.1875 220.5625
 110.9375 142.9375 115.5625 112.125  100.5625 130.3125 115.25   112.3125
  93.5    315.875  124.875  160.8125  89.4375 100.625  124.5    176.1875
 168.125   97.4375 171.125  183.9375 147.     129.875  166.75   155.375
 131.0625 122.8125 124.1875 187.75  ]",8700768564448361811,1744463613.170743,0,[1.74446358e+09],65,66,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.008623479918355761,"[123.0625  68.1875 102.125  175.8125  97.75   187.25   174.25   216.75
 123.5    193.1875 109.5    116.375  103.8125 136.75   117.875  115.75
 102.5625 357.3125 128.3125 135.6875  92.375  107.5625 118.3125 157.5
 166.     100.875  177.9375 184.1875 151.875  135.875  161.9375 156.4375
 151.0625 118.625  130.0625 182.3125]",8700768564448361811,1744464212.8474593,0,[1.74446418e+09],66,67,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.004213155493286135,"[123.875   64.1875 107.125  166.0625  96.     198.3125 180.25   218.125
 105.625  135.4375 120.4375 118.5     94.625  135.8125 118.25   118.375
 101.0625 343.0625 127.6875 134.25   105.4375 127.0625 141.125  174.6875
 179.25   105.0625 169.8125 183.1875 157.0625 137.375  153.875  165.875
 132.8125 115.1875 137.9375 154.5625]",8700768564448361811,1744464812.8250816,0,[1.74446478e+09],67,68,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.023377929758622722,"[122.625   59.6875 103.125  170.25    94.9375 194.5625 196.125  223.875
 113.375  139.125  111.375  109.3125  86.     133.125  118.6875 120.5
  99.375   66.5625 133.875  149.875   90.375  115.125  118.     191.1875
 172.875  102.25   186.125  189.25   154.625  131.     166.625  163.75
 130.8125 121.6875 131.9375 156.25  ]",8700768564448361811,1744465414.5201516,0,[1.74446538e+09],68,69,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.0004894114225535961,"[132.      84.      92.625  171.1875  91.75   190.125  201.1875 234.625
 121.0625 122.75   117.5    111.5    104.625  137.375  119.9375 121.25
  93.9375 367.5    128.4375 132.5     93.9375 109.6875 108.6875 210.125
 164.375   98.875  181.125  193.0625 147.6875 127.1875 151.     161.9375
 123.8125 118.5    123.75   188.25  ]",8700768564448361811,1744466012.1089025,0,[1.74446598e+09],69,70,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.02783709869278641,"[128.3125  75.375   97.5    170.6875  91.75   189.4375 171.5625 211.125
  98.75   114.     106.125   99.625   94.0625 127.     117.0625 107.5
 110.875   59.6875 131.625  131.0625 109.75   117.125  127.4375 184.375
 172.8125  99.4375 180.9375 182.4375 145.75   140.5625 156.25   192.75
 128.     131.9375 111.0625 143.25  ]",8700768564448361811,1744466615.4534247,0,[1.74446658e+09],70,71,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.03225504745612991,"[129.9375  63.375  101.4375 159.3125  98.625  194.875  166.8125 219.0625
 100.     161.125  111.875  104.5625  91.75   134.125  121.125  108.6875
  99.25   303.4375 129.0625 126.125   95.1875 120.5625 123.5625 182.5
 169.25   119.625  178.6875 195.125  152.8125 138.875  152.     163.0625
 133.3125 124.5    126.5    139.6875]",8700768564448361811,1744467214.359248,0,[1.74446718e+09],71,72,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.02784110321549528,"[112.6875  59.125  107.5    160.75    87.8125 198.625  179.3125 225.1875
 111.9375 120.125  114.75   107.1875  94.5    132.375  116.1875 112.0625
 100.4375  62.3125 147.3125 146.75    89.625  119.5    123.875  172.5625
 171.875   96.8125 176.9375 181.625  153.375  138.6875 154.6875 157.375
 137.375  118.75   123.5    144.75  ]",8700768564448361811,1744467812.769241,0,[1.74446778e+09],72,73,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.014441747622558376,"[127.25    62.1875 105.25   160.4375  94.8125 184.0625 173.25   220.125
 106.4375 117.8125  96.625  104.375   96.5625 127.6875 119.125  106.5625
  99.75    56.0625 130.6875 128.5     93.125  110.6875 115.3125 175.1875
 172.      95.125  174.3125 184.25   165.4375 136.4375 152.375  168.375
 131.5    124.8125 127.5    147.75  ]",8700768564448361811,1744468411.806257,0,[1.74446838e+09],73,74,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.059730424784234834,"[134.125   72.6875 110.     166.8125  94.4375 191.125  190.3125 216.25
 101.1875 139.375  131.5625 120.5     91.875  132.6875 118.25   111.75
  94.8125 296.5625 125.     119.1875 102.625  119.9375 123.125  194.5
 177.5    106.6875 208.9375 190.3125 153.125  130.0625 154.3125 167.0625
 138.8125 110.625  132.0625 146.8125]",8700768564448361811,1744469014.1782696,0,[1.74446898e+09],74,75,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.03269475198855646,"[122.0625  77.9375 107.     160.0625  98.1875 203.5    163.4375 224.875
 107.1875 180.25    97.375  115.4375  96.0625 133.9375 120.6875 110.375
  93.3125  58.8125 119.5    138.3125 104.5    112.875  126.75   178.25
 175.6875 116.     169.9375 199.0625 156.6875 147.875  166.125  153.
 132.     111.6875 126.875  149.4375]",8700768564448361811,1744469613.7288082,0,[1.74446958e+09],75,76,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.0010418919839449844,"[134.5625  70.125  105.8125 159.9375  94.625  191.625  182.125  216.625
 106.1875 122.625   94.5    118.25    96.1875 130.875  116.8125 111.3125
 106.3125  68.8125 135.875  132.0625 101.3125 114.6875 132.875  189.875
 166.375   94.8125 181.125  184.6875 171.25   132.875  173.5    158.3125
 141.     115.25   129.3125 145.75  ]",8700768564448361811,1744470213.8520894,0,[1.74447018e+09],76,77,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.026248982872329976,"[133.875   88.4375 107.875  168.0625  89.3125 237.5625 196.3125 231.8125
 117.25   158.0625 110.375  119.625  104.5    139.75   125.     110.
 122.5625  74.1875 116.75   134.3125 103.4375 118.125  112.0625 191.875
 176.875  101.9375 189.3125 174.6875 146.25   139.     159.75   192.125
 135.0625 134.875  118.25   148.6875]",8700768564448361811,1744470816.5003047,0,[1.74447078e+09],77,78,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.00675376590438405,"[137.75    68.0625 113.4375 168.      93.8125 203.125  194.625  222.625
 105.375  146.4375 108.6875 113.0625 112.3125 140.0625 121.0625 120.75
  94.0625  63.75   130.9375 127.8125 106.125  120.125  121.5625 185.75
 179.75   109.625  185.1875 176.875  152.4375 133.3125 157.875  162.125
 132.625  119.125  132.75   155.375 ]",8700768564448361811,1744471412.763537,0,[1.74447138e+09],78,79,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.01164222511351518,"[127.5     65.875  106.5625 152.0625  94.0625 188.4375 184.375  220.6875
 106.75   135.0625 127.875  112.25    93.5625 138.8125 120.625  108.625
 106.6875  64.3125 140.25   141.875  109.375  108.5625 126.     181.8125
 176.8125  98.9375 185.3125 195.6875 161.4375 138.8125 159.875  156.5625
 129.375  107.625  134.4375 147.75  ]",8700768564448361811,1744472012.0728185,0,[1.74447198e+09],79,80,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.018502461616438058,"[134.      60.     110.9375 155.25   100.125  185.0625 168.125  224.6875
 122.3125 117.5625 102.1875 119.1875  98.4375 134.1875 118.8125 109.5
  95.      53.0625 134.875  135.25    93.4375 118.25   121.625  181.
 179.9375 102.5625 176.625  201.8125 154.8125 138.0625 153.4375 163.875
 128.75   111.3125 123.4375 144.5625]",8700768564448361811,1744472613.383185,0,[1.74447258e+09],80,81,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.11177338179972524,"[156.375  110.6875 120.125  175.4375  83.75   243.625  323.4375 223.625
 124.5625 150.     110.25   108.75   124.5625 133.3125 117.625  115.9375
 119.0625  71.1875 128.9375 148.5625 132.8125 120.375  131.1875 241.4375
 172.25   119.625  208.6875 194.8125 154.9375 162.9375 172.5    216.0625
 159.9375 152.1875 123.4375 166.5   ]",8700768564448361811,1744473210.032931,0,[1.74447318e+09],81,82,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.10888061790553993,"[123.9375  57.3125  99.5625 160.6875  95.9375 173.375  182.875  218.5
 118.     137.625  111.     105.375   97.     130.0625 121.9375 115.1875
  97.8125  60.5    133.5625 132.875   97.875  123.8125 129.5625 174.6875
 173.125   98.3125 187.625  195.5    153.3125 127.0625 154.6875 174.1875
 135.5    113.375  122.3125 149.875 ]",8700768564448361811,1744473812.7260087,0,[1.74447378e+09],82,83,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.06585444371487156,"[128.125   70.875  113.3125 157.875   98.9375 207.6875 179.8125 224.6875
 116.3125 134.4375 120.75   117.875  102.6875 130.125  117.625  207.875
 131.5625 341.875  140.1875 127.6875  88.25   123.4375 124.375  176.25
 181.625  115.8125 189.25   194.9375 160.3125 137.9375 155.3125 149.1875
 121.3125 116.5    132.0625 145.875 ]",8700768564448361811,1744474412.6996186,0,[1.74447438e+09],83,84,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.015893573567402695,"[127.875   58.875  116.75   162.6875  96.625  206.1875 175.6875 218.875
 118.1875 111.875  108.1875 113.5625  91.875  139.625  120.25   108.8125
 106.625  320.25   133.     136.      90.8125 116.625  128.6875 176.4375
 175.9375 118.1875 200.1875 195.0625 155.5    145.9375 159.5    184.625
 140.1875 117.     130.9375 154.    ]",8700768564448361811,1744475013.8320165,0,[1.74447498e+09],84,85,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.029090222143230014,"[127.0625  61.8125 110.25   171.      94.25   206.6875 166.875  222.875
 117.375  124.5    117.5    109.25    97.4375 137.625  120.75   107.0625
 103.25    60.0625 134.875  137.     102.     118.5    127.25   189.5
 176.9375 103.6875 183.875  190.9375 155.1875 143.25   156.8125 177.4375
 138.3125 118.0625 129.125  151.75  ]",8700768564448361811,1744475614.542259,0,[1.74447558e+09],85,86,,600,1,6,P5,Poisson6,experiments/online/E6/P5/poisson6.xlsx,0
