action,reward,area,config_id,time,seed,state,frame,steps,actions,experiment.step_duration,experiment.update_freq,environment.zone,environment,algorithm,filepath,compatibility_mode
[1.    0.324 0.324 0.    0.    0.   ],0.004403104582405696,"[129.1875 150.125  130.375  144.75   243.75   126.125  247.625  175.125
  89.     141.75   154.75    63.75   176.3125  90.625  103.8125  38.8125
 149.75   114.0625 131.1875  98.      75.375  134.5    161.8125 182.5
 109.9375  13.625  183.6875 125.1875  89.6875 103.5     70.1875 130.75
 161.625   47.875   78.5625 153.5   ]",-1347286817994662909,1744642432.3553915,0,[1.74464241e+09],363,364,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.0196293231578432,"[130.625  154.625  131.25   146.8125 239.     120.     246.9375 169.625
  83.9375 148.1875 156.25    56.0625 184.1875  92.375  107.4375  41.875
 152.5625 102.75   123.375  105.9375  67.8125 146.6875 179.125  171.8125
 112.5      0.     201.9375 101.3125 114.3125 128.25    78.8125 131.75
 184.125   47.      82.875  143.8125]",-1347286817994662909,1744643033.1269162,0,[1.74464301e+09],364,365,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.024911134361306563,"[130.9375 147.375  138.25   160.125  233.875  126.625  301.5    175.6875
  93.1875 149.3125 162.1875  66.6875 181.25    88.75   102.5     39.5625
 145.1875  97.8125 139.9375  99.6875  74.3125 139.0625 161.1875 175.1875
 108.8125  11.3125 190.5     99.125   91.5     76.875   67.3125 128.9375
 182.3125  50.625   76.125  143.875 ]",-1347286817994662909,1744643632.513641,0,[1.74464361e+09],365,366,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.015604984732361266,"[130.6875 156.0625 139.625  144.4375 239.125  117.375  269.75   175.75
  84.875  144.     164.5     71.125  178.875   91.3125 103.5625  41.75
 151.375  109.875  130.6875  99.6875  81.8125 140.75   159.125  173.1875
 112.875   13.3125 199.75   133.125   94.875   85.25    70.5625 131.5625
 189.5     42.5625  89.6875 139.8125]",-1347286817994662909,1744644232.5977635,0,[1.74464421e+09],366,367,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.0009540553132876644,"[127.8125 154.9375 131.9375 163.75   244.75   126.5625 244.1875 176.
  88.4375 146.375  168.375   54.4375 172.0625  90.8125  91.5625  37.25
 147.375  115.8125 133.25   123.9375  81.375  150.4375 164.5625 180.6875
 107.0625  13.875  214.5625 110.75    92.6875  99.9375  75.0625 127.0625
 148.6875  50.8125  79.8125 142.8125]",-1347286817994662909,1744644833.4480166,0,[1.74464481e+09],367,368,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.02720824203806639,"[125.25   157.625  138.9375 159.8125 245.25   124.375  242.875  176.6875
  90.75   149.     161.5625  75.25   182.5625  89.5625 107.8125  42.8125
 158.125  108.8125 143.75   120.375   67.125  154.875  310.3125 192.3125
 117.25     4.5    207.875  131.75   102.0625  62.25    81.1875 139.9375
 148.9375  50.8125  85.3125 145.875 ]",-1347286817994662909,1744645432.8144102,0,[1.74464541e+09],368,369,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.025814398388651977,"[ 125.75    143.      140.4375  146.125   239.6875  127.25    253.75
  176.1875   88.9375 1622.3125  160.25     60.375   173.8125   84.1875
  106.1875   40.4375  150.25    102.875   126.5625  111.25     73.75
  145.125   167.75    173.4375  111.5625   14.375   192.125   117.9375
  104.875    68.9375   74.5     151.625   162.25     48.5625  103.6875
  125.6875]",-1347286817994662909,1744646032.8270073,0,[1.74464601e+09],369,370,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.0697625304060106,"[ 125.625   144.1875  143.0625  149.5     239.625   126.5     298.6875
  179.9375   91.875   153.875   159.125    65.4375  184.6875 1704.9375
  108.375    40.25    149.75    103.125   132.5     107.75     78.625
  151.4375  167.5625  177.75    121.4375   14.1875  203.625   137.8125
  100.5625  232.       76.5625  147.625   162.875    47.8125   78.375
  136.25  ]",-1347286817994662909,1744646631.95793,0,[1.74464661e+09],370,371,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.0338666039094492,"[ 133.125   156.125   139.875   157.1875  241.3125  128.4375  299.6875
  176.375    90.75    149.625   160.5625   65.875   173.4375 1704.
   97.25     39.8125  149.9375  109.4375  134.9375  122.5      80.8125
  160.8125  171.8125  175.6875  110.4375    9.      215.875   118.8125
   98.1875   72.875    74.8125  118.1875  205.9375   53.6875   74.
  131.875 ]",-1347286817994662909,1744647231.9142914,0,[1.74464721e+09],371,372,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.027857562739328476,"[ 126.4375  148.3125  134.875   154.      240.0625  130.875   307.25
  181.625    89.25   1796.      164.1875   72.9375  177.5      90.9375
  113.625    41.5     153.875   101.5     128.6875  107.1875   82.625
  147.8125  161.5     188.9375  110.625     8.      212.      109.75
  102.1875   70.6875   67.625   136.8125  163.6875   54.9375   84.3125
  138.125 ]",-1347286817994662909,1744647832.8991253,0,[1.74464781e+09],372,373,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.004502985032912452,"[126.375  153.375  134.0625 154.25   236.9375 125.25   249.9375 178.75
  92.3125 142.75   155.4375  60.4375 183.8125  90.375  117.125   34.25
 155.25   105.1875 134.125  114.8125  76.5    157.9375 174.5    178.0625
 117.875    3.875  208.0625 121.375  112.125   79.9375  73.9375 117.125
 194.625   57.      69.625  146.75  ]",-1347286817994662909,1744648433.5172608,0,[1.74464841e+09],373,374,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.013323031412967897,"[129.5625 153.375  136.8125 156.9375 240.1875 122.8125 244.     178.6875
  92.5    142.375  157.6875  77.625  165.8125  83.5625 116.1875  38.9375
 149.5625 110.1875 134.125  102.9375  83.8125 142.875  179.25   180.
 115.625   10.4375 200.5    114.      95.8125  77.4375  68.25   147.5
 171.75    46.8125  72.1875 130.5   ]",-1347286817994662909,1744649032.6766322,0,[1.74464901e+09],374,375,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.013109529396200156,"[129.375  156.     135.875  163.9375 244.8125 120.5625 306.5625 178.125
  86.125  151.875  163.375   63.4375 171.4375  90.625  102.5     43.8125
 144.3125 109.4375 131.8125  96.      81.3125 143.6875 165.1875 187.625
 122.6875  11.3125 197.4375 112.75    87.125   67.5     72.4375 132.6875
 218.8125  52.      65.8125 125.1875]",-1347286817994662909,1744649633.963722,0,[1.74464961e+09],375,376,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.06170888418916852,"[ 131.9375  165.75    142.125   166.3125  250.0625  123.9375  251.375
  178.8125   93.5    1764.8125  169.       62.0625  174.3125   79.8125
  107.5625   39.5     146.5625  118.3125  141.9375  116.8125   85.625
  172.8125  172.375   179.6875  111.625    15.875   209.375   111.1875
  101.1875   79.3125   77.375   158.5     206.625    51.125    66.9375
  138.    ]",-1347286817994662909,1744650232.7863042,0,[1.74465021e+09],376,377,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.0515058369533481,"[128.25   164.25   148.625  155.75   247.0625 124.0625 243.75   176.875
  94.1875 154.     160.625   55.875  175.125   91.9375 109.125   38.125
 146.8125 103.875  141.1875 109.0625  72.375  138.8125 171.125  180.875
 114.5     14.75   201.9375 115.5625  86.8125  69.      72.5    133.1875
 193.25    51.75    65.75   127.    ]",-1347286817994662909,1744650833.1014698,0,[1.74465081e+09],377,378,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.0511865333542555,"[ 133.      157.5     141.8125  177.6875  248.5625  124.25    306.3125
  181.375    95.25    155.5625  161.5625   66.5625  175.5    1693.625
  103.625    39.5625  149.75    105.375   149.25    125.6875   77.5625
  145.875   163.      185.3125  111.0625   20.25    202.625   122.3125
  103.5      67.625    65.8125  127.0625  178.5      52.375    96.5625
  134.625 ]",-1347286817994662909,1744651432.3240588,0,[1.74465141e+09],378,379,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.00527717318612371,"[ 130.25    152.4375  140.1875  176.4375  243.5     124.1875  246.625
  183.0625   95.5    1755.625   162.75     66.      176.5      87.
  111.       42.5625  149.5625  111.375   134.875   112.3125   73.75
  149.875   176.      178.625   111.75      8.5     208.75    113.9375
   97.3125   97.25     77.5625  133.875   209.75     47.75     94.8125
  136.25  ]",-1347286817994662909,1744652032.824707,0,[1.74465201e+09],379,380,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.015794466363570663,"[ 123.125   148.6875  142.6875  154.75    247.8125  129.625   297.375
  182.       94.375  1691.0625  168.375    67.5     182.1875   88.125
  106.625    40.3125  140.875   113.4375  142.625    91.6875   82.125
  143.75    172.      178.5625  116.9375    9.0625  212.375   134.0625
  102.625    80.75     76.875   124.25    194.5      48.5625   95.
  128.625 ]",-1347286817994662909,1744652633.0800107,0,[1.74465261e+09],380,381,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.02417690661619513,"[139.625  155.25   154.875  171.25   255.     129.25   259.875  187.75
  93.9375 157.375  158.4375  51.125  169.25    92.25   104.1875  41.25
 139.1875 119.875  143.625  111.75    97.625  155.1875 173.125  206.0625
 124.5625  15.3125 219.6875 132.125  106.875   64.75    74.     154.875
 176.75    56.875   91.25   149.3125]",-1347286817994662909,1744653232.776532,0,[1.74465321e+09],381,382,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.015763662865234333,"[ 124.6875  158.375   151.625   152.25    244.9375  142.125   298.4375
  183.6875   99.625  2138.25    167.3125   73.      176.625    81.375
   85.6875   40.4375  142.6875  116.25    137.1875   94.1875   69.125
  153.4375  171.875   191.8125  119.625     6.125   202.75    124.75
  102.75     97.3125   88.4375  141.      153.375    54.1875  101.
  137.9375]",-1347286817994662909,1744653833.1097806,0,[1.74465381e+09],382,383,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.03766270288101493,"[ 126.5     163.3125  144.75    168.375   247.9375  129.875   254.9375
  181.125    91.625   155.5     168.5625   63.25    175.75   1677.25
  104.875    38.3125  139.375   113.0625  139.9375  112.9375   89.875
  162.75    171.875   192.6875  122.1875   16.375   224.0625  118.6875
  100.75    102.875    78.25    117.5625  207.375    54.375    87.8125
  142.625 ]",-1347286817994662909,1744654433.6768272,0,[1.74465441e+09],383,384,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.03025040615246295,"[ 130.6875  149.875   155.125   161.1875  248.      136.0625  268.375
  183.125    92.125  1779.4375  171.1875   63.1875  185.375    85.9375
  102.625    42.4375  138.125   107.3125  146.1875  103.1875   77.75
  155.875   183.5625  188.0625  125.625    13.8125  232.9375  122.1875
   98.6875   73.375    73.375   127.75    194.       49.25     91.6875
  137.25  ]",-1347286817994662909,1744655032.135338,0,[1.74465501e+09],384,385,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.006223034454347355,"[ 127.8125  150.3125  155.5625  161.375   253.8125  138.375   256.1875
  178.75     95.125  1760.      164.875    61.875   173.875    92.
   99.9375   43.875   141.5625  104.      143.9375  105.125    81.0625
  162.875   174.4375  185.75    124.125     6.4375  213.1875  118.125
   95.9375   86.8125   79.4375  128.3125  182.875    52.4375   87.125
  134.875 ]",-1347286817994662909,1744655632.4898238,0,[1.74465561e+09],385,386,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.017133764430740342,"[ 121.3125  154.125   151.75    160.      254.0625  132.4375  315.875
  185.1875   94.8125  160.4375  161.8125   55.25    173.125  1706.375
   85.3125   40.9375  145.125   112.375   136.25    116.375    92.0625
  155.4375  182.25    195.75    115.75     14.75    207.8125  133.6875
  100.25     76.1875   77.5625  131.125   164.625    53.       91.6875
  131.0625]",-1347286817994662909,1744656232.7172418,0,[1.74465621e+09],386,387,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.04739697395855044,"[ 124.625   145.125   149.375   157.25    254.1875  135.625   257.875
  184.5      95.875  1429.9375  163.5      66.375   175.25     89.1875
   97.75     48.75    140.4375  103.8125  144.8125  106.0625   70.875
  150.875   174.8125  196.875   119.1875   12.625   211.3125  105.5
   98.375    79.9375   76.0625  114.3125  156.5      51.0625   77.625
  130.6875]",-1347286817994662909,1744656832.7591124,0,[1.74465681e+09],387,388,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.014723260083059733,"[ 130.875   151.625   147.8125  174.6875  252.6875  140.875   255.75
  182.5625   98.0625 1708.      164.75     68.3125  177.25     86.6875
  100.9375   43.      137.6875   97.0625  143.25     98.       85.75
  153.3125  179.125   187.75    116.       13.      209.125   115.
   90.4375   80.375    78.6875  128.75    143.5      53.1875   84.6875
  142.1875]",-1347286817994662909,1744657432.5988035,0,[1.74465741e+09],388,389,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.02630660842249915,"[ 132.875   164.5625  157.5     174.5625  258.0625  134.6875  246.5625
  190.9375   99.4375 1363.3125  172.6875   76.25    171.5      87.6875
   89.125    47.375   137.6875  107.8125  141.9375  128.       80.9375
  158.8125  180.1875  196.625   116.875    12.      213.3125  125.25
   91.375   105.5625   79.625   122.625   149.875    52.3125   79.5625
  135.8125]",-1347286817994662909,1744658033.8817494,0,[1.74465801e+09],389,390,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.027139840981776034,"[ 124.8125  159.0625  154.6875  171.875   251.125   130.25    248.1875
  187.5      95.3125  151.375   162.125    55.6875  175.9375 1661.5625
  100.375    41.75    139.5     109.75    148.25    119.1875   74.9375
  171.1875  177.8125  195.      122.125    18.8125  222.4375  123.0625
   98.25     84.5      83.875   134.5625  198.0625   50.625    87.6875
  135.25  ]",-1347286817994662909,1744658632.6269455,0,[1.74465861e+09],390,391,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.026164437225062568,"[ 129.6875  148.375   160.375   172.25    261.0625  139.25    257.0625
  187.625    94.125   159.25    170.25     70.1875 1780.5625   90.4375
   94.       42.25    146.125   102.625   146.6875  107.25     87.125
  165.625   167.375   184.5     123.9375   17.5625  213.625   109.5625
   91.625   100.       76.      136.75    194.0625   52.25     88.375
  144.5   ]",-1347286817994662909,1744659233.3028276,0,[1.74465921e+09],391,392,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.0201532700600985,"[ 123.875   157.75    159.4375  167.5     255.875   137.1875  275.25
  190.0625   93.4375 1245.9375  163.5      72.125   180.625    90.8125
  105.1875   58.875   151.4375  113.8125  154.375   101.4375   88.25
  157.      285.125   187.0625  121.6875    9.8125  220.1875  115.75
  105.75     92.375    79.0625  148.3125  173.375    49.25     80.5
  133.6875]",-1347286817994662909,1744659833.2793465,0,[1.74465981e+09],392,393,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.007591088969382909,"[ 130.5     151.875   155.8125  171.75    260.1875  135.1875  301.1875
  196.125    99.5    1606.25    170.3125   62.3125  181.       94.3125
  100.5625   42.875   140.9375  116.25    155.0625  113.1875   90.5
  170.1875  171.75    183.75    132.3125    8.5625  233.75    127.6875
  101.4375   75.875    90.375   128.625   163.375    52.6875   86.625
  129.875 ]",-1347286817994662909,1744660432.6060781,0,[1.74466041e+09],393,394,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.0024267729941229326,"[133.     155.375  156.75   160.25   255.6875 141.0625 313.5625 188.3125
 101.375  162.625  164.6875  69.375  184.8125  87.625   94.6875  45.75
 144.625  102.625  150.875  117.6875 143.9375 160.625  180.     187.1875
 122.375   11.8125 221.9375 122.3125  94.25    85.625   75.625  123.375
 200.0625  50.625   86.0625 127.875 ]",-1347286817994662909,1744661033.261849,0,[1.74466101e+09],394,395,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.014587413468755243,"[ 134.375   148.1875  165.3125  169.4375  259.5625  138.25    260.875
  186.25     95.125  1371.5     172.125    65.9375  177.25     90.75
   74.5      45.4375  145.125   119.4375  152.5625  116.0625   89.375
  166.4375  192.375   192.625   130.0625   17.5     225.625   120.125
  100.1875  120.625    82.75    136.625   172.375    56.875    83.5
  139.    ]",-1347286817994662909,1744661632.8867397,0,[1.74466161e+09],395,396,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.022522970411731045,"[ 127.3125  149.25    154.0625  166.5625  257.25    136.      264.5
  186.5      92.5    1475.      165.4375   58.5625  177.       93.375
   84.875    42.0625  142.5     117.25    142.5625  118.25     88.875
  165.375   319.4375  196.25    120.25      6.5     229.125   124.875
   98.0625   64.1875   77.6875  145.1875  154.9375   55.375    80.1875
  127.5   ]",-1347286817994662909,1744662233.6009371,0,[1.74466221e+09],396,397,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.009641103790298993,"[135.125  141.5    162.6875 168.1875 254.5625 134.75   266.875  184.8125
  92.125  159.5    158.5     44.1875 172.75    87.75    79.1875  44.
 144.4375  85.     163.1875 108.      90.9375 160.5    189.75   208.6875
 128.125   10.5    221.5625 123.3125 112.      79.      79.875  160.5625
 171.      53.625   83.1875 134.4375]",-1347286817994662909,1744662832.970868,0,[1.74466281e+09],397,398,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.015177872588414647,"[132.875  154.6875 156.625  174.9375 255.625  129.5625 269.125  184.1875
  96.3125 158.6875 168.125   53.75   179.      95.6875  98.1875  46.8125
 152.625  100.375  149.9375 107.1875  86.0625 164.625  178.5    190.875
 134.0625   7.4375 226.4375 119.8125 100.125   92.25    86.75   148.625
 152.      56.625  102.125  142.6875]",-1347286817994662909,1744663432.9599037,0,[1.74466341e+09],398,399,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.027524367909890806,"[ 131.8125  158.25    164.875   165.5     259.875   135.125   262.6875
  193.75    104.5625 1749.5625  172.625    65.4375  178.6875   94.1875
   93.125    48.8125  146.5625   98.9375  167.0625  115.0625   93.0625
  165.875   189.5     220.8125  128.       11.0625  223.75    131.9375
   95.3125   64.       90.625   146.      156.5      53.375    99.5625
  148.4375]",-1347286817994662909,1744664031.815923,0,[1.74466401e+09],399,400,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.023114141574537974,"[ 126.      152.1875  156.3125  192.8125  267.5     138.5     328.6875
  181.9375   99.25   1735.125   168.875    75.625   179.8125   99.6875
  111.5      44.9375  147.8125  120.6875  152.5     116.0625   88.6875
  157.625   179.1875  189.3125  122.4375   16.0625  218.9375  116.125
   93.3125   58.8125   83.8125  139.6875  154.5625   52.5625   80.1875
  138.6875]",-1347286817994662909,1744664632.662816,0,[1.74466461e+09],400,401,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.006340748188367765,"[ 134.9375  174.4375  152.3125  174.4375  251.0625  137.9375  260.
  190.3125   95.625  1040.0625  176.6875   59.0625  170.1875   90.8125
  115.3125   40.875   153.25    104.8125  149.      113.625    90.625
  162.125   177.0625  194.125   129.        8.      232.625   124.0625
   95.875    66.75     81.9375  138.5     163.625    54.0625   86.75
  143.    ]",-1347286817994662909,1744665232.9019995,0,[1.74466521e+09],401,402,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.011919963189099997,"[132.9375 164.1875 146.25   162.5625 255.     134.375  312.25   189.
  95.1875 152.625  169.875   69.625  171.625   98.5625  86.1875  45.3125
 156.1875 104.625  149.25   109.625   93.3125 151.625  181.125  186.0625
 122.875   16.     217.75   124.3125 104.1875  83.9375  87.125  147.5625
 182.3125  50.4375  94.0625 149.6875]",-1347286817994662909,1744665832.738323,0,[1.74466581e+09],402,403,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.02222297127885978,"[ 130.6875  157.1875  155.5625  160.125   248.5625  131.0625  306.75
  187.375    91.6875  159.4375  176.625    72.4375 1639.3125   96.1875
  102.25     38.0625  161.4375  104.25    139.      116.1875   89.4375
  148.25    170.9375  176.25    115.0625    6.9375  220.375   116.125
  103.0625   67.375    84.9375  129.3125  182.5625   50.5      66.9375
  135.1875]",-1347286817994662909,1744666433.158507,0,[1.74466641e+09],403,404,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.03372814122924642,"[137.25   165.1875 148.625  169.     260.1875 136.8125 258.6875 179.3125
  94.25   156.1875 165.625   64.1875 180.125  100.1875 110.75    40.0625
 156.75   111.8125 140.75   105.4375  79.625  159.5625 174.25   197.625
 120.3125  12.75   221.5    117.8125  97.6875  87.4375  82.5625 141.4375
 204.25    54.375  118.3125 150.875 ]",-1347286817994662909,1744667032.5865622,0,[1.74466701e+09],404,405,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.018193024822709576,"[137.6875 157.     150.4375 164.     256.625  125.1875 262.5625 183.5625
  96.9375 156.9375 167.6875  71.375  180.1875  98.5625 114.25    48.4375
 152.875  123.6875 144.0625 114.25    90.375  151.8125 167.875  182.3125
 123.4375   3.625  215.625  128.625   91.5625  97.9375  86.375  118.75
 164.8125  57.875   88.5    141.1875]",-1347286817994662909,1744667632.1509917,0,[1.74466761e+09],405,406,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.007018862349158039,"[130.375  157.1875 152.6875 166.3125 255.375  131.9375 258.875  189.375
  97.375  152.0625 164.3125  53.4375 181.8125  94.3125 110.5625  40.4375
 159.5     96.6875 153.875  113.6875  73.0625 150.5625 160.375  190.875
 119.3125   9.     204.1875 134.3125  95.3125  87.4375  74.5    147.6875
 168.375   53.1875  78.4375 149.875 ]",-1347286817994662909,1744668232.9307327,0,[1.74466821e+09],406,407,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.013069915839649298,"[139.125  153.8125 150.25   164.9375 253.9375 135.625  406.9375 186.75
  92.75   153.4375 165.5     53.5    173.     103.5625 115.1875  43.5
 156.125  113.625  150.625  101.6875  82.125  154.3125 175.125  185.1875
 119.      17.25   221.5625 128.375  108.8125  89.9375  84.375  150.125
 171.4375  51.625   67.125  154.6875]",-1347286817994662909,1744668833.2904522,0,[1.74466881e+09],407,408,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.00046782060130708803,"[ 127.9375  159.625   144.1875  167.3125  253.0625  127.125   257.375
  185.25     93.1875 1594.5     171.125    59.75    184.375    97.3125
  110.5      42.375   160.9375   99.375   143.5     111.9375   92.25
  150.375   178.8125  185.1875  117.5       3.8125  214.4375  122.5625
   97.6875   86.375    84.4375  143.125   180.75     53.8125   76.3125
  142.5625]",-1347286817994662909,1744669433.0700326,0,[1.74466941e+09],408,409,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.0008015019200890487,"[ 137.625   152.1875  155.3125  159.6875  254.      131.0625  266.0625
  193.4375   91.3125 1375.8125  174.4375   74.625   180.25     92.8125
  102.125    51.4375  155.3125   95.0625  148.1875  123.125    95.25
  158.125   174.75    178.      122.4375   13.3125  202.375   121.375
   97.4375   90.3125   87.75    126.6875  177.5625   55.25     83.625
  139.375 ]",-1347286817994662909,1744670033.2238388,0,[1.74467001e+09],409,410,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.032429380560375885,"[ 141.6875  166.875   157.3125  179.5     263.25    139.75    309.6875
  194.25     95.5    1719.4375  181.9375   67.5     197.25     99.9375
   97.4375   49.6875  161.25    113.4375  153.3125  126.5      80.8125
  153.5625  171.4375  179.75    122.       11.8125  217.3125  129.8125
   88.1875   93.       88.8125  124.125   188.8125   59.5      99.8125
  142.    ]",-1347286817994662909,1744670632.1251283,0,[1.74467061e+09],410,411,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.02702078068205219,"[ 134.875   160.8125  153.5     169.5625  265.625   128.875   308.1875
  185.75     96.1875 1713.9375  170.       65.8125  179.0625   97.9375
   97.0625   43.5625  161.25    117.0625  146.375   114.375    86.25
  148.25    170.3125  184.5625  120.       11.6875  213.625   121.0625
   91.5      90.125    84.      142.1875  192.1875   56.6875   81.875
  139.9375]",-1347286817994662909,1744671233.2915778,0,[1.74467121e+09],411,412,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.0003985085496882332,"[ 132.5625  160.3125  150.625   176.9375  256.25    115.6875  266.6875
  188.625    92.5    1685.375   171.125    79.5     177.5     101.125
   90.5      40.4375  162.      123.875   158.9375  114.125    81.125
  159.1875  186.6875  185.375   126.875    14.9375  221.6875  135.
  101.9375   97.6875   83.      129.4375  145.5      54.3125   77.4375
  135.6875]",-1347286817994662909,1744671832.9716053,0,[1.74467181e+09],412,413,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
