frame,state,config_id,reward,steps,time,action,seed,experiment.step_duration,compatibility_mode,experiment.update_freq,environment.zone,filepath,environment,algorithm,lambda,representation.which_tc,epsilon,representation.tilings,representation.tiles,representation.wrap_time,alpha
30,b'\xd6\xe3\xa0\xf6x\xfb\xd9A',1014385149505994137,0.010132371969829334,31,1743643630.7744057,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
31,b'\x82\xe3\xa0Ay\xfb\xd9A',1014385149505994137,0.017345363641995713,32,1743643931.0834253,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
32,b'\xe7\xe3\xa0\x8cy\xfb\xd9A',1014385149505994137,-0.025493218044276324,33,1743644230.0977213,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
33,b'\x82\xe3\xa0\xd7y\xfb\xd9A',1014385149505994137,0.015004692465486682,34,1743644530.2791688,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
34,"b'\xd2\xe3\xa0""z\xfb\xd9A'",1014385149505994137,-0.06432709818254415,35,1743644830.357334,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
35,b'z\xe3\xa0mz\xfb\xd9A',1014385149505994137,0.05021915051382771,36,1743645130.886025,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
36,b'\xb4\xe3\xa0\xb8z\xfb\xd9A',1014385149505994137,-0.028494739251728622,37,1743645430.7438974,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
37,b'\x82\xe3\xa0\x03{\xfb\xd9A',1014385149505994137,0.016894469852299986,38,1743645730.6757798,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
38,b'v\xe3\xa0N{\xfb\xd9A',1014385149505994137,-0.04550463909044329,39,1743646030.230742,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
39,b'\xce\xe3\xa0\x99{\xfb\xd9A',1014385149505994137,0.04922853873497528,40,1743646330.3708658,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
40,b'm\xe3\xa0\xe4{\xfb\xd9A',1014385149505994137,-0.05913250802246231,41,1743646630.1865175,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
41,b'v\xe3\xa0/|\xfb\xd9A',1014385149505994137,0.07260274074959143,42,1743646930.4348257,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
42,b'\xde\xe3\xa0z|\xfb\xd9A',1014385149505994137,-0.021011033620952375,43,1743647231.4715767,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
43,b'\xe7\xe3\xa0\xc5|\xfb\xd9A',1014385149505994137,0.02537126741603747,44,1743647529.246503,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
44,b'\xde\xe3\xa0\x10}\xfb\xd9A',1014385149505994137,-0.05339638605164983,45,1743647829.3164296,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
45,b'~\xe3\xa0[}\xfb\xd9A',1014385149505994137,-0.028794766563572653,46,1743648130.1702182,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
46,b'\xd6\xe3\xa0\xa6}\xfb\xd9A',1014385149505994137,0.082011273004801,47,1743648430.5498202,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
0,"b'\x19\xe4\xa0,p\xfb\xd9A'",1014385149505994137,0.014446220753222347,1,1743634628.715894,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
1,b'\\\xe3\xa0wp\xfb\xd9A',1014385149505994137,-0.028146701912459982,2,1743634928.57711,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
2,b'\xf3\xe3\xa0\xc2p\xfb\xd9A',1014385149505994137,0.021255827074144498,3,1743635228.5572927,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
3,b'\x86\xe3\xa0\rq\xfb\xd9A',1014385149505994137,0.004883268157502251,4,1743635528.6064894,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
4,b'\x8f\xe3\xa0Xq\xfb\xd9A',1014385149505994137,-0.10259752028088741,5,1743635830.27502,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
5,b'\xda\xe3\xa0\xa3q\xfb\xd9A',1014385149505994137,-0.07717219558528718,6,1743636130.8945098,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
6,b'q\xe3\xa0\xeeq\xfb\xd9A',1014385149505994137,0.008300914752053658,7,1743636430.6979756,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
7,b'\xef\xe3\xa09r\xfb\xd9A',1014385149505994137,0.023354281706448165,8,1743636731.9098911,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
8,b'm\xe3\xa0\x84r\xfb\xd9A',1014385149505994137,-0.03074967271906523,9,1743637029.918155,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
9,b'\xda\xe3\xa0\xcfr\xfb\xd9A',1014385149505994137,-0.03700198981762094,10,1743637329.3615203,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
10,b'v\xe3\xa0\x1as\xfb\xd9A',1014385149505994137,-0.04772151464249028,11,1743637629.1947155,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
11,b'\x8a\xe3\xa0es\xfb\xd9A',1014385149505994137,-0.0271529269247753,12,1743637929.0086215,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
12,b'\xfc\xe3\xa0\xb0s\xfb\xd9A',1014385149505994137,0.32171588068795537,13,1743638228.9826138,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
13,b'\x8f\xe3\xa0\xfbs\xfb\xd9A',1014385149505994137,-0.06276133306713119,14,1743638528.770974,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
14,b'\x04\xe4\xa0Ft\xfb\xd9A',1014385149505994137,0.04034545514803332,15,1743638828.941697,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
15,b'\x8f\xe3\xa0\x91t\xfb\xd9A',1014385149505994137,0.0350430969668792,16,1743639128.7977786,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
16,b'q\xe3\xa0\xdct\xfb\xd9A',1014385149505994137,0.011019324698105437,17,1743639428.8233676,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
17,"b""\xde\xe3\xa0'u\xfb\xd9A""",1014385149505994137,-0.050468630392662715,18,1743639728.970632,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
18,b'\x86\xe3\xa0ru\xfb\xd9A',1014385149505994137,0.026633818584860747,19,1743640028.6825225,"b""\xaf\x06(\r5\n\xe5?\xed\xb7v\xa2$$\xf4?&\xfb\xe7i\xc0 \xe1?\x00\x00\x00\x00\x00\x00\x00\x00'\x11\xe1_\x04\x8d\xe1?d!:\x04\x8e\x04\xf0?""",0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
19,b'\xd6\xe3\xa0\xbdu\xfb\xd9A',1014385149505994137,0.011573769179425581,20,1743640328.7452908,b'q\x81\x04\xc5\x8f1\xd1?\xbeR\x96!\x8eu\xe0?<N\xd1\x91\\\xfe\xcb?\x00\x00\x00\x00\x00\x00\x00\x00\x01M\x84\rO\xaf\xcc?vq\x1b\r\xe0-\xda?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
20,b'v\xe3\xa0\x08v\xfb\xd9A',1014385149505994137,-0.1526669641324867,21,1743640628.656148,b'q\x81\x04\xc5\x8f1\xd1?\xbeR\x96!\x8eu\xe0?<N\xd1\x91\\\xfe\xcb?\x00\x00\x00\x00\x00\x00\x00\x00\x01M\x84\rO\xaf\xcc?vq\x1b\r\xe0-\xda?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
21,b'e\xe3\xa0Sv\xfb\xd9A',1014385149505994137,-0.007317533168170292,22,1743640928.36593,b'q\x81\x04\xc5\x8f1\xd1?\xbeR\x96!\x8eu\xe0?<N\xd1\x91\\\xfe\xcb?\x00\x00\x00\x00\x00\x00\x00\x00\x01M\x84\rO\xaf\xcc?vq\x1b\r\xe0-\xda?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
22,b'\xda\xe3\xa0\x9ev\xfb\xd9A',1014385149505994137,-0.00810392984171088,23,1743641228.498722,b'q\x81\x04\xc5\x8f1\xd1?\xbeR\x96!\x8eu\xe0?<N\xd1\x91\\\xfe\xcb?\x00\x00\x00\x00\x00\x00\x00\x00\x01M\x84\rO\xaf\xcc?vq\x1b\r\xe0-\xda?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
23,b'q\xe3\xa0\xe9v\xfb\xd9A',1014385149505994137,0.0032920807414415242,24,1743641528.6398468,b'q\x81\x04\xc5\x8f1\xd1?\xbeR\x96!\x8eu\xe0?<N\xd1\x91\\\xfe\xcb?\x00\x00\x00\x00\x00\x00\x00\x00\x01M\x84\rO\xaf\xcc?vq\x1b\r\xe0-\xda?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
24,b'\xd6\xe3\xa04w\xfb\xd9A',1014385149505994137,-0.000989526347635906,25,1743641828.705065,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
25,b'z\xe3\xa0\x7fw\xfb\xd9A',1014385149505994137,-0.1044955360592081,26,1743642130.0329697,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
26,b'\xe3\xe3\xa0\xcaw\xfb\xd9A',1014385149505994137,-0.03696047275836489,27,1743642429.1937385,b'1\x99*\x18\x95\xd4\xc1?\xfd\xf6u\xe0\x9c\x11\xd1?d\xcc]K\xc8\x07\xbd?\x00\x00\x00\x00\x00\x00\x00\x00:\x92\xcb\x7fH\xbf\xbd?\x12\xa5\xbd\xc1\x17&\xcb?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
27,b'\x82\xe3\xa0\x15x\xfb\xd9A',1014385149505994137,-0.026617854257185696,28,1743642728.4379413,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
28,b'i\xe3\xa0`x\xfb\xd9A',1014385149505994137,0.1473332538373472,29,1743643030.891776,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
29,b'z\xe3\xa0\xabx\xfb\xd9A',1014385149505994137,0.03301353160818542,30,1743643330.274265,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
30,b'\xd6\xe3\xa0\xf6x\xfb\xd9A',1014385149505994137,0.010132371969829334,31,1743643630.7744057,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
31,b'\x82\xe3\xa0Ay\xfb\xd9A',1014385149505994137,0.017345363641995713,32,1743643931.0834253,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
32,b'\xe7\xe3\xa0\x8cy\xfb\xd9A',1014385149505994137,-0.025493218044276324,33,1743644230.0977213,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
33,b'\x82\xe3\xa0\xd7y\xfb\xd9A',1014385149505994137,0.015004692465486682,34,1743644530.2791688,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
34,"b'\xd2\xe3\xa0""z\xfb\xd9A'",1014385149505994137,-0.06432709818254415,35,1743644830.357334,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
35,b'z\xe3\xa0mz\xfb\xd9A',1014385149505994137,0.05021915051382771,36,1743645130.886025,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
36,b'\xb4\xe3\xa0\xb8z\xfb\xd9A',1014385149505994137,-0.028494739251728622,37,1743645430.7438974,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
37,b'\x82\xe3\xa0\x03{\xfb\xd9A',1014385149505994137,0.016894469852299986,38,1743645730.6757798,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
38,b'v\xe3\xa0N{\xfb\xd9A',1014385149505994137,-0.04550463909044329,39,1743646030.230742,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
39,b'\xce\xe3\xa0\x99{\xfb\xd9A',1014385149505994137,0.04922853873497528,40,1743646330.3708658,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
40,b'm\xe3\xa0\xe4{\xfb\xd9A',1014385149505994137,-0.05913250802246231,41,1743646630.1865175,b'F\xb6\xf3\xfd\xd4x\xd9?\xfc\xa9\xf1\xd2Mb\xe8?#\xdb\xf9~j\xbc\xd4?\x00\x00\x00\x00\x00\x00\x00\x00sh\x91\xed|?\xd5?1\x08\xac\x1cZd\xe3?',0,300,0,1,6,experiments/online/E5/P1/poisson_slow.xlsx,P1,Poisson-slow,,,,,,,
