steps,reward,config_id,time,state,area,action,seed,frame,environment.zone,experiment.update_freq,compatibility_mode,filepath,experiment.step_duration,environment,algorithm
64,0.04020383527563174,2876498078623731855,1744231514.168812,[1.74423149e+09],"[121.125  162.6875 100.     132.3125 139.1875 164.3125 181.375  161.375
 176.3125 173.625  144.6875 203.4375 261.25   216.1875 125.125  208.375
 295.625  194.875   78.625  159.     207.375  129.625  450.3125 212.125
 157.4375 142.3125 187.625  474.8125 394.75   162.9375 245.125  156.8125
 149.0625 234.25   297.6875 151.8125]",[0.15153242 0.29011986 0.12335805 0.         0.12640393 0.23072524],0,63,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
65,0.04582080231999844,2876498078623731855,1744231576.43899,[1.74423155e+09],"[137.3125 158.25   127.125  114.5625 108.5625 130.375  230.625  129.3125
 179.25   214.625  135.4375 202.5625 196.     241.75   283.375  249.875
 361.25   224.5625 101.3125 108.5625 140.5625 164.9375 128.125  541.625
 167.8125 172.25   141.375  406.0625 299.1875 341.8125 155.     107.1875
 190.5625 254.625  292.4375 288.9375]",[0.15375815 0.29438117 0.12516995 0.         0.12826056 0.23411416],0,64,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
66,0.02779333933994323,2876498078623731855,1744231635.5991986,[1.74423161e+09],"[129.3125 126.4375 113.4375 121.6875 131.8125 143.     198.5    163.375
 187.8125 192.3125 137.375  191.625  236.6875 292.875  276.     275.8125
 427.4375 193.1875  99.3125 175.75   218.4375 117.125  285.5    407.
 133.875  133.9375  97.1875 677.5625 543.375  312.6875 132.25   118.
 143.875  200.9375 358.3125 290.25  ]",[0.15591055 0.29850211 0.12692216 0.         0.13005604 0.23739144],0,65,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
67,0.09369532693622402,2876498078623731855,1744231694.6101377,[1.74423167e+09],"[131.0625 126.0625 119.9375 138.375  116.9375 148.4375 217.875  220.875
 184.4375 219.5    132.75   207.9375 208.3125 209.125  362.4375 242.375
 403.0625 211.9375 141.625  122.     293.625  393.875  193.8125 129.5625
 171.3125 141.875  186.875  453.8125 380.5625 597.375  188.5625 117.4375
 256.625  239.375  363.25   421.1875]",[0.15797954 0.30246335 0.12860646 0.         0.13178193 0.24054172],0,66,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
68,-0.053384709244266526,2876498078623731855,1744231753.4725287,[1.74423173e+09],"[178.5    144.0625 139.4375 134.75   134.1875 142.5625 158.0625 173.875
 207.     183.6875 139.25   216.25   204.5625 249.25   347.9375 275.6875
 464.75   180.5625 128.3125 140.875  222.     301.1875 180.     182.125
 214.0625 166.     155.6875 492.375  652.6875 353.     184.875  113.875
 187.125  241.9375 263.1875 348.5   ]",[0.16008908 0.30650221 0.13032378 0.         0.13354165 0.24375373],0,67,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
69,0.012081228510044584,2876498078623731855,1744231812.1007879,[1.74423179e+09],"[131.5625 170.0625 133.25   126.625  126.3125 146.4375 366.9375 167.1875
 196.8125 215.4375 164.4375 216.6875 229.125  220.3125 561.5    239.625
 396.5    141.625   89.6875 148.5625 283.6875  91.5625 150.0625 208.3125
 184.75   172.4375 209.25   694.     488.6875 344.625  165.75   117.1875
 211.375  262.9375 510.25   193.5   ]",[0.16213775 0.31042454 0.13199154 0.         0.13525059 0.24687306],0,68,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
70,-0.00676011249700269,2876498078623731855,1744231868.5828094,[1.74423184e+09],"[140.375  151.25   115.6875 108.125  110.25   137.0625 216.0625 211.6875
 197.8125 205.25   159.9375 196.1875 257.4375 225.75   668.4375 293.3125
 603.8125 192.5    128.75   138.     272.0625 320.875  174.5    158.625
 158.0625 129.     128.875  679.625  387.375  248.9375 169.6875 181.375
 234.3125 234.3125 459.75   238.1875]",[0.16415799 0.31429243 0.13363615 0.         0.13693581 0.2499491 ],0,69,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
71,0.1531076008114787,2876498078623731855,1744231925.678641,[1.7442319e+09],"[129.3125 132.9375 136.875  126.125  123.3125 171.25   207.3125 216.3125
 207.25   186.4375 149.625  234.5    212.9375 271.9375 598.6875 228.3125
 652.5    231.9375  88.0625 142.875  266.75   532.25   175.5    272.
 155.0625 139.4375 233.125  530.8125 544.5    421.875  153.9375 249.125
 211.875  261.625  563.125  379.75  ]",[0.16611933 0.31804756 0.13523282 0.         0.1385719  0.25293546],0,70,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
72,-0.08851367453242524,2876498078623731855,1744231983.0739396,[1.74423196e+09],"[123.8125 126.75   109.      90.     107.375  116.     213.625  134.
 212.4375 196.75   136.1875 205.125  268.625  343.5625 658.125  205.4375
 580.9375 203.8125 103.125  153.875  296.0625 248.1875 137.0625 334.3125
 204.75   119.1875 196.75   621.8125 511.5625 425.625  128.4375 129.3125
 230.8125 224.8125 537.0625 317.6875]",[0.16823982 0.32210739 0.13695905 0.         0.14034075 0.25616415],0,71,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
73,-0.05163895301246722,2876498078623731855,1744232042.681456,[1.74423202e+09],"[ 111.6875  150.125   123.      114.875   106.3125  128.875   235.6875
  143.0625  215.5625  278.      172.      240.1875  336.4375  264.375
  722.4375  285.25    605.375   245.6875   96.5     142.      205.5625
  137.5     175.1875  282.5625  147.375   163.875   103.      208.75
 1590.8125  464.5     146.5     119.6875  211.4375  274.5     300.1875
  387.    ]",[0.17036031 0.32616723 0.13868528 0.         0.14210961 0.25939284],0,72,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
74,-0.03639215528403054,2876498078623731855,1744232102.1757462,[1.74423208e+09],"[ 111.375   132.      101.9375  123.25     87.125   128.625   195.0625
  219.5     220.6875  232.875   146.625   234.125   218.1875  250.625
  427.9375  297.25    732.8125  221.5      96.0625  138.25    203.1875
  140.25    160.4375  170.1875  159.375   185.375   238.9375  189.
  234.0625 1727.75    230.4375  276.5     167.      446.75    293.875
  219.5   ]",[0.1724808  0.33022706 0.14041151 0.         0.14387846 0.26262152],0,73,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
75,0.020677681141624604,2876498078623731855,1744232162.6162984,[1.74423214e+09],"[108.9375 122.125  116.9375 111.0625 111.9375 139.3125 174.5625 121.875
 220.     210.875  177.1875 217.1875 279.5    300.375  678.5    317.375
 483.25   226.875   89.5625 138.1875 190.3125 125.125  165.375  322.8125
 126.5    152.0625 155.4375 676.5625 466.1875 299.6875 176.6875 121.625
 165.9375 285.4375 263.875  431.    ]",[0.1746013  0.3342869  0.14213774 0.         0.14564731 0.26585021],0,74,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
76,-0.041152638231126186,2876498078623731855,1744232223.6716464,[1.7442322e+09],"[ 78.9375 107.875   92.9375  87.9375  74.1875 122.625  228.3125 172.4375
 236.25   228.     158.125  227.1875 147.5625 349.875  252.25   270.125
 468.9375 249.625  106.125  105.0625 240.0625 320.75   164.0625 208.375
 204.125  145.1875 165.3125 497.1875 363.375  241.6875 158.0625 148.4375
 176.0625 235.1875 316.9375 176.8125]",[0.17672179 0.33834674 0.14386397 0.         0.14741616 0.2690789 ],0,75,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
77,-0.015677132799384114,2876498078623731855,1744232282.324009,[1.74423226e+09],"[ 88.0625  98.875  103.5    105.125   86.5    119.5    156.875  204.25
 204.375  234.     195.375  244.3125 173.9375 258.375  388.75   321.5
 470.375  201.0625  94.8125 118.25   178.625  129.     144.8125 303.0625
 166.8125 162.1875 204.875  195.5625 940.     350.625  171.875  148.3125
 125.6875 227.1875 342.875  285.5625]",[0.17884228 0.34240657 0.1455902  0.         0.14918502 0.27230759],0,76,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
78,-0.022041497176410497,2876498078623731855,1744232342.7621112,[1.74423232e+09],"[ 79.75   102.9375  94.8125  91.8125  86.375  131.0625 200.5    160.9375
 211.4375 230.25   162.     247.5625 126.625  243.75   376.     258.125
 443.375  257.4375  90.375  108.5625 176.25   163.875  167.8125 216.6875
 126.6875 174.8125 140.75   607.0625 525.5    309.6875 171.4375 109.375
 192.75   426.1875 233.0625 213.375 ]",[0.18096277 0.34646641 0.14731643 0.         0.15095387 0.27553628],0,77,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
79,0.05388995056360126,2876498078623731855,1744232403.0708501,[1.74423238e+09],"[ 99.3125 150.5    100.625  126.125   84.6875 143.0625 237.8125 191.9375
 228.4375 236.5625 139.5    213.9375 183.3125 264.25   432.6875 293.5625
 475.75   269.875   67.1875 126.0625 212.3125 229.1875 146.5625 218.5
 132.625  149.1875 205.875  236.875  673.375  418.9375 145.875  133.75
 138.0625 306.75   260.5    281.5625]",[0.18308326 0.35052625 0.14904266 0.         0.15272272 0.27876497],0,78,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
80,0.024081566091744562,2876498078623731855,1744232464.225693,[1.74423244e+09],"[113.1875 109.6875 114.4375 107.0625  86.4375 139.0625 205.0625 125.4375
 252.4375 257.875  184.0625 206.5    182.25   285.25   400.1875 322.125
 398.0625 226.125   68.375  122.3125 206.3125 287.8125 153.25   319.5625
 155.     151.1875 133.3125 587.4375 907.375  492.5625 180.5    115.9375
 147.125  213.625  244.0625 297.25  ]",[0.18520375 0.35458608 0.15076889 0.         0.15449157 0.28199366],0,79,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
81,-0.08778496557765846,2876498078623731855,1744232523.0974507,[1.7442325e+09],"[  87.      111.125   101.625   119.75     89.4375  121.9375  178.125
  163.125   189.375   234.6875  179.5625  246.9375  156.125   263.375
  372.875   314.4375  539.125   260.5625  106.375   126.25    202.8125
  134.5     141.6875  277.      145.      152.3125  132.6875  227.875
 1161.375   341.375   146.375   104.6875  122.875   214.      246.25
  436.25  ]",[0.18732425 0.35864592 0.15249511 0.         0.15626043 0.28522234],0,80,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
82,0.03340256318971025,2876498078623731855,1744232583.1494124,[1.74423256e+09],"[104.4375 143.0625 114.6875 116.875   84.9375 145.8125 136.4375 183.125
 200.6875 273.125  145.6875 222.1875 207.5625 284.6875 203.3125 294.3125
 605.0625 232.4375  70.75    99.9375 183.3125 265.5625 143.     223.4375
 140.8125 145.625  225.1875 475.25   544.625  337.25   150.375  118.125
 159.6875 183.6875 255.     358.4375]",[0.18944474 0.36270575 0.15422134 0.         0.15802928 0.28845103],0,81,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
83,-0.0018301237583818056,2876498078623731855,1744232643.1208537,[1.74423262e+09],"[ 99.3125  84.6875 105.4375 108.1875  92.6875 130.125  187.625  183.125
 189.     234.75   158.5    269.125  175.5    265.4375 377.5625 233.625
 489.375  280.125   54.625  101.8125 184.125  270.9375 165.1875 383.625
 165.5    143.3125 176.5    533.     347.25   324.5625 191.0625 149.75
 117.9375 220.875  203.1875 142.5625]",[0.19156523 0.36676559 0.15594757 0.         0.15979813 0.29167972],0,82,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
84,0.022125265183359746,2876498078623731855,1744232702.445152,[1.74423268e+09],"[ 89.0625 107.5    101.875  114.1875  83.125  127.1875 134.0625  96.1875
 210.     263.9375 189.5    219.6875 229.6875 284.0625 591.8125 298.0625
 454.8125 264.625   59.5625 127.25   180.0625 224.     147.5    199.875
 166.75   141.4375 141.0625 536.1875 522.125  519.25   155.1875  99.75
 133.125  285.5    238.0625 307.75  ]",[0.19368572 0.37082543 0.1576738  0.         0.16156698 0.29490841],0,83,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
85,-0.019594232370993593,2876498078623731855,1744232763.1592343,[1.74423274e+09],"[ 94.5625 138.1875 114.3125 145.25    76.125  129.8125 155.5625 204.3125
 244.875  267.75   173.625  225.375  227.3125 271.8125 367.125  310.0625
 621.5625 240.875  100.6875 136.75   217.875  145.375  155.625  244.9375
 175.75   161.5    172.625  203.5625 969.0625 390.4375 156.      99.
 124.375  294.     222.     179.375 ]",[0.19580621 0.37488526 0.15940003 0.         0.16333584 0.2981371 ],0,84,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
86,-0.017340067426772517,2876498078623731855,1744232823.2087414,[1.7442328e+09],"[124.3125 105.0625 110.0625 108.      73.625  130.75   132.8125 159.8125
 226.0625 212.375  155.4375 210.625  161.8125 419.6875 265.1875 311.375
 615.25   237.125   78.375  117.0625 196.9375 132.0625 176.5625 211.125
 210.125  166.4375 194.4375 643.5    531.375  475.6875 190.375   88.25
 125.625  197.0625 258.625  203.5   ]",[0.19792671 0.3789451  0.16112626 0.         0.16510469 0.30136579],0,85,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
87,-0.024296034878208972,2876498078623731855,1744232881.9886432,[1.74423286e+09],"[106.3125 122.375  112.0625 116.5625 100.5    133.     170.0625 244.
 189.     210.3125 160.3125 212.0625 160.625  236.5    468.3125 295.5
 569.625  298.0625  81.625  124.0625 186.75   127.1875 124.5    319.25
 128.375  138.5625 176.5625 607.75   444.75   306.     159.25   104.25
 123.8125 165.3125 255.     222.    ]",[0.2000472  0.38300493 0.16285249 0.         0.16687354 0.30459447],0,86,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
88,0.03889414060003128,2876498078623731855,1744232943.330928,[1.74423292e+09],"[ 97.9375 108.8125 114.625  109.875   84.75   138.5625 141.625  199.5625
 216.4375 214.125  145.625  239.125  166.75   248.5    418.0625 316.1875
 530.5    307.125   47.125  135.     205.625  232.25   168.8125 290.5
 159.6875 144.5    137.     534.1875 496.75   218.6875 187.4375 115.5625
 149.1875 179.25   217.875  324.5   ]",[0.20216769 0.38706477 0.16457872 0.         0.16864239 0.30782316],0,87,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
89,0.02630188435337583,2876498078623731855,1744233002.5731125,[1.74423298e+09],"[109.125  147.875  101.875  121.875   90.8125 134.9375 155.1875 188.0625
 183.4375 257.9375 151.8125 226.875  198.6875 288.4375 515.5    291.5
 425.875  251.375   80.0625 114.4375 191.     147.3125 165.1875 334.5
 148.3125 137.5625 123.125  635.875  476.9375 432.5    158.125  112.875
 182.5625 256.     244.375  229.3125]",[0.20428818 0.39112461 0.16630495 0.         0.17041125 0.31105185],0,88,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
90,-0.06066564181101188,2876498078623731855,1744233064.0680056,[1.74423304e+09],"[ 93.0625 112.8125 125.125  110.25    88.125  121.8125 178.     207.875
 206.8125 215.375  163.0625 199.625  189.25   307.0625 328.75   259.5625
 441.8125 194.6875 113.8125 124.625  191.8125 131.0625 151.375  239.875
 141.5625 145.9375 169.6875 648.125  459.25   351.4375 151.      88.9375
 151.9375 179.875  213.5625 324.75  ]",[0.20640867 0.39518444 0.16803118 0.         0.1721801  0.31428054],0,89,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
91,-0.014172289080805332,2876498078623731855,1744233123.5596335,[1.7442331e+09],"[ 89.3125 103.9375 111.9375 118.8125  94.     130.1875 208.1875 205.4375
 216.0625 211.1875 166.1875 242.875  141.4375 216.9375 188.875  309.
 560.25   225.0625  81.3125 115.625  189.5625 391.5625 144.25   300.
 153.3125 138.9375 175.125  463.     520.625  252.6875 145.375   78.625
 106.375  185.8125 252.75   211.    ]",[0.20852916 0.39924428 0.16975741 0.         0.17394895 0.31750923],0,90,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
92,-0.03881775888782689,2876498078623731855,1744233183.0947597,[1.74423316e+09],"[102.8125 108.375  100.125  126.875   83.375  124.125  144.8125 188.1875
 191.125  243.3125 188.125  217.     147.8125 180.5625 479.125  302.25
 353.5    288.8125  43.3125 129.5    184.4375 181.0625 138.1875 309.125
 126.     142.1875 182.9375 657.6875 489.1875 211.6875 137.125   77.6875
 132.375  168.625  224.125  148.625 ]",[0.21064966 0.40330411 0.17148364 0.         0.1757178  0.32073792],0,91,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
93,0.05491146776398811,2876498078623731855,1744233241.9279096,[1.74423322e+09],"[ 91.5    130.     107.875  119.125   78.75   152.25   153.1875 175.875
 210.875  221.6875 185.4375 221.4375 119.8125 237.625  341.25   294.5
 721.     220.5     55.875  113.6875 213.1875 235.125  144.6875 221.9375
 144.6875 120.4375 139.3125 494.1875 602.6875 173.4375 165.0625  87.125
 174.9375 263.375  700.125  249.5   ]",[0.21277015 0.40736395 0.17320987 0.         0.17748666 0.32396661],0,92,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
94,-0.0142172255542614,2876498078623731855,1744233303.3256428,[1.74423328e+09],"[ 77.1875  97.9375  94.375  111.75    83.9375 130.625  152.4375 180.3125
 215.5625 241.375  167.9375 231.4375 191.75   239.875  211.125  342.3125
 553.75   204.125   51.     133.25   170.4375 171.6875 182.125  319.25
 113.5    131.25   193.125  586.6875 540.1875 175.8125 156.5625  73.3125
 136.4375 243.125  237.1875 527.5   ]",[0.21489064 0.41142379 0.1749361  0.         0.17925551 0.32719529],0,93,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
95,0.03344196838120794,2876498078623731855,1744233363.1555064,[1.74423334e+09],"[ 95.1875  97.625  103.5625 120.375   98.     145.75   146.3125 180.0625
 215.375  239.6875 145.1875 264.6875 198.9375 243.875  520.625  259.5
 511.75   218.75    47.3125 113.5    222.625  160.4375 144.875  320.625
 108.625  140.     131.625  542.875  516.125  320.25   158.4375 117.8125
 122.8125 265.875  247.875  295.3125]",[0.21701113 0.41548362 0.17666233 0.         0.18102436 0.33042398],0,94,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
96,-0.02693297479433177,2876498078623731855,1744233422.899462,[1.7442334e+09],"[ 87.3125 110.      98.6875 119.8125  98.875  150.5625 159.1875 176.75
 227.125  248.0625 160.125  293.6875 188.125  240.875  501.1875 269.1875
 713.6875 237.25    71.875  154.8125 265.8125 126.5625 174.     310.1875
 123.75   125.5625 120.25   192.875  847.375  484.875  148.4375  94.125
 126.1875 192.     205.1875 265.25  ]",[0.21913162 0.41954346 0.17838856 0.         0.18279321 0.33365267],0,95,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
97,-0.05202175634232579,2876498078623731855,1744233481.9875693,[1.74423346e+09],"[117.75   100.375  126.875  130.1875 102.875  150.3125 140.1875 153.5
 184.5    226.0625 184.5    225.75   157.     223.1875 522.4375 280.25
 590.5625 255.875   41.1875 128.1875 198.4375 127.9375 172.4375 252.375
 121.5    135.25   180.25   208.5625 977.625  382.25   154.1875  86.5625
 127.125  198.0625 228.25   157.8125]",[0.22125211 0.42360329 0.18011479 0.         0.18456207 0.33688136],0,96,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
