steps,reward,config_id,time,state,area,action,seed,frame,environment.zone,experiment.update_freq,compatibility_mode,filepath,experiment.step_duration,environment,algorithm
15,-0.030571028468712604,2318943410139406012,1744228837.68611,[1.7442288e+09],"[ 88.75    36.3125  46.75    48.6875  86.6875  70.375   86.     103.6875
  52.125   74.8125 144.125  158.375  100.6875  70.875  178.375   45.0625
 121.125   40.0625   8.375   23.25    24.8125  49.375   81.125   63.0625
  33.3125  97.     112.8125 107.     126.1875 125.75   140.5    145.875
 116.3125  94.8125 125.1875  86.5625]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,14,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
16,-0.013462256971522727,2318943410139406012,1744228905.0654094,[1.74422887e+09],"[ 88.875   36.9375  48.5     41.125   82.9375  72.0625  79.     103.4375
  44.75    30.625  148.     171.9375 105.0625  62.9375 130.3125  38.5625
 125.4375  50.75     6.      18.375   11.5625  56.3125  75.8125  61.1875
  49.8125 101.125  117.4375 106.8125 255.3125 106.875   93.625  182.125
 106.9375 112.25   118.75   174.75  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,15,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
17,0.07371787150017756,2318943410139406012,1744228972.8072975,[1.74422894e+09],"[ 90.9375  36.8125  46.8125  58.6875  80.1875  75.75    89.875   96.5
  54.5625 367.125  129.5    159.875  115.      66.9375 163.3125  35.6875
 123.3125  49.6875   9.625   36.9375  28.      60.5    207.      65.6875
  60.1875  90.375   98.875  106.9375 414.3125 119.5625  96.5    144.625
 101.6875 114.375  118.9375  93.875 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,16,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
18,-0.07633323874535498,2318943410139406012,1744229041.1192462,[1.74422901e+09],"[ 94.3125  37.25    47.5625  36.0625  80.0625  71.5625  80.875  112.875
  50.875   45.6875 146.4375 143.0625  97.9375  76.5    156.375   36.25
 537.1875  47.5625   8.5625  28.3125  16.3125  61.875   58.375   59.5625
  45.875  104.3125  95.4375  96.9375 479.3125 139.25   139.375  140.5625
  98.75    97.625  104.0625  95.0625]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,17,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
19,0.021384271477302944,2318943410139406012,1744229108.8446271,[1.74422908e+09],"[ 87.5625  37.625   47.4375  44.1875  80.5     70.1875  81.3125 116.5
  46.5625 479.1875 151.625  179.125  119.9375  67.25   166.0625  41.875
 114.4375  41.       7.625   26.0625  17.875   59.4375  77.4375  63.8125
  51.375  106.3125 100.375   90.9375 106.625  134.875   92.3125 140.0625
 109.875   97.1875 124.9375  96.125 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,18,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
20,0.002977409878176274,2318943410139406012,1744229174.8704765,[1.74422914e+09],"[ 92.6875  36.      48.3125  38.5     80.3125  71.8125  77.375  100.
  51.375   36.8125 154.1875 167.4375 110.9375  74.375  199.4375  30.375
 122.8125  57.3125   7.3125  17.625   22.4375  63.5625 224.4375  67.0625
  40.4375  92.25    98.25    96.5625 112.4375 138.     121.     163.5625
 103.     100.75   131.875   99.625 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,19,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
21,-0.01350774750648867,2318943410139406012,1744229241.5830235,[1.74422921e+09],"[ 90.375   38.5625  48.9375  37.      84.625   68.6875 100.0625  98.
  67.4375 555.4375 142.1875 156.625  117.8125  75.75   155.625   41.75
 133.25    54.125   10.125   19.5625  28.125   57.8125  66.625   63.875
  38.9375  77.625   89.8125 105.0625 113.75   111.      99.6875 151.1875
 118.25    74.1875 119.625   87.375 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,20,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
22,0.02537936788871041,2318943410139406012,1744229308.1246252,[1.74422928e+09],"[  90.875    37.       47.5      50.6875   84.1875   76.5625   91.3125
   98.25     53.6875 1043.5     153.1875  175.      103.75     72.1875
  174.625    41.75    129.9375   45.5       7.4375   23.3125   24.5625
   63.25     71.6875   53.1875   46.625    90.4375  103.125   115.25
  127.5625  138.3125   99.1875  170.375   106.3125   85.3125  123.125
   83.75  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,21,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
23,0.016393172168837556,2318943410139406012,1744229375.364875,[1.74422934e+09],"[  90.375    36.875    49.375    41.625    83.5      74.875    88.4375
  101.875    52.4375  364.875   158.4375  158.8125  119.9375   77.8125
  149.75     40.25   1508.625    52.4375   12.4375   19.5625   27.6875
   55.5      74.875    63.4375   45.75     80.25     98.6875  112.1875
  131.75    104.8125  106.6875  158.9375   94.3125  116.625   118.4375
  102.5   ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,22,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
24,-0.023931473557303334,2318943410139406012,1744229441.8868089,[1.74422941e+09],"[ 91.5625  42.125   46.5625  46.75    78.      73.1875  89.6875 120.5
  46.8125 740.3125 138.875  163.25   111.9375  79.9375 174.75    36.125
 111.8125  52.5     11.6875  24.6875  22.875   64.5625  70.625   60.9375
  49.6875 110.4375  99.75    98.375  111.125  106.1875 100.5    180.125
 116.375   78.6875 124.5    106.125 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,23,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
25,0.02951915748706679,2318943410139406012,1744229508.332451,[1.74422948e+09],"[  85.6875   36.5625   48.6875   47.       84.5625   74.9375   96.125
  123.125    43.125   778.1875  137.25    178.4375  108.6875   73.75
  138.3125   28.8125 1057.625    40.1875    6.8125   24.625    12.875
   53.4375   75.5625   64.625    59.4375   89.1875   93.75    115.25
  114.0625  123.125   110.6875  163.6875  115.6875  108.1875  109.25
  130.625 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,24,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
26,-0.08737844732720855,2318943410139406012,1744229576.3453584,[1.74422954e+09],"[ 89.375   35.0625  47.5     46.1875  81.4375  78.375   86.1875 117.8125
  49.3125  28.0625 147.875  165.4375 118.9375  67.     200.25    39.6875
 126.6875  50.25     8.6875  23.625   16.0625  57.0625  64.      59.875
  35.3125  99.25   100.8125  93.75   127.3125 127.      93.125  169.75
  98.4375  95.6875 113.625   92.4375]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,25,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
27,0.07941334122324872,2318943410139406012,1744229644.0964317,[1.74422961e+09],"[  96.3125   36.4375   47.875    44.4375   85.75     74.9375   83.625
  100.625    48.1875 1071.4375  128.8125  149.3125  114.5      67.4375
  162.6875   40.125   127.8125   51.875    12.0625   24.9375   15.
   58.875    68.9375   61.5      41.5     114.0625  100.875   100.5
  246.5     132.8125  114.      147.1875  109.0625   91.0625  133.5625
   94.75  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,26,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
28,0.0005540953322008969,2318943410139406012,1744229711.8448615,[1.74422968e+09],"[  89.5      39.125    48.8125   47.375    83.375    73.       96.6875
  102.9375   58.125    29.9375  137.      149.75    130.25    158.1875
  197.6875   45.3125 1733.5      61.9375    6.875    19.       18.375
   60.125   222.5625   56.375    37.5625   93.875    99.5625   95.3125
   99.625   123.0625   97.0625  141.875   115.5      85.8125  128.6875
   84.75  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,27,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
29,-0.07904105802441636,2318943410139406012,1744229778.2606237,[1.74422975e+09],"[ 89.      36.4375  48.75    42.0625  80.9375  68.      91.     104.625
  46.3125  46.125  148.8125 148.8125 110.75    67.3125 180.375   39.1875
 120.8125  48.625    7.0625  27.125   19.375   54.75    60.25    58.6875
  55.8125  82.1875  87.375  106.0625 113.375  109.6875 114.375  136.9375
  96.875   96.5625 119.9375 134.1875]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,28,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
30,0.028923193257340638,2318943410139406012,1744229846.1879447,[1.74422981e+09],"[  91.375    37.3125   49.1875   44.6875   79.6875   70.75     82.625
   97.125    42.75     51.      154.6875  166.9375  103.375    71.5
  124.625    44.6875 1927.9375   46.1875    7.6875   21.3125   20.9375
   64.5      70.1875   64.0625   49.3125  105.625   104.75     99.4375
  137.9375  101.8125  126.1875  142.0625  116.      107.8125  129.375
   84.375 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,29,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
31,0.020956109924558916,2318943410139406012,1744229913.9764283,[1.74422988e+09],"[ 98.0625  36.5625  50.3125  49.75    82.125   76.1875  87.4375 108.3125
  54.5625  38.3125 131.25   173.875  108.4375  73.1875 169.375   40.
 970.0625  39.8125   7.0625  32.625   18.3125  59.4375  79.6875  65.6875
  49.125   97.0625  80.5625 105.4375 253.375  142.75   109.75   167.
 111.1875  79.125  112.1875 114.1875]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,30,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
32,-0.007206665965937072,2318943410139406012,1744229981.2105916,[1.74422995e+09],"[  90.125    36.6875   46.75     34.5      84.1875   71.0625   91.5625
  116.875    45.6875  325.625   130.8125  159.125   103.625    73.9375
  176.125    35.625  1606.1875   44.125     6.75     17.5      15.6875
   58.6875   59.125    66.125    46.      105.5625   88.375   102.0625
  105.3125  111.5     123.5625  141.375   103.125    82.8125  123.6875
  105.25  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,31,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
33,-0.03304530696465695,2318943410139406012,1744230048.1672573,[1.74423002e+09],"[ 91.5625  37.0625  49.625   49.5     81.      76.3125  86.4375 104.6875
  49.125   51.25   152.6875 160.625   99.8125  75.6875 195.25    39.5625
 136.9375  48.75     7.9375  26.5625  23.625   58.8125  71.      64.875
  48.875   93.      92.875  110.5625 253.4375 121.8125 108.375  129.3125
 101.125   73.0625 120.125   81.75  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,32,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
34,0.013962708797933692,2318943410139406012,1744230114.5039093,[1.74423008e+09],"[ 92.3125  36.375   49.      44.25    79.25    72.8125  84.     103.25
  40.25    51.875  136.0625 151.75   113.6875  70.25   130.4375  47.75
 895.875   46.8125   7.875   29.0625  24.5625  54.8125  77.625   58.625
  50.5    106.     101.6875  94.5    103.0625 117.5625 114.25   146.125
 103.6875  84.75   119.3125 196.3125]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,33,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
35,0.06993617561997346,2318943410139406012,1744230182.1433592,[1.74423015e+09],"[  89.8125   34.875    48.875    51.1875   93.3125   71.75     89.625
   94.5625   47.5     785.875   144.0625  161.625   115.75     65.25
  162.8125   41.75   1068.1875   46.1875    8.6875   26.4375   23.3125
   56.375    72.       58.875    56.5      81.1875   98.375   108.125
  219.625   141.6875  116.625   124.5625  126.4375   92.5625  112.25
  111.75  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,34,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
36,-0.05835848903344454,2318943410139406012,1744230250.3807218,[1.74423022e+09],"[  93.4375   35.375    48.25     39.8125   78.5      72.4375   77.875
  105.1875   56.3125   45.4375  143.9375  143.1875  103.25     65.375
  127.3125   47.75   1802.       46.5       7.8125   25.375    12.1875
   54.4375   69.9375   62.5625   48.125   116.125   113.5     103.8125
  128.      134.1875   84.8125  164.4375  115.625   101.75    125.5
  109.9375]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,35,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
37,0.025965893178808826,2318943410139406012,1744230318.0860128,[1.74423028e+09],"[  89.4375   40.75     47.5625   51.75     84.4375   70.5      77.375
  134.5      57.       69.875   194.5     158.5625  105.875  1363.875
  193.625    48.75    141.25     36.3125   10.5      23.125    33.0625
   64.0625   77.8125   61.375    40.125    91.125    98.5625   94.875
   89.625   113.25    104.0625  150.9375  102.3125  110.75    129.75
   90.5625]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,36,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
38,-0.014380290842577987,2318943410139406012,1744230384.5489407,[1.74423035e+09],"[  89.625    36.375    48.4375   42.75     78.6875   75.625    91.
  105.25     43.5625   45.5     141.1875  162.5     105.4375   76.625
  175.125    38.6875 1749.75     54.75      9.625    16.875    15.6875
   60.375    61.5      55.8125   34.5      97.8125   98.75    106.75
  141.75    114.3125  116.625   144.      116.8125   94.9375  120.5
  181.25  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,37,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
39,-0.0016136256183971111,2318943410139406012,1744230451.10225,[1.74423042e+09],"[  96.5625   35.375    48.3125   35.5      86.5625   73.1875  102.5
  114.6875   52.875    32.75    155.6875  166.9375  129.       68.9375
  184.25     45.5625 1115.1875   44.       14.1875   29.8125   20.9375
   62.5625   65.25     66.75     46.0625  127.8125   87.5625  101.9375
  110.875   122.125   123.4375  132.0625  106.375   100.0625  119.
   94.625 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,38,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
40,-0.012686378556038836,2318943410139406012,1744230518.296312,[1.74423049e+09],"[ 89.6875  37.375   48.      45.0625  87.125   76.9375  88.5    109.375
  46.6875  42.625  157.0625 167.375   99.      79.9375 138.3125  35.875
 139.125   43.1875   7.25    27.4375  28.      58.625   69.9375  65.3125
  45.3125 112.0625  97.75    92.0625 245.5    112.75   113.375  164.
 111.6875 113.4375 115.5625  90.5   ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,39,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
41,-0.00892943786074589,2318943410139406012,1744230585.543029,[1.74423055e+09],"[ 98.3125  35.875   49.1875  39.0625  83.125   69.1875  91.25   102.5
  45.5     42.8125 146.125  157.6875 127.8125  70.3125 182.6875  38.9375
 130.9375  43.125    8.5     27.4375  25.8125  63.75    71.0625  59.6875
  52.9375 108.9375  96.25   109.3125 123.5625 117.5625  99.375  147.875
 113.625   85.75   130.3125  84.0625]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,40,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
42,0.022786487579679344,2318943410139406012,1744230654.2085688,[1.74423062e+09],"[  93.75     37.3125   48.375    41.1875   84.8125   70.3125   84.125
  108.125    46.       48.5     147.1875  173.4375  103.5625   67.625
  168.5625   39.5625 1544.       50.0625    7.5625   21.375    25.4375
   59.125    64.4375   58.3125   41.125    98.6875   94.75     95.1875
  220.1875  148.9375  117.25    148.625   114.125   112.75    125.75
   90.125 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,41,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
43,0.0516018305744112,2318943410139406012,1744230722.1214263,[1.74423069e+09],"[ 96.125   36.75    49.125   51.25    87.1875  70.0625  80.5    108.9375
  55.9375  55.0625 131.1875 157.6875 105.25    69.75   159.5625  57.5625
 139.875   55.875    7.375   23.6875  22.8125  59.5     72.25    68.9375
  49.4375 100.4375 108.     105.75   252.375  137.125  131.25   151.5625
 118.9375  97.8125 114.9375 170.9375]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,42,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
44,-0.0339460000747172,2318943410139406012,1744230789.6519485,[1.74423076e+09],"[ 91.375   35.4375  48.375   43.75    87.75    73.625   92.1875 103.375
  45.1875 727.3125 149.4375 162.5     96.6875  75.125  157.5     48.25
 123.3125  47.4375   9.0625  27.375   25.6875  59.9375  65.8125  52.6875
  34.375   90.25    98.5625 105.3125  97.375  106.1875 134.4375 186.875
 119.0625  83.9375 112.8125 192.4375]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,43,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
45,0.07252121716893697,2318943410139406012,1744230858.2416189,[1.74423083e+09],"[ 92.1875  37.0625  49.      51.125   82.1875  66.4375  84.      95.4375
  60.0625 930.3125 141.5625 174.75   105.0625  79.     151.125   39.8125
 121.625   47.875   11.5     15.625   22.5625  65.5625 213.125   63.125
  47.9375  92.875  116.9375  95.5    239.375  129.4375 119.5625 137.25
 107.375   97.875  114.5    206.125 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,44,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
46,-0.06656517368552044,2318943410139406012,1744230925.432126,[1.74423089e+09],"[  93.8125   35.5      47.6875   44.       84.9375   66.3125   95.25
  103.9375   50.375  1720.5625  154.0625  162.9375  100.6875   72.6875
  190.25     47.      143.3125   53.625     7.4375   26.625    18.8125
   53.5      67.5625   55.5625   41.5625  103.8125   87.4375   97.375
  153.25    104.6875  116.6875  142.0625  112.375   105.0625  112.375
  102.875 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,45,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
47,0.015329969571711585,2318943410139406012,1744230993.6517339,[1.74423096e+09],"[ 90.0625  36.125   49.4375  57.3125  91.5625  72.0625  97.625  107.625
  43.375  698.8125 160.5625 175.1875 105.0625  74.75   143.      35.4375
 131.8125  52.1875  12.      19.0625  16.6875  53.75    69.125   59.4375
  44.25   116.5625 102.8125 102.125  297.75   118.875  114.4375 128.5625
 115.3125 113.75   110.9375  95.875 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,46,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
48,-0.0008260757240643559,2318943410139406012,1744231061.3943145,[1.74423103e+09],"[  91.625    34.75     48.125    38.375    93.125    69.75     90.25
   97.625    51.375  1670.9375  160.3125  164.75    103.4375   75.25
  160.625    46.3125  138.375    53.        6.875    27.5      26.5625
   56.6875   70.75     63.625    54.6875   84.8125  120.       91.3125
  144.0625  114.9375  110.625   140.       97.75    107.0625  130.3125
  112.5   ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,47,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
49,-0.008172115832518293,2318943410139406012,1744231127.409724,[1.7442311e+09],"[  86.3125   36.0625   47.625    44.5      84.       67.5625   88.75
  117.1875   47.5625   83.9375  147.3125  162.125   101.0625 1743.8125
  171.375    42.5     124.75     56.4375    7.875    30.9375   17.875
   73.3125   64.875    61.3125   57.5      90.4375  109.125   105.375
  404.8125  108.6875  111.8125  143.0625   98.5     100.3125  113.
   98.625 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,48,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
50,-0.018705364272568706,2318943410139406012,1744231194.856638,[1.74423116e+09],"[ 88.8125  34.4375  48.75    45.5     89.625   71.4375  90.0625  97.5625
  42.8125  56.375  147.375  162.6875 101.5     74.6875 164.6875  51.
 126.5     59.25    11.4375  18.25    28.125   67.3125  64.375   63.5
  46.1875 114.125  100.125  102.4375 244.125  107.5625 120.75   124.875
 103.9375  93.1875 129.9375 190.3125]",[0.21941945 0.42009452 0.17862287 0.         0.18303331 0.33409092],0,49,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
51,0.04082346316626992,2318943410139406012,1744231259.7612512,[1.74423123e+09],"[  81.4375   37.9375   47.125    61.4375   82.1875   75.9375   79.75
  115.1875   47.125    75.1875  163.5     169.5     124.8125 1970.5625
  138.0625   49.4375  147.125    52.5       6.5625   23.0625   15.75
   50.9375   72.875    56.4375   43.5625   79.       79.75    113.6875
  249.375   114.875    88.125   147.8125  112.3125  114.      116.625
  241.875 ]",[0.14247727 0.27278311 0.11598652 0.         0.11885039 0.21693775],0,50,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
52,0.26489560604849,2318943410139406012,1744231351.7646053,[1.74423129e+09],"[ 84.1875  41.1875  39.8125 144.6875 102.4375  73.375  111.4375 118.25
  87.625  258.125   92.25   333.4375 146.9375  52.3125 478.375   22.625
 108.375   60.5      0.     109.4375 145.375  156.8125 192.4375 187.5
 156.625   90.     170.875  269.0625 348.375  166.5625  85.3125 149.75
  47.5625  77.4375  52.9375  74.4375]",[0.1447514  0.27713709 0.11783782 0.         0.1207474  0.22040037],0,51,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
53,-0.609738972294499,2318943410139406012,1744231439.3686392,[1.74423139e+09],"[ 68.0625  55.375   45.625   57.375  106.625   84.8125  85.9375  84.375
  41.125  153.25    93.9375 111.1875  99.5     55.375   87.9375  20.5625
 123.9375  67.125   27.125   25.875   42.3125  29.6875  76.9375  93.4375
  59.5     51.8125  54.5625 102.0625  46.25    45.1875  35.      90.9375
  36.4375  39.3125  15.      29.875 ]",[0.14824821 0.28383201 0.12068448 0.         0.12366434 0.22572467],0,52,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
54,0.2647439197210207,2318943410139406012,1744231528.1040077,[1.74423148e+09],"[ 84.1875  35.375   43.1875  53.0625  80.6875  53.0625  75.5625  65.1875
  40.625   84.      90.375   65.625   78.4375  50.5625 112.      21.
 108.1875  35.25    32.375   77.8125  49.625  101.5625 166.4375 124.375
  89.9375 113.6875  93.9375 149.6875  99.125  155.875  134.0625 179.9375
  75.8125  64.875   71.5625 115.75  ]",[0.15128761 0.28965115 0.12315876 0.         0.12619971 0.23035249],0,53,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
55,0.09387970425529567,2318943410139406012,1744231606.5656483,[1.74423157e+09],"[ 75.5625  59.3125  47.75    72.25   104.125   73.375  117.5625 133.625
  36.25   251.6875  96.5    106.5    102.125   59.125   85.75    34.125
  84.75    27.5     38.875   58.625   34.      69.5625 155.1875  94.9375
 153.5    166.      83.5    113.25   160.375  138.875   67.25   144.9375
  84.25    91.8125  54.6875 110.75  ]",[0.15439953 0.29560915 0.12569208 0.         0.12879559 0.23509074],0,54,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
56,0.10329236966026467,2318943410139406012,1744231685.013396,[1.74423165e+09],"[ 57.5625  72.75    44.5     80.625  111.5625  73.75   112.25    94.375
  62.3125  80.8125 141.3125  91.75    93.9375  74.0625 126.75    49.625
 127.5625 384.5625  37.9375  45.125   34.1875  54.25   158.8125  83.4375
 156.     145.25   121.4375 125.5625 186.875  125.4375  89.1875 209.5
 115.0625 116.375  101.5625 113.375 ]",[0.15717131 0.30091593 0.1279485  0.         0.13110773 0.23931109],0,55,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
57,0.0882691806793477,2318943410139406012,1744231770.8507695,[1.74423172e+09],"[ 63.      34.1875  47.3125  73.875   97.5     60.25   106.125  126.9375
 101.6875 104.3125 156.0625 168.3125  96.625   93.5    148.125   49.5
 121.0625  41.25    40.125   21.125   49.125   66.875  125.5625 102.3125
 144.1875 180.25   105.5    192.9375 181.1875 171.1875 147.1875 170.25
 156.75   293.8125 105.625   97.5625]",[0.15997141 0.30627693 0.13022799 0.         0.13344349 0.24357457],0,56,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
58,-0.12823549795501657,2318943410139406012,1744231844.5115938,[1.74423181e+09],"[ 54.5     52.6875  52.875   78.25    98.5625  74.5625 105.5625 163.5
  61.875  341.5625 160.9375 122.375   93.1875 101.0625 125.125   51.375
 120.1875  44.75    29.75    41.625   28.      49.0625 103.625   67.6875
 109.0625 115.1875  80.8125 118.375  265.125  159.875   91.875  173.125
 155.3125 109.5625  89.125   85.3125]",[0.16291531 0.31191323 0.13262452 0.         0.1358992  0.24805698],0,57,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
59,0.013510213135109236,2318943410139406012,1744231917.8114345,[1.74423188e+09],"[ 63.8125  41.25    48.75    64.125   88.      76.      98.875  164.0625
  59.375  108.4375 135.875  141.0625 109.375   80.6875 144.0625  36.5625
 144.1875  31.5     12.1875  13.25    20.9375  56.     114.0625  69.9375
  90.4375 135.875  112.625  118.25   199.625  188.3125 124.6875 192.5
 104.75   132.1875 104.125  121.1875]",[0.16551087 0.31688262 0.13473749 0.         0.13806434 0.25200901],0,58,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
60,0.06498433914665636,2318943410139406012,1744231988.3765364,[1.74423195e+09],"[ 66.      38.5     51.6875 132.875  104.5625  57.375  101.     379.1875
  77.0625 311.4375 172.     131.75   131.4375  73.5625 213.1875  46.625
 139.875   47.0625  20.125   20.0625  17.0625  60.1875  96.      57.4375
 127.5625 155.4375  90.1875 129.3125 508.     128.     133.9375 165.
  81.8125 133.625   92.25   123.9375]",[0.16806237 0.32176766 0.1368146  0.         0.14019273 0.25589397],0,59,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
61,-0.023201977549882645,2318943410139406012,1744232059.4874804,[1.74423202e+09],"[  71.5      39.0625   46.125    80.625    88.4375   73.4375   93.6875
  120.625    59.5     320.6875  143.1875  149.3125  105.875  1327.5
  222.875    39.25    137.375    35.375     8.       18.9375   15.75
   50.6875   84.8125   65.25    118.5625  117.75     88.5625  130.75
  148.9375  152.125   127.75    198.5     103.625   104.8125  100.75
  225.6875]",[0.17057162 0.3265718  0.1388573  0.         0.14228588 0.25971458],0,60,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
62,0.05425770517038579,2318943410139406012,1744232129.9535215,[1.74423209e+09],"[  62.375    44.125    57.8125   44.4375  105.4375   75.9375   89.375
  159.375    74.5625  294.4375  137.875   151.1875  108.875  1584.5625
  210.625    62.0625  137.4375   68.0625    4.6875   25.125     8.0625
   46.0625   93.4375   64.9375  101.4375  109.875    99.75    127.
  202.6875  156.3125  113.25    269.5     171.      130.3125  133.5625
  114.875 ]",[0.17302478 0.33126855 0.14085434 0.         0.14433223 0.26344979],0,61,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
